Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5210209363,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,1. Column A lists all of your contest entries for this draftgroup
5210215408,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,2. Your current lineup is listed next to each entry (blank for reservations)
5210215409,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5210215410,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5210215411,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,5. For faster processing only include entries you are changing in the file you upload
5210215412,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,
5210215413,MLB $5K Solo Shot [$1K to 1st],193303591,$1,Kohl Drake (43764254),Janson Junk (43764253),Edgar Quero (43764406),LuJames Groover (43764419),Mason McCoy (43764420),Maximo Acosta (43764416),Ha-Seong Kim (43764368),Tanner Murray (43764404),Alan Roden (43764367),Eli White (43764363),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43764275),Ceddanne Rafaela,43764275,OF,4500,CWS@BOS 08/06/2026 07:10PM ET,BOS,8.26
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43764371),Curtis Mead,43764371,2B/3B,4500,CWS@BOS 08/06/2026 07:10PM ET,BOS,7.80
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43764273),Jac Caglianone,43764273,1B/OF,4500,MIN@KC 08/06/2026 07:40PM ET,KC,6.85
,,,,,,,,,,,,,,,OF,Michael Harris II (43764276),Michael Harris II,43764276,OF,4400,MIA@ATL 08/06/2026 07:15PM ET,ATL,7.86
,,,,,,,,,,,,,,,OF,Roman Anthony (43764373),Roman Anthony,43764373,OF,4400,CWS@BOS 08/06/2026 07:10PM ET,BOS,6.1
,,,,,,,,,,,,,,,SS,Otto Lopez (43764277),Otto Lopez,43764277,SS,4300,MIA@ATL 08/06/2026 07:15PM ET,MIA,8.88
,,,,,,,,,,,,,,,OF,Sam Antonacci (43764278),Sam Antonacci,43764278,OF,4300,CWS@BOS 08/06/2026 07:10PM ET,CWS,7.55
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43764279),Geraldo Perdomo,43764279,SS,4200,SD@ARI 08/06/2026 09:40PM ET,ARI,7.45
,,,,,,,,,,,,,,,1B,Ty France (43764280),Ty France,43764280,1B,4200,SD@ARI 08/06/2026 09:40PM ET,SD,6.99
,,,,,,,,,,,,,,,C,Adley Rutschman (43764376),Adley Rutschman,43764376,C,4200,CWS@BOS 08/06/2026 07:10PM ET,BOS,7.51
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43764374),Maikel Garcia,43764374,3B/SS,4200,MIN@KC 08/06/2026 07:40PM ET,KC,6.84
,,,,,,,,,,,,,,,C,Gabriel Moreno (43764377),Gabriel Moreno,43764377,C,4100,SD@ARI 08/06/2026 09:40PM ET,ARI,7.71
,,,,,,,,,,,,,,,2B,Ozzie Albies (43764281),Ozzie Albies,43764281,2B,4100,MIA@ATL 08/06/2026 07:15PM ET,ATL,7.68
,,,,,,,,,,,,,,,1B,Kyle Stowers (43764282),Kyle Stowers,43764282,1B,4100,MIA@ATL 08/06/2026 07:15PM ET,MIA,7.47
,,,,,,,,,,,,,,,OF,Luis Rengifo (43764283),Luis Rengifo,43764283,OF,4000,SD@ARI 08/06/2026 09:40PM ET,SD,5.52
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43764527),Garrett Hawkins,43764527,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Blake Walston (43764535),Blake Walston,43764535,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,A.J. Puk (43764536),A.J. Puk,43764536,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,David Morgan (43764545),David Morgan,43764545,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Mason Miller (43764546),Mason Miller,43764546,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,5.94
,,,,,,,,,,,,,,,RP,Alek Jacob (43764549),Alek Jacob,43764549,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,5.48
,,,,,,,,,,,,,,,RP,Jason Adam (43764550),Jason Adam,43764550,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Justin Martinez (43764553),Justin Martinez,43764553,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Paul Sewald (43764559),Paul Sewald,43764559,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,2.28
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43764561),Jeremiah Estrada,43764561,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,3.22
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43764564),Andrew Hoffmann,43764564,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,Adrian Morejon (43764566),Adrian Morejon,43764566,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,4.35
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43764568),Bryan Hoeing,43764568,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Wandy Peralta (43764573),Wandy Peralta,43764573,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,2.34
,,,,,,,,,,,,,,,RP,Taylor Clarke (43764574),Taylor Clarke,43764574,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,2.54
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43764579),Andrew Saalfrank,43764579,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Philip Abner (43764582),Philip Abner,43764582,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,1.72
,,,,,,,,,,,,,,,RP,Ryan Thompson (43764597),Ryan Thompson,43764597,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,1.91
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43764598),Jonathan Loaisiga,43764598,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,2.47
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43764599),Brandyn Garcia,43764599,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,3.00
,,,,,,,,,,,,,,,RP,Drey Jameson (43764605),Drey Jameson,43764605,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Juan Morillo (43764612),Juan Morillo,43764612,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,3.48
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43764620),Kevin Ginkel,43764620,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,2.66
,,,,,,,,,,,,,,,RP,Hunter Stratton (43764626),Hunter Stratton,43764626,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,1.97
,,,,,,,,,,,,,,,RP,Yuki Matsui (43764631),Yuki Matsui,43764631,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,4.53
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43764633),Bradgley Rodriguez,43764633,P,4000,SD@ARI 08/06/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Kade Strowd (43764634),Kade Strowd,43764634,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,Juan Burgos (43764638),Juan Burgos,43764638,P,4000,SD@ARI 08/06/2026 09:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,3B,Austin Riley (43764284),Austin Riley,43764284,3B,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,6.46
,,,,,,,,,,,,,,,RP,Joe Jimenez (43764531),Joe Jimenez,43764531,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Jack Ralston (43764532),Jack Ralston,43764532,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Michael Petersen (43764542),Michael Petersen,43764542,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,3.40
,,,,,,,,,,,,,,,SP,Duncan Davitt (43764543),Duncan Davitt,43764543,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Calvin Faucher (43764551),Calvin Faucher,43764551,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.93
,,,,,,,,,,,,,,,RP,Tyler Kinley (43764554),Tyler Kinley,43764554,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,2.75
,,,,,,,,,,,,,,,RP,Josh White (43764567),Josh White,43764567,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,-10.1
,,,,,,,,,,,,,,,RP,Andrew Nardi (43764572),Andrew Nardi,43764572,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Dylan Lee (43764575),Dylan Lee,43764575,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,4.12
,,,,,,,,,,,,,,,RP,Will Kempner (43764576),Will Kempner,43764576,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Tyler Zuber (43764580),Tyler Zuber,43764580,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.49
,,,,,,,,,,,,,,,RP,Robert Suarez (43764585),Robert Suarez,43764585,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Danny Young (43764586),Danny Young,43764586,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,1.26
,,,,,,,,,,,,,,,RP,Victor Vodnik (43764587),Victor Vodnik,43764587,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,1.95
,,,,,,,,,,,,,,,RP,Brent Suter (43764592),Brent Suter,43764592,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,3.72
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43764596),Zach Brzykcy,43764596,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.88
,,,,,,,,,,,,,,,RP,Anthony Bender (43764608),Anthony Bender,43764608,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,3.48
,,,,,,,,,,,,,,,RP,Dylan Dodd (43764609),Dylan Dodd,43764609,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,4.31
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43764610),Tyler Uberstine,43764610,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43764615),Raisel Iglesias,43764615,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,3.22
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43764616),Pete Fairbanks,43764616,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.76
,,,,,,,,,,,,,,,RP,John King (43764618),John King,43764618,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,3.09
,,,,,,,,,,,,,,,RP,Cade Gibson (43764621),Cade Gibson,43764621,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.45
,,,,,,,,,,,,,,,RP,Hayden Harris (43764627),Hayden Harris,43764627,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,James Karinchak (43764628),James Karinchak,43764628,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,3.15
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43764630),Ronny Henriquez,43764630,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Josh Ekness (43764635),Josh Ekness,43764635,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.49
,,,,,,,,,,,,,,,RP,Brandan Bidois (43764636),Brandan Bidois,43764636,P,4000,MIA@ATL 08/06/2026 07:15PM ET,MIA,2.27
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43764637),Rolddy Munoz,43764637,P,4000,MIA@ATL 08/06/2026 07:15PM ET,ATL,0.9
,,,,,,,,,,,,,,,SP,Ky Bush (43764526),Ky Bush,43764526,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Tanner McDougal (43764529),Tanner McDougal,43764529,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Drew Thorpe (43764530),Drew Thorpe,43764530,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (43764534),Prelander Berroa,43764534,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43764539),Tyler Schweitzer,43764539,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,4.14
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43764544),Huascar Brazoban,43764544,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,3.78
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43764552),Tyron Guerrero,43764552,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,3.59
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43764557),Aroldis Chapman,43764557,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,3.88
,,,,,,,,,,,,,,,RP,Jordan Hicks (43764560),Jordan Hicks,43764560,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,2.85
,,,,,,,,,,,,,,,RP,Tyler Davis (43764562),Tyler Davis,43764562,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Zack Kelly (43764563),Zack Kelly,43764563,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43764569),Tyler Gilbert,43764569,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Jovani Moran (43764570),Jovani Moran,43764570,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,4.87
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43764577),Joe La Sorsa,43764577,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,Erik Miller (43764578),Erik Miller,43764578,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,3.23
,,,,,,,,,,,,,,,RP,Justin Slaten (43764581),Justin Slaten,43764581,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,2.86
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43764583),Wikelman Gonzalez,43764583,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43764590),Garrett Whitlock,43764590,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,3.91
,,,,,,,,,,,,,,,RP,Bryan Hudson (43764593),Bryan Hudson,43764593,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,2.86
,,,,,,,,,,,,,,,RP,Jordan Leasure (43764594),Jordan Leasure,43764594,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43764595),Tyler Samaniego,43764595,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Greg Weissert (43764606),Greg Weissert,43764606,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,2.61
,,,,,,,,,,,,,,,RP,Alec Gamboa (43764622),Alec Gamboa,43764622,P,4000,CWS@BOS 08/06/2026 07:10PM ET,BOS,5.46
,,,,,,,,,,,,,,,RP,Chris Murphy (43764623),Chris Murphy,43764623,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Sean Newcomb (43764624),Sean Newcomb,43764624,P,4000,CWS@BOS 08/06/2026 07:10PM ET,CWS,4.19
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43764285),Royce Lewis,43764285,1B/2B,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,7.32
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43764378),Vinnie Pasquantino,43764378,1B,4000,MIN@KC 08/06/2026 07:40PM ET,KC,6.46
,,,,,,,,,,,,,,,RP,James McArthur (43764528),James McArthur,43764528,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,SP,Steven Zobac (43764533),Steven Zobac,43764533,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Kody Funderburk (43764537),Kody Funderburk,43764537,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.42
,,,,,,,,,,,,,,,RP,Carlos Estevez (43764538),Carlos Estevez,43764538,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Alex Lange (43764540),Alex Lange,43764540,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,2.14
,,,,,,,,,,,,,,,RP,Eric Orze (43764541),Eric Orze,43764541,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,John Schreiber (43764547),John Schreiber,43764547,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,1.89
,,,,,,,,,,,,,,,RP,Easton McGee (43764548),Easton McGee,43764548,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,2.39
,,,,,,,,,,,,,,,RP,Eli Morgan (43764555),Eli Morgan,43764555,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,2.03
,,,,,,,,,,,,,,,RP,Carlos Duran (43764556),Carlos Duran,43764556,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Aaron Bummer (43764558),Aaron Bummer,43764558,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,0.75
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43764565),Nolan Hoffman,43764565,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,1.7
,,,,,,,,,,,,,,,RP,Andrew Morris (43764571),Andrew Morris,43764571,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,3.69
,,,,,,,,,,,,,,,RP,A.J. Minter (43764584),A.J. Minter,43764584,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.82
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43764588),Jeff Hoffman,43764588,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,3.90
,,,,,,,,,,,,,,,RP,Tommy Nance (43764589),Tommy Nance,43764589,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.96
,,,,,,,,,,,,,,,RP,Travis Adams (43764591),Travis Adams,43764591,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,3.50
,,,,,,,,,,,,,,,RP,Nick Mears (43764600),Nick Mears,43764600,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Beck Way (43764601),Beck Way,43764601,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,Nate Pearson (43764602),Nate Pearson,43764602,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,3.07
,,,,,,,,,,,,,,,RP,Steven Cruz (43764603),Steven Cruz,43764603,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,3.18
,,,,,,,,,,,,,,,RP,Jose Cuas (43764604),Jose Cuas,43764604,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,4.45
,,,,,,,,,,,,,,,RP,Lucas Erceg (43764607),Lucas Erceg,43764607,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,1.43
,,,,,,,,,,,,,,,RP,Woo Suk Go (43764611),Woo Suk Go,43764611,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Anthony Banda (43764613),Anthony Banda,43764613,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.18
,,,,,,,,,,,,,,,RP,Cody Laweryson (43764614),Cody Laweryson,43764614,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.97
,,,,,,,,,,,,,,,RP,Garrett Acton (43764617),Garrett Acton,43764617,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Cole Sands (43764619),Cole Sands,43764619,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,Taylor Rashi (43764625),Taylor Rashi,43764625,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,3.28
,,,,,,,,,,,,,,,RP,Connor Seabold (43764629),Connor Seabold,43764629,P,4000,MIN@KC 08/06/2026 07:40PM ET,KC,2.08
,,,,,,,,,,,,,,,RP,Taylor Rogers (43764632),Taylor Rogers,43764632,P,4000,MIN@KC 08/06/2026 07:40PM ET,MIN,2.03
,,,,,,,,,,,,,,,2B,Xavier Edwards (43764287),Xavier Edwards,43764287,2B,3900,MIA@ATL 08/06/2026 07:15PM ET,MIA,7.34
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43764289),Heriberto Hernandez,43764289,OF,3900,MIA@ATL 08/06/2026 07:15PM ET,MIA,6.86
,,,,,,,,,,,,,,,3B,Brooks Lee (43764288),Brooks Lee,43764288,3B,3900,MIN@KC 08/06/2026 07:40PM ET,MIN,7.03
,,,,,,,,,,,,,,,3B,Nolan Arenado (43764291),Nolan Arenado,43764291,3B,3800,SD@ARI 08/06/2026 09:40PM ET,ARI,6.86
,,,,,,,,,,,,,,,OF,Jarren Duran (43764290),Jarren Duran,43764290,OF,3800,CWS@BOS 08/06/2026 07:10PM ET,BOS,7.18
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43764293),Xander Bogaerts,43764293,SS,3700,SD@ARI 08/06/2026 09:40PM ET,SD,6.43
,,,,,,,,,,,,,,,C,Kyle Teel (43764379),Kyle Teel,43764379,C,3700,CWS@BOS 08/06/2026 07:10PM ET,CWS,6
,,,,,,,,,,,,,,,2B,Michael Massey (43764292),Michael Massey,43764292,2B,3700,MIN@KC 08/06/2026 07:40PM ET,KC,5.61
,,,,,,,,,,,,,,,OF,Esteury Ruiz (43764296),Esteury Ruiz,43764296,OF,3600,MIA@ATL 08/06/2026 07:15PM ET,MIA,5.68
,,,,,,,,,,,,,,,2B,Chase Meidroth (43764294),Chase Meidroth,43764294,2B,3600,CWS@BOS 08/06/2026 07:10PM ET,CWS,6.74
,,,,,,,,,,,,,,,3B,Caleb Durbin (43764295),Caleb Durbin,43764295,3B,3600,CWS@BOS 08/06/2026 07:10PM ET,BOS,6.85
,,,,,,,,,,,,,,,OF,John Rave (43764297),John Rave,43764297,OF,3600,MIN@KC 08/06/2026 07:40PM ET,KC,5.73
,,,,,,,,,,,,,,,C,Luis Campusano (43764300),Luis Campusano,43764300,C,3500,SD@ARI 08/06/2026 09:40PM ET,SD,6.13
,,,,,,,,,,,,,,,1B/2B,Ildemaro Vargas (43764303),Ildemaro Vargas,43764303,1B/2B,3500,SD@ARI 08/06/2026 09:40PM ET,ARI,6.26
,,,,,,,,,,,,,,,OF,Lane Thomas (43764299),Lane Thomas,43764299,OF,3500,MIA@ATL 08/06/2026 07:15PM ET,ATL,5.63
,,,,,,,,,,,,,,,OF,Brenton Doyle (43764298),Brenton Doyle,43764298,OF,3500,CWS@BOS 08/06/2026 07:10PM ET,CWS,4.64
,,,,,,,,,,,,,,,SS,Andruw Monasterio (43764302),Andruw Monasterio,43764302,SS,3500,CWS@BOS 08/06/2026 07:10PM ET,BOS,5.58
,,,,,,,,,,,,,,,SS,Trevor Story (43764380),Trevor Story,43764380,SS,3500,CWS@BOS 08/06/2026 07:10PM ET,BOS,5.98
,,,,,,,,,,,,,,,OF,Trevor Larnach (43764301),Trevor Larnach,43764301,OF,3500,MIN@KC 08/06/2026 07:40PM ET,MIN,6.75
,,,,,,,,,,,,,,,OF,Lars Nootbaar (43764305),Lars Nootbaar,43764305,OF,3400,SD@ARI 08/06/2026 09:40PM ET,ARI,5.9
,,,,,,,,,,,,,,,OF,Jakob Marsee (43764306),Jakob Marsee,43764306,OF,3400,MIA@ATL 08/06/2026 07:15PM ET,MIA,6.28
,,,,,,,,,,,,,,,2B,Anthony Seigler (43764308),Anthony Seigler,43764308,2B,3400,CWS@BOS 08/06/2026 07:10PM ET,BOS,5.60
,,,,,,,,,,,,,,,1B,Josh Bell (43764307),Josh Bell,43764307,1B,3400,MIN@KC 08/06/2026 07:40PM ET,MIN,6.98
,,,,,,,,,,,,,,,OF,Max Kepler (43764313),Max Kepler,43764313,OF,3300,SD@ARI 08/06/2026 09:40PM ET,ARI,5.25
,,,,,,,,,,,,,,,1B/3B,Jose Fernandez (43764381),Jose Fernandez,43764381,1B/3B,3300,SD@ARI 08/06/2026 09:40PM ET,ARI,5.24
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (43764310),Dominic Smith,43764310,1B/OF,3300,MIA@ATL 08/06/2026 07:15PM ET,ATL,5.2
,,,,,,,,,,,,,,,3B,Javier Sanoja (43764312),Javier Sanoja,43764312,3B,3300,MIA@ATL 08/06/2026 07:15PM ET,MIA,5.16
,,,,,,,,,,,,,,,OF,Braden Montgomery (43764309),Braden Montgomery,43764309,OF,3300,CWS@BOS 08/06/2026 07:10PM ET,CWS,6.39
,,,,,,,,,,,,,,,1B/C,Salvador Perez (43764314),Salvador Perez,43764314,C/1B,3300,MIN@KC 08/06/2026 07:40PM ET,KC,6.06
,,,,,,,,,,,,,,,OF,Gavin Sheets (43764319),Gavin Sheets,43764319,OF,3200,SD@ARI 08/06/2026 09:40PM ET,SD,5.81
