Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5229808565,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,1. Column A lists all of your contest entries for this draftgroup
5229808591,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,2. Your current lineup is listed next to each entry (blank for reservations)
5229808592,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5229808593,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5229808594,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,5. For faster processing only include entries you are changing in the file you upload
5229808595,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,
5229808596,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Jeff Criswell (43931685),Jeff Criswell,43931685,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Welinton Herrera (43931687),Welinton Herrera,43931687,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Clayton Beeter (43931688),Clayton Beeter,43931688,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.90
,,,,,,,,,,,,,,,RP,Orlando Ribalta (43931689),Orlando Ribalta,43931689,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.62
,,,,,,,,,,,,,,,RP,Jordan Romano (43931692),Jordan Romano,43931692,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,2.18
,,,,,,,,,,,,,,,SP,Ken Waldichuk (43931693),Ken Waldichuk,43931693,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.8
,,,,,,,,,,,,,,,RP,Jaden Hill (43931697),Jaden Hill,43931697,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,1.95
,,,,,,,,,,,,,,,RP,Erik Tolman (43931699),Erik Tolman,43931699,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.65
,,,,,,,,,,,,,,,RP,TJ Shook (43931703),TJ Shook,43931703,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,1.77
,,,,,,,,,,,,,,,RP,Wyatt Mills (43931708),Wyatt Mills,43931708,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.11
,,,,,,,,,,,,,,,RP,Mark Manfredi (43931710),Mark Manfredi,43931710,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,3.72
,,,,,,,,,,,,,,,RP,Jimmy Herget (43931716),Jimmy Herget,43931716,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,1.75
,,,,,,,,,,,,,,,RP,Yovanny Cruz (43931719),Yovanny Cruz,43931719,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.76
,,,,,,,,,,,,,,,RP,Gus Varland (43931722),Gus Varland,43931722,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.59
,,,,,,,,,,,,,,,RP,Juan Mejia (43931723),Juan Mejia,43931723,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,2.18
,,,,,,,,,,,,,,,RP,Richard Lovelady (43931724),Richard Lovelady,43931724,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.10
,,,,,,,,,,,,,,,RP,Kyle Nicolas (43931725),Kyle Nicolas,43931725,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.13
,,,,,,,,,,,,,,,RP,Blake Adams (43944309),Blake Adams,43944309,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,-11.95
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43931450),Jonny DeLuca,43931450,OF,4000,TB@DET 08/25/2026 06:40PM ET,TB,6.36
,,,,,,,,,,,,,,,RP,Jon Heasley (43931647),Jon Heasley,43931647,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,-1.8
,,,,,,,,,,,,,,,SP,Jake Miller (43931648),Jake Miller,43931648,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,River Ryan (43931651),River Ryan,43931651,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,Andrew Sears (43931652),Andrew Sears,43931652,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,0.8
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43931656),Manuel Rodriguez,43931656,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,7.05
,,,,,,,,,,,,,,,RP,Edwin Uceta (43931657),Edwin Uceta,43931657,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Bryan Baker (43931658),Bryan Baker,43931658,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,3.52
,,,,,,,,,,,,,,,RP,Hunter Bigge (43931666),Hunter Bigge,43931666,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Kenley Jansen (43931671),Kenley Jansen,43931671,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,2.95
,,,,,,,,,,,,,,,RP,Kevin Kelly (43931678),Kevin Kelly,43931678,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,3.36
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (43931682),Enmanuel De Jesus,43931682,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,3.74
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43931684),Garrett Cleavinger,43931684,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,3.11
,,,,,,,,,,,,,,,RP,Tanner Rainey (43931686),Tanner Rainey,43931686,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,4.56
,,,,,,,,,,,,,,,RP,Jacob Waguespack (43931690),Jacob Waguespack,43931690,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,3.26
,,,,,,,,,,,,,,,RP,Bailey Horn (43931691),Bailey Horn,43931691,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Kyle Finnegan (43931694),Kyle Finnegan,43931694,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,2.19
,,,,,,,,,,,,,,,RP,Will Vest (43931695),Will Vest,43931695,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,2.44
,,,,,,,,,,,,,,,RP,Michael Grove (43931700),Michael Grove,43931700,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,6.52
,,,,,,,,,,,,,,,RP,Brant Hurter (43931704),Brant Hurter,43931704,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,3.63
,,,,,,,,,,,,,,,RP,Cam Booser (43931705),Cam Booser,43931705,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,4.02
,,,,,,,,,,,,,,,RP,Ricky Vanasco (43931706),Ricky Vanasco,43931706,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,-2.35
,,,,,,,,,,,,,,,RP,Drew Sommers (43931712),Drew Sommers,43931712,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,3.36
,,,,,,,,,,,,,,,RP,Sean Guenther (43931713),Sean Guenther,43931713,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Beau Brieske (43931718),Beau Brieske,43931718,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,1.9
,,,,,,,,,,,,,,,RP,Alex Cook (43931721),Alex Cook,43931721,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,1.32
,,,,,,,,,,,,,,,RP,Casey Legumina (43931727),Casey Legumina,43931727,P,4000,TB@DET 08/25/2026 06:40PM ET,TB,2.80
,,,,,,,,,,,,,,,RP,Tyler Kinley (43944308),Tyler Kinley,43944308,P,4000,TB@DET 08/25/2026 06:40PM ET,DET,2.69
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43931449),Heriberto Hernandez,43931449,OF,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,6.9
,,,,,,,,,,,,,,,C,Adley Rutschman (43931451),Adley Rutschman,43931451,C,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,7.04
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43931524),Curtis Mead,43931524,2B/3B,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,7.80
,,,,,,,,,,,,,,,RP,Jovani Moran (43931659),Jovani Moran,43931659,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,4.39
,,,,,,,,,,,,,,,RP,Tyler Zuber (43931661),Tyler Zuber,43931661,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.63
,,,,,,,,,,,,,,,RP,Greg Weissert (43931662),Greg Weissert,43931662,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,2.66
,,,,,,,,,,,,,,,RP,Andrew Nardi (43931663),Andrew Nardi,43931663,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43931667),Ronny Henriquez,43931667,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Michael Petersen (43931669),Michael Petersen,43931669,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,3.42
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43931670),Tyler Samaniego,43931670,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Erik Miller (43931672),Erik Miller,43931672,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,3.65
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43931673),Wikelman Gonzalez,43931673,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Justin Slaten (43931674),Justin Slaten,43931674,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,2.74
,,,,,,,,,,,,,,,RP,Will Kempner (43931675),Will Kempner,43931675,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Brandan Bidois (43931677),Brandan Bidois,43931677,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.27
,,,,,,,,,,,,,,,RP,Calvin Faucher (43931679),Calvin Faucher,43931679,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,3.04
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43931680),Tyron Guerrero,43931680,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,3.15
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43931683),Aroldis Chapman,43931683,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,3.80
,,,,,,,,,,,,,,,RP,Anthony Bender (43931696),Anthony Bender,43931696,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,3.48
,,,,,,,,,,,,,,,RP,Wyatt Olds (43931698),Wyatt Olds,43931698,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.7
,,,,,,,,,,,,,,,RP,Zack Kelly (43931701),Zack Kelly,43931701,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Jack Ralston (43931702),Jack Ralston,43931702,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,7.3
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43931707),Garrett Whitlock,43931707,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,3.95
,,,,,,,,,,,,,,,RP,Josh White (43931709),Josh White,43931709,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,-10.1
,,,,,,,,,,,,,,,RP,Victor Vodnik (43931711),Victor Vodnik,43931711,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.02
,,,,,,,,,,,,,,,RP,Raymond Burgos (43931714),Raymond Burgos,43931714,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,7.83
,,,,,,,,,,,,,,,RP,Alec Gamboa (43931715),Alec Gamboa,43931715,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,4.92
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43931717),Joe La Sorsa,43931717,P,4000,BOS@MIA 08/25/2026 06:40PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,Josh Ekness (43931720),Josh Ekness,43931720,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.97
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43931726),Zach Brzykcy,43931726,P,4000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.88
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43931453),Willi Castro,43931453,2B/3B,3900,COL@WSH 08/25/2026 06:45PM ET,COL,7.32
,,,,,,,,,,,,,,,OF,Chandler Simpson (43931452),Chandler Simpson,43931452,OF,3900,TB@DET 08/25/2026 06:40PM ET,TB,7.01
,,,,,,,,,,,,,,,1B,TJ Rumfield (43931455),TJ Rumfield,43931455,1B,3800,COL@WSH 08/25/2026 06:45PM ET,COL,7.07
,,,,,,,,,,,,,,,1B,Spencer Torkelson (43931457),Spencer Torkelson,43931457,1B,3800,TB@DET 08/25/2026 06:40PM ET,DET,6.43
,,,,,,,,,,,,,,,OF,Victor Mesa Jr. (43931526),Victor Mesa Jr.,43931526,OF,3800,TB@DET 08/25/2026 06:40PM ET,TB,6
,,,,,,,,,,,,,,,OF,Jarren Duran (43931456),Jarren Duran,43931456,OF,3800,BOS@MIA 08/25/2026 06:40PM ET,BOS,7.08
,,,,,,,,,,,,,,,C,Harry Ford (43931459),Harry Ford,43931459,C,3700,COL@WSH 08/25/2026 06:45PM ET,WSH,5.6
,,,,,,,,,,,,,,,OF,Kerry Carpenter (43931527),Kerry Carpenter,43931527,OF,3700,TB@DET 08/25/2026 06:40PM ET,DET,5.27
,,,,,,,,,,,,,,,OF,Esteury Ruiz (43931458),Esteury Ruiz,43931458,OF,3700,BOS@MIA 08/25/2026 06:40PM ET,MIA,5.45
,,,,,,,,,,,,,,,C,Keibert Ruiz (43931461),Keibert Ruiz,43931461,C,3600,COL@WSH 08/25/2026 06:45PM ET,WSH,6.36
,,,,,,,,,,,,,,,3B,Caleb Durbin (43931460),Caleb Durbin,43931460,3B,3600,BOS@MIA 08/25/2026 06:40PM ET,BOS,7.06
,,,,,,,,,,,,,,,3B,Colt Keith (43931465),Colt Keith,43931465,3B,3500,TB@DET 08/25/2026 06:40PM ET,DET,5.22
,,,,,,,,,,,,,,,1B/OF,Griffin Conine (43931462),Griffin Conine,43931462,1B/OF,3500,BOS@MIA 08/25/2026 06:40PM ET,MIA,6.8
,,,,,,,,,,,,,,,2B,Nick Sogard (43931464),Nick Sogard,43931464,2B,3500,BOS@MIA 08/25/2026 06:40PM ET,BOS,7.03
,,,,,,,,,,,,,,,3B,Brady House (43931469),Brady House,43931469,3B,3400,COL@WSH 08/25/2026 06:45PM ET,WSH,6.32
,,,,,,,,,,,,,,,2B,Richie Palacios (43931467),Richie Palacios,43931467,2B,3400,TB@DET 08/25/2026 06:40PM ET,TB,5.67
,,,,,,,,,,,,,,,C,Agustin Ramirez (43931466),Agustin Ramirez,43931466,C,3400,BOS@MIA 08/25/2026 06:40PM ET,MIA,6.15
,,,,,,,,,,,,,,,SS,Andruw Monasterio (43931468),Andruw Monasterio,43931468,SS,3400,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.63
,,,,,,,,,,,,,,,1B/2B,Romy Gonzalez (43931528),Romy Gonzalez,43931528,1B/2B,3400,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.32
,,,,,,,,,,,,,,,OF,Max Clark (43931470),Max Clark,43931470,OF,3300,TB@DET 08/25/2026 06:40PM ET,DET,6.46
,,,,,,,,,,,,,,,SS,Taylor Walls (43931472),Taylor Walls,43931472,SS,3300,TB@DET 08/25/2026 06:40PM ET,TB,5.52
,,,,,,,,,,,,,,,2B,Anthony Seigler (43931471),Anthony Seigler,43931471,2B,3300,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.96
,,,,,,,,,,,,,,,2B/SS,Nasim Nunez (43931474),Nasim Nunez,43931474,2B/SS,3200,COL@WSH 08/25/2026 06:45PM ET,WSH,6.11
,,,,,,,,,,,,,,,OF,Zac Veen (43931476),Zac Veen,43931476,OF,3200,COL@WSH 08/25/2026 06:45PM ET,COL,5.3
,,,,,,,,,,,,,,,2B,Adael Amador (43931530),Adael Amador,43931530,2B,3200,COL@WSH 08/25/2026 06:45PM ET,COL,9.2
,,,,,,,,,,,,,,,OF,Jakob Marsee (43931473),Jakob Marsee,43931473,OF,3200,BOS@MIA 08/25/2026 06:40PM ET,MIA,6.42
,,,,,,,,,,,,,,,C,Brett Sullivan (43931479),Brett Sullivan,43931479,C,3100,COL@WSH 08/25/2026 06:45PM ET,COL,4.62
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43931534),Tyler Freeman,43931534,2B/OF,3100,COL@WSH 08/25/2026 06:45PM ET,COL,5.23
,,,,,,,,,,,,,,,2B/OF,Ryan Vilade (43931477),Ryan Vilade,43931477,2B/OF,3100,TB@DET 08/25/2026 06:40PM ET,TB,5.67
,,,,,,,,,,,,,,,2B/SS,Ben Williamson (43931531),Ben Williamson,43931531,2B/SS,3100,TB@DET 08/25/2026 06:40PM ET,TB,5.08
,,,,,,,,,,,,,,,3B,Javier Sanoja (43931480),Javier Sanoja,43931480,3B,3100,BOS@MIA 08/25/2026 06:40PM ET,MIA,5.47
,,,,,,,,,,,,,,,OF,Masataka Yoshida (43931533),Masataka Yoshida,43931533,OF,3100,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.56
,,,,,,,,,,,,,,,OF,Jacob Young (43931486),Jacob Young,43931486,OF,3000,COL@WSH 08/25/2026 06:45PM ET,WSH,6.08
,,,,,,,,,,,,,,,C,Drew Millas (43931536),Drew Millas,43931536,C,3000,COL@WSH 08/25/2026 06:45PM ET,WSH,3.72
,,,,,,,,,,,,,,,3B,Kyle Karros (43931540),Kyle Karros,43931540,3B,3000,COL@WSH 08/25/2026 06:45PM ET,COL,6.45
,,,,,,,,,,,,,,,2B/3B,Hao-Yu Lee (43931481),Hao-Yu Lee,43931481,2B/3B,3000,TB@DET 08/25/2026 06:40PM ET,DET,4.80
,,,,,,,,,,,,,,,C,Nick Fortes (43931483),Nick Fortes,43931483,C,3000,TB@DET 08/25/2026 06:40PM ET,TB,4.44
,,,,,,,,,,,,,,,OF,Zach McKinstry (43931485),Zach McKinstry,43931485,OF,3000,TB@DET 08/25/2026 06:40PM ET,DET,4.60
,,,,,,,,,,,,,,,2B/SS,Jorge Mateo (43931487),Jorge Mateo,43931487,2B/SS,3000,TB@DET 08/25/2026 06:40PM ET,TB,4.42
,,,,,,,,,,,,,,,OF,Jake Fraley (43931537),Jake Fraley,43931537,OF,3000,TB@DET 08/25/2026 06:40PM ET,TB,4.93
,,,,,,,,,,,,,,,OF,Matt Vierling (43931538),Matt Vierling,43931538,OF,3000,TB@DET 08/25/2026 06:40PM ET,DET,4.50
,,,,,,,,,,,,,,,OF,Owen Caissie (43931484),Owen Caissie,43931484,OF,3000,BOS@MIA 08/25/2026 06:40PM ET,MIA,5.83
,,,,,,,,,,,,,,,SS,Trevor Story (43931539),Trevor Story,43931539,SS,3000,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.98
,,,,,,,,,,,,,,,1B/OF,Troy Johnston (43931492),Troy Johnston,43931492,1B/OF,2900,COL@WSH 08/25/2026 06:45PM ET,COL,5.76
,,,,,,,,,,,,,,,OF/SS,Javier Baez (43931490),Javier Baez,43931490,SS/OF,2900,TB@DET 08/25/2026 06:40PM ET,DET,5.5
,,,,,,,,,,,,,,,OF,Wenceel Perez (43931541),Wenceel Perez,43931541,OF,2900,TB@DET 08/25/2026 06:40PM ET,DET,5.09
,,,,,,,,,,,,,,,C,Joe Mack (43931489),Joe Mack,43931489,C,2900,BOS@MIA 08/25/2026 06:40PM ET,MIA,5.48
,,,,,,,,,,,,,,,1B,Abimelec Ortiz (43931494),Abimelec Ortiz,43931494,1B,2800,COL@WSH 08/25/2026 06:45PM ET,WSH,6.14
,,,,,,,,,,,,,,,2B/OF,Jose Tena (43931495),Jose Tena,43931495,2B/OF,2800,COL@WSH 08/25/2026 06:45PM ET,WSH,4.25
,,,,,,,,,,,,,,,OF,Sterlin Thompson (43931543),Sterlin Thompson,43931543,OF,2800,COL@WSH 08/25/2026 06:45PM ET,COL,4.44
,,,,,,,,,,,,,,,C,Kenny Piper (43931497),Kenny Piper,43931497,C,2800,TB@DET 08/25/2026 06:40PM ET,TB,5.75
,,,,,,,,,,,,,,,OF,Ben Malgeri (43931498),Ben Malgeri,43931498,OF,2800,TB@DET 08/25/2026 06:40PM ET,DET,4.24
,,,,,,,,,,,,,,,OF,Gavin Lux (43931542),Gavin Lux,43931542,OF,2800,TB@DET 08/25/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,1B/2B,Connor Norby (43931499),Connor Norby,43931499,1B/2B,2700,COL@WSH 08/25/2026 06:45PM ET,COL,5.43
,,,,,,,,,,,,,,,2B/SS,Carson Williams (43931544),Carson Williams,43931544,2B/SS,2700,TB@DET 08/25/2026 06:40PM ET,TB,3.19
,,,,,,,,,,,,,,,OF,Parker Meadows (43931546),Parker Meadows,43931546,OF,2700,TB@DET 08/25/2026 06:40PM ET,DET,5.42
,,,,,,,,,,,,,,,C,Mickey Gasper (43931501),Mickey Gasper,43931501,C,2700,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.85
,,,,,,,,,,,,,,,C,Braxton Fulford (43931503),Braxton Fulford,43931503,C,2600,COL@WSH 08/25/2026 06:45PM ET,COL,2.91
,,,,,,,,,,,,,,,OF,Brett Callahan (43931502),Brett Callahan,43931502,OF,2600,TB@DET 08/25/2026 06:40PM ET,DET,6.12
,,,,,,,,,,,,,,,OF,Eli White (43931504),Eli White,43931504,OF,2600,BOS@MIA 08/25/2026 06:40PM ET,BOS,3.82
,,,,,,,,,,,,,,,OF,Jordan Beck (43931506),Jordan Beck,43931506,OF,2500,COL@WSH 08/25/2026 06:45PM ET,COL,4.05
,,,,,,,,,,,,,,,OF,Corey Julks (43931505),Corey Julks,43931505,OF,2500,TB@DET 08/25/2026 06:40PM ET,DET,3.33
,,,,,,,,,,,,,,,2B/SS,Isiah Kiner-Falefa (43931547),Isiah Kiner-Falefa,43931547,2B/SS,2500,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.19
,,,,,,,,,,,,,,,1B,Andres Chaparro (43931507),Andres Chaparro,43931507,1B,2400,COL@WSH 08/25/2026 06:45PM ET,WSH,5.56
,,,,,,,,,,,,,,,C,Connor Wong (43931508),Connor Wong,43931508,C,2400,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.05
,,,,,,,,,,,,,,,SS,Ezequiel Tovar (43931511),Ezequiel Tovar,43931511,SS,2300,COL@WSH 08/25/2026 06:45PM ET,COL,5.02
,,,,,,,,,,,,,,,1B/3B,Leo Jimenez (43931509),Leo Jimenez,43931509,1B/3B,2300,BOS@MIA 08/25/2026 06:40PM ET,MIA,3.69
,,,,,,,,,,,,,,,2B/3B,Jorbit Vivas (43931512),Jorbit Vivas,43931512,2B/3B,2200,COL@WSH 08/25/2026 06:45PM ET,WSH,4
,,,,,,,,,,,,,,,OF,Jahmai Jones (43931514),Jahmai Jones,43931514,OF,2200,BOS@MIA 08/25/2026 06:40PM ET,BOS,3.03
,,,,,,,,,,,,,,,OF,Andrew Pinckney (43931516),Andrew Pinckney,43931516,OF,2100,COL@WSH 08/25/2026 06:45PM ET,WSH,4.7
,,,,,,,,,,,,,,,C,Brian Navarreto (43931515),Brian Navarreto,43931515,C,2100,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.56
,,,,,,,,,,,,,,,2B,Ryan Ritter (43931518),Ryan Ritter,43931518,2B,2000,COL@WSH 08/25/2026 06:45PM ET,COL,0.88
,,,,,,,,,,,,,,,3B/OF,Kris Bryant (43931558),Kris Bryant,43931558,3B/OF,2000,COL@WSH 08/25/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,2B/3B,Chad Stevens (43931564),Chad Stevens,43931564,2B/3B,2000,COL@WSH 08/25/2026 06:45PM ET,COL,1.31
,,,,,,,,,,,,,,,OF,Jacob Melton (43931549),Jacob Melton,43931549,OF,2000,TB@DET 08/25/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,SS,Trey Sweeney (43931550),Trey Sweeney,43931550,SS,2000,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,OF,James Outman (43931551),James Outman,43931551,OF,2000,TB@DET 08/25/2026 06:40PM ET,DET,2.87
,,,,,,,,,,,,,,,C,Thayron Liranzo (43931553),Thayron Liranzo,43931553,C,2000,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,2B/SS,Jadher Areinamo (43931554),Jadher Areinamo,43931554,2B/SS,2000,TB@DET 08/25/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,3B,Jace Jung (43931570),Jace Jung,43931570,3B,2000,TB@DET 08/25/2026 06:40PM ET,DET,3
,,,,,,,,,,,,,,,3B/SS,Oliver Dunn (43931571),Oliver Dunn,43931571,3B/SS,2000,TB@DET 08/25/2026 06:40PM ET,TB,1.67
,,,,,,,,,,,,,,,1B,Deyvison De Los Santos (43931517),Deyvison De Los Santos,43931517,1B,2000,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.75
,,,,,,,,,,,,,,,C,Logan Driscoll (43931552),Logan Driscoll,43931552,C,2000,BOS@MIA 08/25/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SS,Jared Serna (43931556),Jared Serna,43931556,SS,2000,BOS@MIA 08/25/2026 06:40PM ET,MIA,0
