Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5223541902,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,1. Column A lists all of your contest entries for this draftgroup
5223541944,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,2. Your current lineup is listed next to each entry (blank for reservations)
5223541945,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5223541946,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5223541947,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,5. For faster processing only include entries you are changing in the file you upload
5223541948,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,
5223541949,MLB $5K Solo Shot [$1K to 1st] (Early),194022269,$1,Sean Newcomb (43868990),Robert Stock (43868617),Shawn Ross (43868778),Alex Jackson (43868717),Jorge Polanco (43868732),Sung-Mun Song (43868728),Ha-Seong Kim (43868740),Michael Conforto (43868685),Mauricio Dubon (43868683),Ian Happ (43868656),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Kodai Senga (43868907),Kodai Senga,43868907,P,5000,SD@NYM 08/19/2026 01:10PM ET,NYM,5.26
,,,,,,,,,,,,,,,SP,Jonah Tong (43868908),Jonah Tong,43868908,P,5000,SD@NYM 08/19/2026 01:10PM ET,NYM,7.83
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43868632),Kevin McGonigle,43868632,3B/SS,4900,DET@PIT 08/19/2026 12:35PM ET,DET,8.43
,,,,,,,,,,,,,,,C,Eduardo Valencia (43868634),Eduardo Valencia,43868634,C,4800,DET@PIT 08/19/2026 12:35PM ET,DET,8.95
,,,,,,,,,,,,,,,OF,Bryan Reynolds (43868635),Bryan Reynolds,43868635,OF,4700,DET@PIT 08/19/2026 12:35PM ET,PIT,8.23
,,,,,,,,,,,,,,,3B,Manny Machado (43868636),Manny Machado,43868636,3B,4700,SD@NYM 08/19/2026 01:10PM ET,SD,7.29
,,,,,,,,,,,,,,,C,Ryan Jeffers (43868639),Ryan Jeffers,43868639,C,4600,ATL@MIN 08/19/2026 01:40PM ET,MIN,8.30
,,,,,,,,,,,,,,,2B/SS,Nico Hoerner (43868637),Nico Hoerner,43868637,2B/SS,4600,CWS@CHC 08/19/2026 02:20PM ET,CHC,7.35
,,,,,,,,,,,,,,,OF,Michael Harris II (43868640),Michael Harris II,43868640,OF,4500,ATL@MIN 08/19/2026 01:40PM ET,ATL,7.72
,,,,,,,,,,,,,,,2B/OF,Kody Clemens (43868641),Kody Clemens,43868641,2B/OF,4500,ATL@MIN 08/19/2026 01:40PM ET,MIN,7.48
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43868645),Royce Lewis,43868645,1B/2B,4400,ATL@MIN 08/19/2026 01:40PM ET,MIN,7.48
,,,,,,,,,,,,,,,1B/C,Endy Rodriguez (43868745),Endy Rodriguez,43868745,C/1B,4400,DET@PIT 08/19/2026 12:35PM ET,PIT,7.22
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (43868643),Colson Montgomery,43868643,3B/SS,4400,CWS@CHC 08/19/2026 02:20PM ET,CWS,7.41
,,,,,,,,,,,,,,,2B,Ozzie Albies (43868649),Ozzie Albies,43868649,2B,4300,ATL@MIN 08/19/2026 01:40PM ET,ATL,7.28
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (43868747),Ryan O'Hearn,43868747,1B,4300,DET@PIT 08/19/2026 12:35PM ET,PIT,7.95
,,,,,,,,,,,,,,,OF,Riley Greene (43868748),Riley Greene,43868748,OF,4300,DET@PIT 08/19/2026 12:35PM ET,DET,7.59
,,,,,,,,,,,,,,,1B,Michael Busch (43868647),Michael Busch,43868647,1B,4300,CWS@CHC 08/19/2026 02:20PM ET,CHC,7.27
,,,,,,,,,,,,,,,SS,Francisco Lindor (43868648),Francisco Lindor,43868648,SS,4300,SD@NYM 08/19/2026 01:10PM ET,NYM,7.76
,,,,,,,,,,,,,,,2B,Gleyber Torres (43868650),Gleyber Torres,43868650,2B,4200,DET@PIT 08/19/2026 12:35PM ET,DET,7.71
,,,,,,,,,,,,,,,OF,Esmerlyn Valdez (43868652),Esmerlyn Valdez,43868652,OF,4200,DET@PIT 08/19/2026 12:35PM ET,PIT,8.5
,,,,,,,,,,,,,,,SS,Dansby Swanson (43868749),Dansby Swanson,43868749,SS,4200,CWS@CHC 08/19/2026 02:20PM ET,CHC,7.62
,,,,,,,,,,,,,,,OF,Jackson Merrill (43868651),Jackson Merrill,43868651,OF,4200,SD@NYM 08/19/2026 01:10PM ET,SD,7.88
,,,,,,,,,,,,,,,3B,Bo Bichette (43868653),Bo Bichette,43868653,3B,4200,SD@NYM 08/19/2026 01:10PM ET,NYM,6.85
,,,,,,,,,,,,,,,2B/OF,Sam Antonacci (43868654),Sam Antonacci,43868654,2B/OF,4100,CWS@CHC 08/19/2026 02:20PM ET,CWS,7.50
,,,,,,,,,,,,,,,OF,Ian Happ (43868656),Ian Happ,43868656,OF,4100,CWS@CHC 08/19/2026 02:20PM ET,CHC,7.25
,,,,,,,,,,,,,,,3B,Austin Riley (43868657),Austin Riley,43868657,3B,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,6.39
,,,,,,,,,,,,,,,RP,Joe Jimenez (43868911),Joe Jimenez,43868911,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Grant Hartwig (43868914),Grant Hartwig,43868914,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,0
,,,,,,,,,,,,,,,RP,James Karinchak (43868928),James Karinchak,43868928,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,3.15
,,,,,,,,,,,,,,,RP,Travis Adams (43868930),Travis Adams,43868930,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,3.81
,,,,,,,,,,,,,,,RP,Woo Suk Go (43868934),Woo Suk Go,43868934,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43868936),Jeff Hoffman,43868936,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,3.75
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43868947),Rolddy Munoz,43868947,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,0.9
,,,,,,,,,,,,,,,RP,Kody Funderburk (43868950),Kody Funderburk,43868950,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,2.75
,,,,,,,,,,,,,,,RP,Taylor Rogers (43868954),Taylor Rogers,43868954,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,2.11
,,,,,,,,,,,,,,,RP,Andrew Morris (43868957),Andrew Morris,43868957,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,3.42
,,,,,,,,,,,,,,,RP,Anthony Banda (43868958),Anthony Banda,43868958,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,2.18
,,,,,,,,,,,,,,,RP,Tommy Nance (43868966),Tommy Nance,43868966,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,3.05
,,,,,,,,,,,,,,,RP,Brent Suter (43868974),Brent Suter,43868974,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,3.80
,,,,,,,,,,,,,,,SP,Duncan Davitt (43868976),Duncan Davitt,43868976,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Ray Kerr (43868978),Ray Kerr,43868978,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,1.8
,,,,,,,,,,,,,,,RP,Robert Suarez (43868979),Robert Suarez,43868979,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Garrett Acton (43868981),Garrett Acton,43868981,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Dylan Dodd (43868982),Dylan Dodd,43868982,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,3.89
,,,,,,,,,,,,,,,RP,Hayden Harris (43868989),Hayden Harris,43868989,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Eric Orze (43868992),Eric Orze,43868992,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43868995),Tyler Uberstine,43868995,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,A.J. Minter (43869002),A.J. Minter,43869002,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,2.89
,,,,,,,,,,,,,,,RP,Dylan Lee (43869003),Dylan Lee,43869003,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,4.11
,,,,,,,,,,,,,,,RP,Cole Sands (43869006),Cole Sands,43869006,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,Dan Altavilla (43869010),Dan Altavilla,43869010,P,4000,ATL@MIN 08/19/2026 01:40PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43869013),Raisel Iglesias,43869013,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,3.09
,,,,,,,,,,,,,,,RP,Tyler Kinley (43869016),Tyler Kinley,43869016,P,4000,ATL@MIN 08/19/2026 01:40PM ET,ATL,2.69
,,,,,,,,,,,,,,,OF,Jake Mangum (43868659),Jake Mangum,43868659,OF,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,6.70
,,,,,,,,,,,,,,,1B,Spencer Torkelson (43868661),Spencer Torkelson,43868661,1B,4000,DET@PIT 08/19/2026 12:35PM ET,DET,6.57
,,,,,,,,,,,,,,,SP,River Ryan (43868910),River Ryan,43868910,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,0
,,,,,,,,,,,,,,,SP,Jake Miller (43868916),Jake Miller,43868916,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,0
,,,,,,,,,,,,,,,RP,Khristian Curtis (43868917),Khristian Curtis,43868917,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,16.85
,,,,,,,,,,,,,,,RP,Ricky Vanasco (43868921),Ricky Vanasco,43868921,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,-2.35
,,,,,,,,,,,,,,,RP,Brant Hurter (43868923),Brant Hurter,43868923,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,3.63
,,,,,,,,,,,,,,,RP,Mason Montgomery (43868927),Mason Montgomery,43868927,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,4.24
,,,,,,,,,,,,,,,RP,Kyle Finnegan (43868929),Kyle Finnegan,43868929,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,2.21
,,,,,,,,,,,,,,,RP,Luke Weaver (43868939),Luke Weaver,43868939,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,3.54
,,,,,,,,,,,,,,,RP,Camilo Doval (43868942),Camilo Doval,43868942,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,2.49
,,,,,,,,,,,,,,,RP,Isaac Mattson (43868944),Isaac Mattson,43868944,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,2.03
,,,,,,,,,,,,,,,RP,Tyler Holton (43868948),Tyler Holton,43868948,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,2.61
,,,,,,,,,,,,,,,RP,Jacob Waguespack (43868952),Jacob Waguespack,43868952,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,3.65
,,,,,,,,,,,,,,,RP,Sean Guenther (43868956),Sean Guenther,43868956,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,0
,,,,,,,,,,,,,,,RP,Will Vest (43868965),Will Vest,43868965,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,2.44
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (43868973),Enmanuel De Jesus,43868973,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,3.84
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43868975),Brenan Hanifee,43868975,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,1.08
,,,,,,,,,,,,,,,RP,Brandon Eisert (43868985),Brandon Eisert,43868985,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,2.76
,,,,,,,,,,,,,,,RP,Gregory Soto (43868986),Gregory Soto,43868986,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,3.51
,,,,,,,,,,,,,,,RP,Bailey Horn (43868987),Bailey Horn,43868987,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,0
,,,,,,,,,,,,,,,RP,Evan Sisk (43868988),Evan Sisk,43868988,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,3.61
,,,,,,,,,,,,,,,SP,Noah Murdock (43868996),Noah Murdock,43868996,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,5.58
,,,,,,,,,,,,,,,RP,Drew Sommers (43869000),Drew Sommers,43869000,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,3.06
,,,,,,,,,,,,,,,RP,Yohan Ramirez (43869004),Yohan Ramirez,43869004,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,4.61
,,,,,,,,,,,,,,,RP,Tanner Rainey (43869009),Tanner Rainey,43869009,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,4.42
,,,,,,,,,,,,,,,RP,Kenley Jansen (43869011),Kenley Jansen,43869011,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,3.07
,,,,,,,,,,,,,,,RP,Beau Brieske (43869014),Beau Brieske,43869014,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,1.9
,,,,,,,,,,,,,,,RP,Kirby Yates (43869015),Kirby Yates,43869015,P,4000,DET@PIT 08/19/2026 12:35PM ET,PIT,3.00
,,,,,,,,,,,,,,,RP,Burch Smith (43869018),Burch Smith,43869018,P,4000,DET@PIT 08/19/2026 12:35PM ET,DET,3.94
,,,,,,,,,,,,,,,2B,Chase Meidroth (43868660),Chase Meidroth,43868660,2B,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,7.09
,,,,,,,,,,,,,,,SP,Ky Bush (43868909),Ky Bush,43868909,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Tyler Beede (43868912),Tyler Beede,43868912,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,0
,,,,,,,,,,,,,,,SP,Drew Thorpe (43868913),Drew Thorpe,43868913,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (43868915),Prelander Berroa,43868915,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Antoine Kelly (43868920),Antoine Kelly,43868920,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,4.4
,,,,,,,,,,,,,,,RP,Porter Hodge (43868922),Porter Hodge,43868922,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Jacob Webb (43868926),Jacob Webb,43868926,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,3.72
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43868933),Huascar Brazoban,43868933,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,3.40
,,,,,,,,,,,,,,,RP,Gavin Hollowell (43868935),Gavin Hollowell,43868935,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,2.73
,,,,,,,,,,,,,,,RP,Ryan Zeferjahn (43868938),Ryan Zeferjahn,43868938,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,4.06
,,,,,,,,,,,,,,,RP,Bryan Hudson (43868940),Bryan Hudson,43868940,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.72
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43868941),Tyler Schweitzer,43868941,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.30
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43868945),Tyler Gilbert,43868945,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Daniel Palencia (43868949),Daniel Palencia,43868949,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,3.14
,,,,,,,,,,,,,,,RP,Caleb Thielbar (43868951),Caleb Thielbar,43868951,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,2.50
,,,,,,,,,,,,,,,RP,Jayden Murray (43868953),Jayden Murray,43868953,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,1.04
,,,,,,,,,,,,,,,RP,Tyler Ferguson (43868955),Tyler Ferguson,43868955,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,2.76
,,,,,,,,,,,,,,,RP,Tyler Davis (43868963),Tyler Davis,43868963,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Shelby Miller (43868964),Shelby Miller,43868964,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Jordan Hicks (43868967),Jordan Hicks,43868967,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.96
,,,,,,,,,,,,,,,RP,Ryan Rolison (43868969),Ryan Rolison,43868969,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,3.76
,,,,,,,,,,,,,,,RP,Hoby Milner (43868970),Hoby Milner,43868970,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,1.70
,,,,,,,,,,,,,,,RP,Trent Thornton (43868971),Trent Thornton,43868971,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,2.72
,,,,,,,,,,,,,,,RP,Phil Maton (43868972),Phil Maton,43868972,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,1.72
,,,,,,,,,,,,,,,RP,Jordan Leasure (43868977),Jordan Leasure,43868977,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Hunter Harvey (43868980),Hunter Harvey,43868980,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,1.85
,,,,,,,,,,,,,,,RP,Sean Newcomb (43868990),Sean Newcomb,43868990,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.31
,,,,,,,,,,,,,,,RP,Hagen Smith (43868994),Hagen Smith,43868994,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,6.58
,,,,,,,,,,,,,,,RP,Tanner McDougal (43868997),Tanner McDougal,43868997,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,-3.65
,,,,,,,,,,,,,,,RP,Riley Martin (43868999),Riley Martin,43868999,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CHC,3.82
,,,,,,,,,,,,,,,RP,Chris Murphy (43869008),Chris Murphy,43869008,P,4000,CWS@CHC 08/19/2026 02:20PM ET,CWS,2.84
,,,,,,,,,,,,,,,OF,Carson Benge (43868658),Carson Benge,43868658,OF,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,7.55
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43868918),Garrett Hawkins,43868918,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,0
,,,,,,,,,,,,,,,RP,Dylan Ross (43868919),Dylan Ross,43868919,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Nate Lavender (43868924),Nate Lavender,43868924,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,3.7
,,,,,,,,,,,,,,,RP,Mason Miller (43868925),Mason Miller,43868925,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,5.74
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43868931),Bryan Hoeing,43868931,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,0
,,,,,,,,,,,,,,,RP,Reed Garrett (43868932),Reed Garrett,43868932,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43868937),Bradgley Rodriguez,43868937,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,3.78
,,,,,,,,,,,,,,,RP,Adrian Morejon (43868943),Adrian Morejon,43868943,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,4.59
,,,,,,,,,,,,,,,RP,Daniel Duarte (43868946),Daniel Duarte,43868946,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,4.76
,,,,,,,,,,,,,,,RP,Yuki Matsui (43868959),Yuki Matsui,43868959,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,4.49
,,,,,,,,,,,,,,,RP,Jack Weisenburger (43868960),Jack Weisenburger,43868960,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,4.25
,,,,,,,,,,,,,,,RP,David Morgan (43868961),David Morgan,43868961,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (43868962),Jonathan Pintaro,43868962,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,5.93
,,,,,,,,,,,,,,,RP,Devin Williams (43868968),Devin Williams,43868968,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,2.92
,,,,,,,,,,,,,,,RP,Austin Warren (43868983),Austin Warren,43868983,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,3.38
,,,,,,,,,,,,,,,RP,Jason Adam (43868984),Jason Adam,43868984,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Dedniel Nunez (43868991),Dedniel Nunez,43868991,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,0.56
,,,,,,,,,,,,,,,RP,Hunter Stratton (43868993),Hunter Stratton,43868993,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,1.97
,,,,,,,,,,,,,,,RP,Wandy Peralta (43868998),Wandy Peralta,43868998,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Alek Jacob (43869001),Alek Jacob,43869001,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,5.48
,,,,,,,,,,,,,,,RP,Jefry Yan (43869005),Jefry Yan,43869005,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,3.79
,,,,,,,,,,,,,,,RP,Joey Gerber (43869007),Joey Gerber,43869007,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,2.96
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43869012),Jeremiah Estrada,43869012,P,4000,SD@NYM 08/19/2026 01:10PM ET,SD,3.44
,,,,,,,,,,,,,,,RP,Cionel Perez (43869017),Cionel Perez,43869017,P,4000,SD@NYM 08/19/2026 01:10PM ET,NYM,3.05
,,,,,,,,,,,,,,,2B/3B,Pedro Ramirez (43868663),Pedro Ramirez,43868663,2B/3B,3900,CWS@CHC 08/19/2026 02:20PM ET,CHC,5.59
,,,,,,,,,,,,,,,OF,Braden Montgomery (43868665),Braden Montgomery,43868665,OF,3900,CWS@CHC 08/19/2026 02:20PM ET,CWS,6.71
,,,,,,,,,,,,,,,1B,Ty France (43868662),Ty France,43868662,1B,3900,SD@NYM 08/19/2026 01:10PM ET,SD,6.93
,,,,,,,,,,,,,,,OF,Max Clark (43868666),Max Clark,43868666,OF,3800,DET@PIT 08/19/2026 12:35PM ET,DET,6.71
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43868668),Spencer Horwitz,43868668,1B,3700,DET@PIT 08/19/2026 12:35PM ET,PIT,6.76
,,,,,,,,,,,,,,,C,Kyle Teel (43868750),Kyle Teel,43868750,C,3700,CWS@CHC 08/19/2026 02:20PM ET,CWS,6
,,,,,,,,,,,,,,,OF,A.J. Ewing (43868667),A.J. Ewing,43868667,OF,3700,SD@NYM 08/19/2026 01:10PM ET,NYM,7.01
,,,,,,,,,,,,,,,OF,Trevor Larnach (43868669),Trevor Larnach,43868669,OF,3600,ATL@MIN 08/19/2026 01:40PM ET,MIN,6.43
,,,,,,,,,,,,,,,3B,Brooks Lee (43868671),Brooks Lee,43868671,3B,3600,ATL@MIN 08/19/2026 01:40PM ET,MIN,7.05
,,,,,,,,,,,,,,,C,Carson Kelly (43868670),Carson Kelly,43868670,C,3600,CWS@CHC 08/19/2026 02:20PM ET,CHC,5.85
,,,,,,,,,,,,,,,OF,Lane Thomas (43868672),Lane Thomas,43868672,OF,3500,ATL@MIN 08/19/2026 01:40PM ET,ATL,5.54
,,,,,,,,,,,,,,,1B,Josh Bell (43868675),Josh Bell,43868675,1B,3500,ATL@MIN 08/19/2026 01:40PM ET,MIN,7.33
,,,,,,,,,,,,,,,2B/3B,Nick Gonzales (43868673),Nick Gonzales,43868673,2B/3B,3500,DET@PIT 08/19/2026 12:35PM ET,PIT,7.14
,,,,,,,,,,,,,,,OF,Andrew Benintendi (43868676),Andrew Benintendi,43868676,OF,3500,CWS@CHC 08/19/2026 02:20PM ET,CWS,6.08
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (43868677),Luis Robert Jr.,43868677,OF,3500,SD@NYM 08/19/2026 01:10PM ET,NYM,5.90
,,,,,,,,,,,,,,,3B,Colt Keith (43868678),Colt Keith,43868678,3B,3400,DET@PIT 08/19/2026 12:35PM ET,DET,5.30
,,,,,,,,,,,,,,,OF,Brenton Doyle (43868681),Brenton Doyle,43868681,OF,3400,CWS@CHC 08/19/2026 02:20PM ET,CWS,4.53
,,,,,,,,,,,,,,,OF,Luis Rengifo (43868679),Luis Rengifo,43868679,OF,3400,SD@NYM 08/19/2026 01:10PM ET,SD,5.70
,,,,,,,,,,,,,,,C,Francisco Alvarez (43868680),Francisco Alvarez,43868680,C,3400,SD@NYM 08/19/2026 01:10PM ET,NYM,5.86
