Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5216043810,MLB $5K Solo Shot [$1K to 1st],193621100,$1,Bryce Miller (43813263),Ranger Suarez (43813264),Drake Baldwin (43813288),Matt Olson (43813283),Marcus Semien (43813352),Jorge Polanco (43813435),Francisco Lindor (43813302),Ronald Acuna Jr. (43813280),Jahmai Jones (43813424),Alejandro Osuna (43813497),,1. Column A lists all of your contest entries for this draftgroup
5216043811,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,2. Your current lineup is listed next to each entry (blank for reservations)
5216043812,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5216043813,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5216043814,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,5. For faster processing only include entries you are changing in the file you upload
5216043815,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,
5216043816,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Ryan Johnson (43813665),Ryan Johnson,43813665,P,6000,TEX@LAA 08/12/2026 10:10PM ET,LAA,5.88
,,,,,,,,,,,,,,,OF,Aaron Judge (43813451),Aaron Judge,43813451,OF,6000,SEA@NYY 08/12/2026 07:05PM ET,NYY,9.71
,,,,,,,,,,,,,,,1B,Ben Rice (43813279),Ben Rice,43813279,1B,5900,SEA@NYY 08/12/2026 07:05PM ET,NYY,9.03
,,,,,,,,,,,,,,,OF,Ronald Acuna Jr. (43813280),Ronald Acuna Jr.,43813280,OF,5800,NYM@ATL 08/12/2026 07:15PM ET,ATL,8.72
,,,,,,,,,,,,,,,RP,Spencer Miles (43813675),Spencer Miles,43813675,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,6.46
,,,,,,,,,,,,,,,RP,Mason Fluharty (43813676),Mason Fluharty,43813676,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,2.51
,,,,,,,,,,,,,,,SP,Patrick Corbin (43813677),Patrick Corbin,43813677,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,7.50
,,,,,,,,,,,,,,,SP,Matt Waldron (43813678),Matt Waldron,43813678,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.63
,,,,,,,,,,,,,,,RP,Simeon Woods Richardson (43813679),Simeon Woods Richardson,43813679,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.86
,,,,,,,,,,,,,,,RP,Bowden Francis (43813680),Bowden Francis,43813680,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Jameson Taillon (43813681),Jameson Taillon,43813681,P,5700,BOS@TOR 08/12/2026 07:07PM ET,TOR,10.05
,,,,,,,,,,,,,,,OF,Juan Soto (43813452),Juan Soto,43813452,OF,5700,NYM@ATL 08/12/2026 07:15PM ET,NYM,9.27
,,,,,,,,,,,,,,,RP,Robert Stock (43813669),Robert Stock,43813669,P,5700,NYM@ATL 08/12/2026 07:15PM ET,NYM,2.6
,,,,,,,,,,,,,,,SP,Kodai Senga (43813670),Kodai Senga,43813670,P,5700,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.34
,,,,,,,,,,,,,,,SP,Jonah Tong (43813671),Jonah Tong,43813671,P,5700,NYM@ATL 08/12/2026 07:15PM ET,NYM,7.83
,,,,,,,,,,,,,,,RP,Joey Wentz (43813672),Joey Wentz,43813672,P,5700,NYM@ATL 08/12/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Didier Fuentes (43813673),Didier Fuentes,43813673,P,5700,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.81
,,,,,,,,,,,,,,,RP,Victor Mederos (43813674),Victor Mederos,43813674,P,5700,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.11
,,,,,,,,,,,,,,,RP,Jose Urquidy (43813689),Jose Urquidy,43813689,P,5500,CIN@CWS 08/12/2026 07:40PM ET,CWS,0.81
,,,,,,,,,,,,,,,RP,Trevor Richards (43813690),Trevor Richards,43813690,P,5500,CIN@CWS 08/12/2026 07:40PM ET,CWS,3.98
,,,,,,,,,,,,,,,RP,Grant Taylor (43813691),Grant Taylor,43813691,P,5500,CIN@CWS 08/12/2026 07:40PM ET,CWS,5.58
,,,,,,,,,,,,,,,RP,Joe Rock (43813692),Joe Rock,43813692,P,5500,CIN@CWS 08/12/2026 07:40PM ET,CWS,6.21
,,,,,,,,,,,,,,,SP,Daniel Lynch IV (43813274),Daniel Lynch IV,43813274,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,3.00
,,,,,,,,,,,,,,,1B,Freddie Freeman (43813281),Freddie Freeman,43813281,1B,5500,KC@LAD 08/12/2026 10:10PM ET,LAD,7.98
,,,,,,,,,,,,,,,SP,Alec Marsh (43813682),Alec Marsh,43813682,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Ben Kudrna (43813683),Ben Kudrna,43813683,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Connor Thomas (43813684),Connor Thomas,43813684,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,-10.18
,,,,,,,,,,,,,,,RP,Ryan Bergert (43813685),Ryan Bergert,43813685,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Luinder Avila (43813686),Luinder Avila,43813686,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,6.98
,,,,,,,,,,,,,,,RP,Mitch Spence (43813687),Mitch Spence,43813687,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,-9.27
,,,,,,,,,,,,,,,RP,Mason Black (43813688),Mason Black,43813688,P,5500,KC@LAD 08/12/2026 10:10PM ET,KC,3.45
,,,,,,,,,,,,,,,1B,Munetaka Murakami (43813282),Munetaka Murakami,43813282,1B,5400,CIN@CWS 08/12/2026 07:40PM ET,CWS,9.40
,,,,,,,,,,,,,,,1B,Matt Olson (43813283),Matt Olson,43813283,1B,5300,NYM@ATL 08/12/2026 07:15PM ET,ATL,9.31
,,,,,,,,,,,,,,,OF,Mike Trout (43813284),Mike Trout,43813284,OF,5300,TEX@LAA 08/12/2026 10:10PM ET,LAA,8.59
,,,,,,,,,,,,,,,1B,Sal Stewart (43813285),Sal Stewart,43813285,1B,5200,CIN@CWS 08/12/2026 07:40PM ET,CIN,8.75
,,,,,,,,,,,,,,,3B,Max Muncy (43813286),Max Muncy,43813286,3B,5200,KC@LAD 08/12/2026 10:10PM ET,LAD,7.42
,,,,,,,,,,,,,,,SP,David Davalillo (43813693),David Davalillo,43813693,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Leandro Lopez (43813694),Leandro Lopez,43813694,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jose Corniell (43813695),Jose Corniell,43813695,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,-5.62
,,,,,,,,,,,,,,,SP,Jordan Montgomery (43813696),Jordan Montgomery,43813696,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.8
,,,,,,,,,,,,,,,RP,Chase Silseth (43813697),Chase Silseth,43813697,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.90
,,,,,,,,,,,,,,,SP,Adam Macko (43813698),Adam Macko,43813698,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.60
,,,,,,,,,,,,,,,RP,Tyler Alexander (43813699),Tyler Alexander,43813699,P,5200,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.68
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43813287),Wilyer Abreu,43813287,OF,5100,BOS@TOR 08/12/2026 07:07PM ET,BOS,8.19
,,,,,,,,,,,,,,,C,Drake Baldwin (43813288),Drake Baldwin,43813288,C,5100,NYM@ATL 08/12/2026 07:15PM ET,ATL,8.50
,,,,,,,,,,,,,,,1B,Willson Contreras (43813289),Willson Contreras,43813289,1B,5000,BOS@TOR 08/12/2026 07:07PM ET,BOS,8.57
,,,,,,,,,,,,,,,OF,Andy Pages (43813290),Andy Pages,43813290,OF,5000,KC@LAD 08/12/2026 10:10PM ET,LAD,8.40
,,,,,,,,,,,,,,,3B,Miguel Vargas (43813293),Miguel Vargas,43813293,3B,4900,CIN@CWS 08/12/2026 07:40PM ET,CWS,8.87
,,,,,,,,,,,,,,,C,Carter Jensen (43813291),Carter Jensen,43813291,C,4900,KC@LAD 08/12/2026 10:10PM ET,KC,6.62
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43813292),Luis Garcia Jr.,43813292,1B,4900,SEA@NYY 08/12/2026 07:05PM ET,NYY,7.93
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43813294),Ceddanne Rafaela,43813294,OF,4800,BOS@TOR 08/12/2026 07:07PM ET,BOS,8.26
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43813295),Jac Caglianone,43813295,1B/OF,4800,KC@LAD 08/12/2026 10:10PM ET,KC,7.36
,,,,,,,,,,,,,,,SS,Zach Neto (43813297),Zach Neto,43813297,SS,4800,TEX@LAA 08/12/2026 10:10PM ET,LAA,8.20
,,,,,,,,,,,,,,,OF,Cody Bellinger (43813453),Cody Bellinger,43813453,OF,4800,SEA@NYY 08/12/2026 07:05PM ET,NYY,7.79
,,,,,,,,,,,,,,,OF,JJ Bleday (43813298),JJ Bleday,43813298,OF,4700,CIN@CWS 08/12/2026 07:40PM ET,CIN,7.87
,,,,,,,,,,,,,,,OF,Randy Arozarena (43813299),Randy Arozarena,43813299,OF,4700,SEA@NYY 08/12/2026 07:05PM ET,SEA,8.63
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43813300),Jazz Chisholm Jr.,43813300,2B,4700,SEA@NYY 08/12/2026 07:05PM ET,NYY,7.83
,,,,,,,,,,,,,,,SS,Francisco Lindor (43813302),Francisco Lindor,43813302,SS,4600,NYM@ATL 08/12/2026 07:15PM ET,NYM,7.84
,,,,,,,,,,,,,,,OF,Wyatt Langford (43813301),Wyatt Langford,43813301,OF,4600,TEX@LAA 08/12/2026 10:10PM ET,TEX,8.31
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43813454),Curtis Mead,43813454,2B/3B,4500,BOS@TOR 08/12/2026 07:07PM ET,BOS,7.80
,,,,,,,,,,,,,,,OF,Michael Harris II (43813303),Michael Harris II,43813303,OF,4500,NYM@ATL 08/12/2026 07:15PM ET,ATL,7.88
,,,,,,,,,,,,,,,OF,Julio Rodriguez (43813304),Julio Rodriguez,43813304,OF,4500,SEA@NYY 08/12/2026 07:05PM ET,SEA,7.84
,,,,,,,,,,,,,,,OF,Roman Anthony (43813457),Roman Anthony,43813457,OF,4400,BOS@TOR 08/12/2026 07:07PM ET,BOS,6.1
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (43813305),Colson Montgomery,43813305,3B/SS,4400,CIN@CWS 08/12/2026 07:40PM ET,CWS,7.46
,,,,,,,,,,,,,,,OF,Kyle Tucker (43813307),Kyle Tucker,43813307,OF,4400,KC@LAD 08/12/2026 10:10PM ET,LAD,7.20
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43813456),Giancarlo Stanton,43813456,OF,4400,SEA@NYY 08/12/2026 07:05PM ET,NYY,6.79
,,,,,,,,,,,,,,,3B,Bo Bichette (43813309),Bo Bichette,43813309,3B,4300,NYM@ATL 08/12/2026 07:15PM ET,NYM,6.73
,,,,,,,,,,,,,,,2B/OF,Tommy Edman (43813310),Tommy Edman,43813310,2B/OF,4300,KC@LAD 08/12/2026 10:10PM ET,LAD,6.75
,,,,,,,,,,,,,,,SS,Corey Seager (43813308),Corey Seager,43813308,SS,4300,TEX@LAA 08/12/2026 10:10PM ET,TEX,6.77
,,,,,,,,,,,,,,,OF,George Springer (43813314),George Springer,43813314,OF,4200,BOS@TOR 08/12/2026 07:07PM ET,TOR,7.21
,,,,,,,,,,,,,,,C,Adley Rutschman (43813460),Adley Rutschman,43813460,C,4200,BOS@TOR 08/12/2026 07:07PM ET,BOS,7.5
,,,,,,,,,,,,,,,2B,Ozzie Albies (43813313),Ozzie Albies,43813313,2B,4200,NYM@ATL 08/12/2026 07:15PM ET,ATL,7.58
,,,,,,,,,,,,,,,OF,A.J. Ewing (43813315),A.J. Ewing,43813315,OF,4200,NYM@ATL 08/12/2026 07:15PM ET,NYM,7.25
,,,,,,,,,,,,,,,OF,Sam Antonacci (43813316),Sam Antonacci,43813316,OF,4200,CIN@CWS 08/12/2026 07:40PM ET,CWS,7.45
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43813458),Maikel Garcia,43813458,3B/SS,4200,KC@LAD 08/12/2026 10:10PM ET,KC,6.84
,,,,,,,,,,,,,,,3B,Josh Jung (43813461),Josh Jung,43813461,3B,4200,TEX@LAA 08/12/2026 10:10PM ET,TEX,7.29
,,,,,,,,,,,,,,,OF,Trent Grisham (43813312),Trent Grisham,43813312,OF,4200,SEA@NYY 08/12/2026 07:05PM ET,NYY,7.01
,,,,,,,,,,,,,,,OF,Jarren Duran (43813317),Jarren Duran,43813317,OF,4100,BOS@TOR 08/12/2026 07:07PM ET,BOS,7.08
,,,,,,,,,,,,,,,3B,Ezequiel Duran (43813318),Ezequiel Duran,43813318,3B,4100,TEX@LAA 08/12/2026 10:10PM ET,TEX,7.31
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43813322),Vladimir Guerrero Jr.,43813322,1B,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,6.80
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43813708),Ricky Tiedemann,43813708,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Jake Bloss (43813710),Jake Bloss,43813710,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Raymond Burgos (43813718),Raymond Burgos,43813718,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,8.15
,,,,,,,,,,,,,,,RP,Erik Miller (43813756),Erik Miller,43813756,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,3.41
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43813761),Garrett Whitlock,43813761,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,3.95
,,,,,,,,,,,,,,,RP,Joe Mantiply (43813763),Joe Mantiply,43813763,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Jovani Moran (43813766),Jovani Moran,43813766,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,4.78
,,,,,,,,,,,,,,,RP,Seth Martinez (43813770),Seth Martinez,43813770,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,0.45
,,,,,,,,,,,,,,,RP,Lazaro Estrada (43813773),Lazaro Estrada,43813773,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.71
,,,,,,,,,,,,,,,RP,Tyler Rogers (43813774),Tyler Rogers,43813774,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,2.21
,,,,,,,,,,,,,,,RP,Chase Lee (43813783),Chase Lee,43813783,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,1.86
,,,,,,,,,,,,,,,RP,Greg Weissert (43813791),Greg Weissert,43813791,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,2.65
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43813794),Tyler Samaniego,43813794,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Justin Slaten (43813797),Justin Slaten,43813797,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,2.72
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43813798),Tyron Guerrero,43813798,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,3.66
,,,,,,,,,,,,,,,RP,Chad Dallas (43813808),Chad Dallas,43813808,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.22
,,,,,,,,,,,,,,,RP,John Klein (43813812),John Klein,43813812,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,1.85
,,,,,,,,,,,,,,,RP,Zack Kelly (43813813),Zack Kelly,43813813,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Brendon Little (43813819),Brendon Little,43813819,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,1.43
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43813823),Joe La Sorsa,43813823,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43813829),CJ Van Eyk,43813829,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,0.32
,,,,,,,,,,,,,,,RP,Alec Gamboa (43813830),Alec Gamboa,43813830,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.46
,,,,,,,,,,,,,,,RP,Yimi Garcia (43813854),Yimi Garcia,43813854,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43813857),Aroldis Chapman,43813857,P,4000,BOS@TOR 08/12/2026 07:07PM ET,BOS,3.64
,,,,,,,,,,,,,,,RP,Braydon Fisher (43813859),Braydon Fisher,43813859,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,2.88
,,,,,,,,,,,,,,,RP,Louis Varland (43813864),Louis Varland,43813864,P,4000,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.60
,,,,,,,,,,,,,,,3B,Austin Riley (43813321),Austin Riley,43813321,3B,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,6.37
,,,,,,,,,,,,,,,OF,Carson Benge (43813323),Carson Benge,43813323,OF,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,7.65
,,,,,,,,,,,,,,,RP,Joe Jimenez (43813704),Joe Jimenez,43813704,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Dylan Ross (43813713),Dylan Ross,43813713,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Jack Weisenburger (43813715),Jack Weisenburger,43813715,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,7.9
,,,,,,,,,,,,,,,RP,Brent Suter (43813725),Brent Suter,43813725,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,3.85
,,,,,,,,,,,,,,,RP,Reed Garrett (43813726),Reed Garrett,43813726,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43813738),Raisel Iglesias,43813738,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,3.29
,,,,,,,,,,,,,,,RP,Dylan Lee (43813742),Dylan Lee,43813742,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.08
,,,,,,,,,,,,,,,RP,Joey Gerber (43813747),Joey Gerber,43813747,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,2.96
,,,,,,,,,,,,,,,SP,Duncan Davitt (43813751),Duncan Davitt,43813751,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Cionel Perez (43813757),Cionel Perez,43813757,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,3.05
,,,,,,,,,,,,,,,RP,James Karinchak (43813768),James Karinchak,43813768,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,3.15
,,,,,,,,,,,,,,,RP,Devin Williams (43813775),Devin Williams,43813775,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,2.92
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (43813777),Jonathan Pintaro,43813777,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.76
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43813779),Tyler Uberstine,43813779,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,Hayden Harris (43813790),Hayden Harris,43813790,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Nate Lavender (43813809),Nate Lavender,43813809,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.23
,,,,,,,,,,,,,,,RP,Tyler Kinley (43813811),Tyler Kinley,43813811,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,2.75
,,,,,,,,,,,,,,,RP,Jefry Yan (43813821),Jefry Yan,43813821,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,1.07
,,,,,,,,,,,,,,,RP,Dylan Dodd (43813825),Dylan Dodd,43813825,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.16
,,,,,,,,,,,,,,,RP,Daniel Duarte (43813836),Daniel Duarte,43813836,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,4.72
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43813839),Rolddy Munoz,43813839,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,0.9
,,,,,,,,,,,,,,,RP,Danny Young (43813843),Danny Young,43813843,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,1.15
,,,,,,,,,,,,,,,RP,Robert Suarez (43813846),Robert Suarez,43813846,P,4000,NYM@ATL 08/12/2026 07:15PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Austin Warren (43813849),Austin Warren,43813849,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,3.38
,,,,,,,,,,,,,,,RP,Dedniel Nunez (43813863),Dedniel Nunez,43813863,P,4000,NYM@ATL 08/12/2026 07:15PM ET,NYM,0.45
,,,,,,,,,,,,,,,SP,Julian Aguiar (43813703),Julian Aguiar,43813703,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Ky Bush (43813706),Ky Bush,43813706,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Tanner McDougal (43813707),Tanner McDougal,43813707,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (43813711),Prelander Berroa,43813711,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Hagen Smith (43813712),Hagen Smith,43813712,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,12.1
,,,,,,,,,,,,,,,SP,Drew Thorpe (43813719),Drew Thorpe,43813719,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Tony Santillan (43813721),Tony Santillan,43813721,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.00
,,,,,,,,,,,,,,,RP,Ron Marinaccio (43813733),Ron Marinaccio,43813733,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.73
,,,,,,,,,,,,,,,RP,Bryan Hudson (43813736),Bryan Hudson,43813736,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.70
,,,,,,,,,,,,,,,RP,Sean Newcomb (43813737),Sean Newcomb,43813737,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,4.17
,,,,,,,,,,,,,,,RP,Jordan Hicks (43813746),Jordan Hicks,43813746,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.70
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43813755),Huascar Brazoban,43813755,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,3.78
,,,,,,,,,,,,,,,RP,Tyler Davis (43813758),Tyler Davis,43813758,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Brock Burke (43813760),Brock Burke,43813760,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.98
,,,,,,,,,,,,,,,RP,Graham Ashcraft (43813771),Graham Ashcraft,43813771,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,3.42
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43813772),Tyler Gilbert,43813772,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Zach Maxwell (43813780),Zach Maxwell,43813780,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,0.41
,,,,,,,,,,,,,,,RP,Tejay Antone (43813796),Tejay Antone,43813796,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.89
,,,,,,,,,,,,,,,RP,Zach McCambley (43813801),Zach McCambley,43813801,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,1.95
,,,,,,,,,,,,,,,RP,Julian Garcia (43813802),Julian Garcia,43813802,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,4.50
,,,,,,,,,,,,,,,RP,Luis Mey (43813804),Luis Mey,43813804,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,4.76
,,,,,,,,,,,,,,,RP,Jordan Leasure (43813805),Jordan Leasure,43813805,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Chase Solesky (43813824),Chase Solesky,43813824,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,6.55
,,,,,,,,,,,,,,,RP,Chris Murphy (43813826),Chris Murphy,43813826,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Sam Moll (43813837),Sam Moll,43813837,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.18
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43813850),Tyler Schweitzer,43813850,P,4000,CIN@CWS 08/12/2026 07:40PM ET,CWS,4.14
