Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5213451680,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,1. Column A lists all of your contest entries for this draftgroup
5213451681,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,2. Your current lineup is listed next to each entry (blank for reservations)
5213451682,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5213451683,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5213451684,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,5. For faster processing only include entries you are changing in the file you upload
5213456851,MLB $250 Solo Shot (Turbo),193497117,$1,Michael Lorenzen (43793308),Kumar Rocker (43793564),Patrick Bailey (43793503),Salvador Perez (43793291),Jackson Holliday (43793725),Nick Loftin (43793608),Ryan Kreidler (43793459),Dylan Beavers (43793728),Wyatt Langford (43793757),Leody Taveras (43793425),,
,,,,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,3B,Alex Bregman (43793350),Alex Bregman,43793350,3B,4500,CHC@KC 08/09/2026 02:10PM ET,CHC,7.30
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43793676),Jac Caglianone,43793676,1B/OF,4500,CHC@KC 08/09/2026 02:10PM ET,KC,7.18
,,,,,,,,,,,,,,,C,William Contreras (43793398),William Contreras,43793398,C,4500,MIN@MIL 08/09/2026 02:10PM ET,MIL,7.15
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (43793667),Colson Montgomery,43793667,3B/SS,4400,CLE@CWS 08/09/2026 02:10PM ET,CWS,7.41
,,,,,,,,,,,,,,,OF,Jake McCarthy (43793412),Jake McCarthy,43793412,OF,4400,COL@STL 08/09/2026 02:15PM ET,COL,8.79
,,,,,,,,,,,,,,,SS,Corey Seager (43793342),Corey Seager,43793342,SS,4300,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.03
,,,,,,,,,,,,,,,OF,Wyatt Langford (43793757),Wyatt Langford,43793757,OF,4300,BAL@TEX 08/09/2026 02:35PM ET,TEX,8.46
,,,,,,,,,,,,,,,OF,Chase DeLauter (43793727),Chase DeLauter,43793727,OF,4300,CLE@CWS 08/09/2026 02:10PM ET,CLE,7.73
,,,,,,,,,,,,,,,1B,Michael Busch (43793575),Michael Busch,43793575,1B,4300,CHC@KC 08/09/2026 02:10PM ET,CHC,7.38
,,,,,,,,,,,,,,,C,Samuel Basallo (43793721),Samuel Basallo,43793721,C,4200,BAL@TEX 08/09/2026 02:35PM ET,BAL,6.43
,,,,,,,,,,,,,,,OF,Ian Happ (43793373),Ian Happ,43793373,OF,4200,CHC@KC 08/09/2026 02:10PM ET,CHC,7.36
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43793468),Maikel Garcia,43793468,3B/SS,4200,CHC@KC 08/09/2026 02:10PM ET,KC,6.84
,,,,,,,,,,,,,,,2B,Nico Hoerner (43793475),Nico Hoerner,43793475,2B,4200,CHC@KC 08/09/2026 02:10PM ET,CHC,7.21
,,,,,,,,,,,,,,,3B,Brooks Lee (43793605),Brooks Lee,43793605,3B,4200,MIN@MIL 08/09/2026 02:10PM ET,MIN,6.96
,,,,,,,,,,,,,,,C,Ivan Herrera (43793470),Ivan Herrera,43793470,C,4200,COL@STL 08/09/2026 02:15PM ET,STL,7.61
,,,,,,,,,,,,,,,OF,Cole Carrigg (43793762),Cole Carrigg,43793762,OF,4200,COL@STL 08/09/2026 02:15PM ET,COL,8.74
,,,,,,,,,,,,,,,OF,Sam Antonacci (43793777),Sam Antonacci,43793777,OF,4100,CLE@CWS 08/09/2026 02:10PM ET,CWS,7.47
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43793491),Garrett Mitchell,43793491,OF,4100,MIN@MIL 08/09/2026 02:10PM ET,MIL,6.90
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43793316),Andrew Kittredge,43793316,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.00
,,,,,,,,,,,,,,,RP,Jakob Junis (43793334),Jakob Junis,43793334,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.84
,,,,,,,,,,,,,,,RP,Felix Bautista (43793358),Felix Bautista,43793358,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Jalen Beeks (43793374),Jalen Beeks,43793374,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.24
,,,,,,,,,,,,,,,RP,Ryan Helsley (43793402),Ryan Helsley,43793402,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Grant Wolfram (43793413),Grant Wolfram,43793413,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.34
,,,,,,,,,,,,,,,RP,Yennier Cano (43793424),Yennier Cano,43793424,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.53
,,,,,,,,,,,,,,,RP,Robert Garcia (43793430),Robert Garcia,43793430,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,1.87
,,,,,,,,,,,,,,,RP,Rico Garcia (43793452),Rico Garcia,43793452,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,3.21
,,,,,,,,,,,,,,,RP,Nick Raquet (43793473),Nick Raquet,43793473,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0.16
,,,,,,,,,,,,,,,RP,Cam Sanders (43793495),Cam Sanders,43793495,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.61
,,,,,,,,,,,,,,,RP,Josh Walker (43793505),Josh Walker,43793505,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.89
,,,,,,,,,,,,,,,3B,Josh Jung (43793521),Josh Jung,43793521,3B,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,7.29
,,,,,,,,,,,,,,,RP,Cole Winn (43793528),Cole Winn,43793528,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.22
,,,,,,,,,,,,,,,RP,Codi Heuer (43793539),Codi Heuer,43793539,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,1.62
,,,,,,,,,,,,,,,RP,Colin Selby (43793551),Colin Selby,43793551,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43793563),Yaramil Hiraldo,43793563,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,1.4
,,,,,,,,,,,,,,,RP,Peyton Gray (43793570),Peyton Gray,43793570,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,3.86
,,,,,,,,,,,,,,,RP,Luis Curvelo (43793572),Luis Curvelo,43793572,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,-0.13
,,,,,,,,,,,,,,,RP,Gavin Collyer (43793593),Gavin Collyer,43793593,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Ben Peoples (43793599),Ben Peoples,43793599,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.11
,,,,,,,,,,,,,,,RP,Anthony Nunez (43793602),Anthony Nunez,43793602,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.99
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43793603),Christian Encarnacion-Strand,43793603,3B,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,6.75
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43793614),Robby Ahlstrom,43793614,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,2.26
,,,,,,,,,,,,,,,RP,Carter Baumler (43793634),Carter Baumler,43793634,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Yosver Zulueta (43793647),Yosver Zulueta,43793647,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Emiliano Teodo (43793656),Emiliano Teodo,43793656,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,-1.25
,,,,,,,,,,,,,,,RP,Cameron Weston (43793692),Cameron Weston,43793692,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Winston Santos (43793711),Winston Santos,43793711,P,4000,BAL@TEX 08/09/2026 02:35PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Alex Hoppe (43793744),Alex Hoppe,43793744,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Cameron Foster (43793751),Cameron Foster,43793751,P,4000,BAL@TEX 08/09/2026 02:35PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Shawn Armstrong (43793328),Shawn Armstrong,43793328,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.16
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43793339),Huascar Brazoban,43793339,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,3.74
,,,,,,,,,,,,,,,RP,Sean Newcomb (43793353),Sean Newcomb,43793353,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.17
,,,,,,,,,,,,,,,RP,Bryan Hudson (43793407),Bryan Hudson,43793407,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.89
,,,,,,,,,,,,,,,RP,Jordan Hicks (43793408),Jordan Hicks,43793408,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.68
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43793409),Tyler Gilbert,43793409,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Matt Festa (43793446),Matt Festa,43793446,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.66
,,,,,,,,,,,,,,,RP,Colin Holderman (43793447),Colin Holderman,43793447,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.56
,,,,,,,,,,,,,,,RP,Tim Herrin (43793472),Tim Herrin,43793472,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,1.77
,,,,,,,,,,,,,,,RP,Cade Smith (43793492),Cade Smith,43793492,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,4.32
,,,,,,,,,,,,,,,RP,Prelander Berroa (43793511),Prelander Berroa,43793511,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Chris Murphy (43793523),Chris Murphy,43793523,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Erik Sabrowski (43793547),Erik Sabrowski,43793547,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.35
,,,,,,,,,,,,,,,RP,Franco Aleman (43793558),Franco Aleman,43793558,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.49
,,,,,,,,,,,,,,,SP,Ky Bush (43793562),Ky Bush,43793562,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Hunter Gaddis (43793576),Hunter Gaddis,43793576,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.13
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43793652),Wikelman Gonzalez,43793652,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Tanner McDougal (43793691),Tanner McDougal,43793691,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Jordan Leasure (43793707),Jordan Leasure,43793707,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Yorman Gomez (43793723),Yorman Gomez,43793723,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,0
,,,,,,,,,,,,,,,SP,Drew Thorpe (43793733),Drew Thorpe,43793733,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Andrew Walters (43793735),Andrew Walters,43793735,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43793740),Tyler Schweitzer,43793740,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,4.14
,,,,,,,,,,,,,,,SP,Austin Peterson (43793748),Austin Peterson,43793748,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Craig Yoho (43793770),Craig Yoho,43793770,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.66
,,,,,,,,,,,,,,,RP,Tyler Davis (43793773),Tyler Davis,43793773,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Shelby Miller (43793296),Shelby Miller,43793296,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Caleb Thielbar (43793298),Caleb Thielbar,43793298,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.61
,,,,,,,,,,,,,,,RP,Hoby Milner (43793302),Hoby Milner,43793302,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.70
,,,,,,,,,,,,,,,RP,Tyler Beede (43793321),Tyler Beede,43793321,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Carlos Estevez (43793326),Carlos Estevez,43793326,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Aaron Bummer (43793330),Aaron Bummer,43793330,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0.38
,,,,,,,,,,,,,,,RP,Jose Cuas (43793345),Jose Cuas,43793345,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,3.83
,,,,,,,,,,,,,,,RP,Tyler Ferguson (43793346),Tyler Ferguson,43793346,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.76
,,,,,,,,,,,,,,,SS,Dansby Swanson (43793348),Dansby Swanson,43793348,SS,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,7.55
,,,,,,,,,,,,,,,RP,Hunter Harvey (43793359),Hunter Harvey,43793359,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.85
,,,,,,,,,,,,,,,RP,Jacob Webb (43793385),Jacob Webb,43793385,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.53
,,,,,,,,,,,,,,,RP,Connor Seabold (43793387),Connor Seabold,43793387,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.08
,,,,,,,,,,,,,,,RP,Trent Thornton (43793396),Trent Thornton,43793396,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.60
,,,,,,,,,,,,,,,RP,Lucas Erceg (43793397),Lucas Erceg,43793397,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.42
,,,,,,,,,,,,,,,RP,Phil Maton (43793410),Phil Maton,43793410,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.72
,,,,,,,,,,,,,,,RP,Eli Morgan (43793429),Eli Morgan,43793429,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.03
,,,,,,,,,,,,,,,RP,Easton McGee (43793442),Easton McGee,43793442,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.52
,,,,,,,,,,,,,,,RP,John Schreiber (43793450),John Schreiber,43793450,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.96
,,,,,,,,,,,,,,,RP,Ryan Rolison (43793457),Ryan Rolison,43793457,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.95
,,,,,,,,,,,,,,,RP,Ryan Zeferjahn (43793458),Ryan Zeferjahn,43793458,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,4.32
,,,,,,,,,,,,,,,RP,James McArthur (43793467),James McArthur,43793467,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Nate Pearson (43793485),Nate Pearson,43793485,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,3.12
,,,,,,,,,,,,,,,RP,Alex Lange (43793486),Alex Lange,43793486,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.18
,,,,,,,,,,,,,,,RP,Steven Cruz (43793509),Steven Cruz,43793509,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,3.19
,,,,,,,,,,,,,,,RP,Gavin Hollowell (43793517),Gavin Hollowell,43793517,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.73
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43793519),Vinnie Pasquantino,43793519,1B,4000,CHC@KC 08/09/2026 02:10PM ET,KC,6.46
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43793537),Nolan Hoffman,43793537,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.7
,,,,,,,,,,,,,,,RP,Carlos Duran (43793542),Carlos Duran,43793542,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Antoine Kelly (43793546),Antoine Kelly,43793546,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,4.4
,,,,,,,,,,,,,,,RP,Nick Mears (43793574),Nick Mears,43793574,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Porter Hodge (43793595),Porter Hodge,43793595,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Jayden Murray (43793600),Jayden Murray,43793600,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.04
,,,,,,,,,,,,,,,RP,Beck Way (43793619),Beck Way,43793619,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,Luke Little (43793640),Luke Little,43793640,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.05
,,,,,,,,,,,,,,,RP,Daniel Palencia (43793651),Daniel Palencia,43793651,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.14
,,,,,,,,,,,,,,,RP,Riley Martin (43793695),Riley Martin,43793695,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.82
,,,,,,,,,,,,,,,SP,Steven Zobac (43793742),Steven Zobac,43793742,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Taylor Rogers (43793300),Taylor Rogers,43793300,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.03
,,,,,,,,,,,,,,,RP,Anthony Banda (43793331),Anthony Banda,43793331,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.18
,,,,,,,,,,,,,,,RP,A.J. Minter (43793349),A.J. Minter,43793349,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.82
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43793354),Jeff Hoffman,43793354,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.86
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43793360),Rob Zastryzny,43793360,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Dan Altavilla (43793375),Dan Altavilla,43793375,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Trevor Megill (43793380),Trevor Megill,43793380,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.47
,,,,,,,,,,,,,,,RP,Jared Koenig (43793389),Jared Koenig,43793389,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Cole Sands (43793411),Cole Sands,43793411,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,JoJo Romero (43793440),JoJo Romero,43793440,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43793448),Joel Kuhnel,43793448,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,Garrett Acton (43793455),Garrett Acton,43793455,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Tommy Nance (43793460),Tommy Nance,43793460,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.96
,,,,,,,,,,,,,,,RP,Woo Suk Go (43793464),Woo Suk Go,43793464,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Angel Zerpa (43793471),Angel Zerpa,43793471,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,1.11
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43793478),Royce Lewis,43793478,1B/2B,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.63
,,,,,,,,,,,,,,,RP,Aaron Ashby (43793498),Aaron Ashby,43793498,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,4.98
,,,,,,,,,,,,,,,RP,Garrett Stallings (43793525),Garrett Stallings,43793525,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Drew Rom (43793535),Drew Rom,43793535,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.75
,,,,,,,,,,,,,,,RP,Kody Funderburk (43793548),Kody Funderburk,43793548,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.70
,,,,,,,,,,,,,,,RP,Grant Anderson (43793552),Grant Anderson,43793552,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,2.97
,,,,,,,,,,,,,,,RP,Abner Uribe (43793571),Abner Uribe,43793571,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.48
,,,,,,,,,,,,,,,RP,Eric Orze (43793645),Eric Orze,43793645,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,Travis Adams (43793696),Travis Adams,43793696,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.69
,,,,,,,,,,,,,,,RP,Grant Hartwig (43793714),Grant Hartwig,43793714,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Andrew Morris (43793741),Andrew Morris,43793741,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.64
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43793749),Brian Fitzpatrick,43793749,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Ryne Stanek (43793306),Ryne Stanek,43793306,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.36
,,,,,,,,,,,,,,,RP,Jimmy Herget (43793347),Jimmy Herget,43793347,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,1.7
,,,,,,,,,,,,,,,RP,Jordan Romano (43793384),Jordan Romano,43793384,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.06
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43793386),Brennan Bernardino,43793386,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.32
,,,,,,,,,,,,,,,RP,Caleb Ferguson (43793392),Caleb Ferguson,43793392,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.53
,,,,,,,,,,,,,,,RP,Parker Mushinski (43793399),Parker Mushinski,43793399,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,3.03
,,,,,,,,,,,,,,,RP,George Soriano (43793435),George Soriano,43793435,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.99
,,,,,,,,,,,,,,,SP,Riley O'Brien (43793490),Riley O'Brien,43793490,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.98
,,,,,,,,,,,,,,,RP,Juan Mejia (43793496),Juan Mejia,43793496,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.46
,,,,,,,,,,,,,,,RP,Jeff Criswell (43793501),Jeff Criswell,43793501,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Ryan Fernandez (43793555),Ryan Fernandez,43793555,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,5.02
,,,,,,,,,,,,,,,RP,Jaden Hill (43793560),Jaden Hill,43793560,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,1.81
,,,,,,,,,,,,,,,RP,Blas Castano (43793565),Blas Castano,43793565,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,4.85
,,,,,,,,,,,,,,,RP,Justin Bruihl (43793567),Justin Bruihl,43793567,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.18
,,,,,,,,,,,,,,,RP,Peter Strzelecki (43793569),Peter Strzelecki,43793569,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,1.4
,,,,,,,,,,,,,,,RP,Nick Frasso (43793612),Nick Frasso,43793612,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.65
,,,,,,,,,,,,,,,RP,Max Rajcic (43793636),Max Rajcic,43793636,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,3.18
,,,,,,,,,,,,,,,RP,TJ Shook (43793649),TJ Shook,43793649,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,1.54
,,,,,,,,,,,,,,,RP,Gordon Graceffo (43793665),Gordon Graceffo,43793665,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,3.28
,,,,,,,,,,,,,,,SP,McCade Brown (43793690),McCade Brown,43793690,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,RP,Matt Svanson (43793703),Matt Svanson,43793703,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,1.72
,,,,,,,,,,,,,,,RP,RJ Petit (43793705),RJ Petit,43793705,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43793720),Eiberson Castellano,43793720,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,Cooper Hjerpe (43793730),Cooper Hjerpe,43793730,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,0
