P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Brendan Beck (43712134),Brendan Beck,43712134,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,0.9
,,,,,,,,,,,RP,Yerry de los Santos (43712147),Yerry de los Santos,43712147,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.86
,,,,,,,,,,,RP,Tyler Schweitzer (43712154),Tyler Schweitzer,43712154,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,3.66
,,,,,,,,,,,RP,Duncan Davitt (43712155),Duncan Davitt,43712155,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,1.65
,,,,,,,,,,,RP,Seranthony Dominguez (43712157),Seranthony Dominguez,43712157,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.84
,,,,,,,,,,,RP,Brent Headrick (43712169),Brent Headrick,43712169,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.09
,,,,,,,,,,,RP,Fernando Cruz (43712171),Fernando Cruz,43712171,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,3.35
,,,,,,,,,,,RP,Bryan Hudson (43712174),Bryan Hudson,43712174,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.87
,,,,,,,,,,,RP,Camilo Doval (43712177),Camilo Doval,43712177,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,2.45
,,,,,,,,,,,3B,Brooks Lee (43711826),Brooks Lee,43711826,3B,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,7.14
,,,,,,,,,,,RP,James McArthur (43712073),James McArthur,43712073,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,SP,Steven Zobac (43712079),Steven Zobac,43712079,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,RP,Aaron Sanchez (43712082),Aaron Sanchez,43712082,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,RP,Drew Smith (43712084),Drew Smith,43712084,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,0
,,,,,,,,,,,RP,John Schreiber (43712086),John Schreiber,43712086,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,1.81
,,,,,,,,,,,RP,Nick Mears (43712089),Nick Mears,43712089,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,2.00
,,,,,,,,,,,RP,Nate Pearson (43712092),Nate Pearson,43712092,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,3.13
,,,,,,,,,,,RP,Lucas Erceg (43712093),Lucas Erceg,43712093,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,1.72
,,,,,,,,,,,RP,Jose Cuas (43712097),Jose Cuas,43712097,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,4.45
,,,,,,,,,,,RP,Beck Way (43712099),Beck Way,43712099,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,2.93
,,,,,,,,,,,RP,Taylor Rashi (43712102),Taylor Rashi,43712102,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,3.28
,,,,,,,,,,,RP,John Klein (43712104),John Klein,43712104,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,1.85
,,,,,,,,,,,RP,Matt Strahm (43712108),Matt Strahm,43712108,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,1.66
,,,,,,,,,,,RP,Kody Funderburk (43712110),Kody Funderburk,43712110,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,1.98
,,,,,,,,,,,RP,Steven Cruz (43712113),Steven Cruz,43712113,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,3.24
,,,,,,,,,,,RP,Travis Adams (43712115),Travis Adams,43712115,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,3.90
,,,,,,,,,,,RP,Cody Laweryson (43712122),Cody Laweryson,43712122,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,2.97
,,,,,,,,,,,RP,Taylor Rogers (43712128),Taylor Rogers,43712128,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,2.15
,,,,,,,,,,,RP,Connor Seabold (43712130),Connor Seabold,43712130,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,2.08
,,,,,,,,,,,RP,Anthony Banda (43712131),Anthony Banda,43712131,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,2.18
,,,,,,,,,,,RP,Eli Morgan (43712138),Eli Morgan,43712138,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,2.03
,,,,,,,,,,,RP,Tommy Nance (43712141),Tommy Nance,43712141,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,2.98
,,,,,,,,,,,RP,Cole Sands (43712142),Cole Sands,43712142,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,1.42
,,,,,,,,,,,RP,Carlos Estevez (43712146),Carlos Estevez,43712146,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,-14.85
,,,,,,,,,,,RP,Easton McGee (43712152),Easton McGee,43712152,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,2.65
,,,,,,,,,,,RP,Eric Orze (43712153),Eric Orze,43712153,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,2.28
,,,,,,,,,,,RP,Alex Lange (43712159),Alex Lange,43712159,P,4000,KC@MIN 07/30/2026 01:40PM ET,KC,2.03
,,,,,,,,,,,RP,Garrett Acton (43712167),Garrett Acton,43712167,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,7.05
,,,,,,,,,,,RP,Andrew Morris (43712168),Andrew Morris,43712168,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,3.92
,,,,,,,,,,,RP,Woo Suk Go (43712183),Woo Suk Go,43712183,P,4000,KC@MIN 07/30/2026 01:40PM ET,MIN,1.25
,,,,,,,,,,,C,Ivan Herrera (43711824),Ivan Herrera,43711824,C,4000,CHC@STL 07/30/2026 02:15PM ET,STL,7.65
,,,,,,,,,,,RP,Andrew Wantz (43712068),Andrew Wantz,43712068,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,-3.88
,,,,,,,,,,,RP,Antoine Kelly (43712075),Antoine Kelly,43712075,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,0
,,,,,,,,,,,RP,Tyler Beede (43712077),Tyler Beede,43712077,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,0
,,,,,,,,,,,RP,Cooper Hjerpe (43712078),Cooper Hjerpe,43712078,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,0
,,,,,,,,,,,RP,Peter Strzelecki (43712081),Peter Strzelecki,43712081,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.7
,,,,,,,,,,,RP,Daniel Palencia (43712087),Daniel Palencia,43712087,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,3.14
,,,,,,,,,,,RP,Hunter Harvey (43712090),Hunter Harvey,43712090,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,1.85
,,,,,,,,,,,RP,Ryan Fernandez (43712094),Ryan Fernandez,43712094,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,5.02
,,,,,,,,,,,RP,Shelby Miller (43712100),Shelby Miller,43712100,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,0
,,,,,,,,,,,RP,Hoby Milner (43712105),Hoby Milner,43712105,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,1.70
,,,,,,,,,,,RP,JoJo Romero (43712116),JoJo Romero,43712116,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.70
,,,,,,,,,,,RP,Porter Hodge (43712120),Porter Hodge,43712120,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,0
,,,,,,,,,,,RP,Justin Bruihl (43712123),Justin Bruihl,43712123,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.26
,,,,,,,,,,,RP,Phil Maton (43712132),Phil Maton,43712132,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,1.72
,,,,,,,,,,,RP,George Soriano (43712135),George Soriano,43712135,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.93
,,,,,,,,,,,RP,Max Rajcic (43712136),Max Rajcic,43712136,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,3.18
,,,,,,,,,,,RP,Tyler Ferguson (43712137),Tyler Ferguson,43712137,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,2.37
,,,,,,,,,,,RP,Caleb Thielbar (43712139),Caleb Thielbar,43712139,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,3.15
,,,,,,,,,,,SP,Riley O'Brien (43712144),Riley O'Brien,43712144,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.95
,,,,,,,,,,,RP,Ryan Rolison (43712158),Ryan Rolison,43712158,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,3.78
,,,,,,,,,,,RP,Riley Martin (43712161),Riley Martin,43712161,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,3.82
,,,,,,,,,,,RP,Matt Svanson (43712162),Matt Svanson,43712162,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,1.72
,,,,,,,,,,,RP,Jayden Murray (43712163),Jayden Murray,43712163,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,1.04
,,,,,,,,,,,RP,Luis Gastelum (43712165),Luis Gastelum,43712165,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.58
,,,,,,,,,,,RP,Trent Thornton (43712166),Trent Thornton,43712166,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,2.38
,,,,,,,,,,,RP,Gavin Hollowell (43712172),Gavin Hollowell,43712172,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,2.82
,,,,,,,,,,,RP,Jacob Webb (43712173),Jacob Webb,43712173,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,3.46
,,,,,,,,,,,RP,Gordon Graceffo (43712178),Gordon Graceffo,43712178,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,3.14
,,,,,,,,,,,RP,Ryne Stanek (43712180),Ryne Stanek,43712180,P,4000,CHC@STL 07/30/2026 02:15PM ET,STL,2.49
,,,,,,,,,,,RP,Luke Little (43712182),Luke Little,43712182,P,4000,CHC@STL 07/30/2026 02:15PM ET,CHC,1.05
,,,,,,,,,,,OF,Jonny DeLuca (43711828),Jonny DeLuca,43711828,OF,3900,TEX@TB 07/30/2026 12:10PM ET,TB,6.26
,,,,,,,,,,,2B/SS,Jose Caballero (43711829),Jose Caballero,43711829,2B/SS,3900,NYY@CWS 07/30/2026 02:10PM ET,NYY,6.76
,,,,,,,,,,,1B,Vinnie Pasquantino (43711827),Vinnie Pasquantino,43711827,1B,3900,KC@MIN 07/30/2026 01:40PM ET,KC,6.46
,,,,,,,,,,,OF,Chandler Simpson (43711832),Chandler Simpson,43711832,OF,3800,TEX@TB 07/30/2026 12:10PM ET,TB,6.66
,,,,,,,,,,,2B,Nico Hoerner (43711831),Nico Hoerner,43711831,2B,3800,CHC@STL 07/30/2026 02:15PM ET,CHC,7.13
,,,,,,,,,,,OF,Brandon Nimmo (43711835),Brandon Nimmo,43711835,OF,3700,TEX@TB 07/30/2026 12:10PM ET,TEX,7.07
,,,,,,,,,,,C,Kyle Teel (43711924),Kyle Teel,43711924,C,3700,NYY@CWS 07/30/2026 02:10PM ET,CWS,6
,,,,,,,,,,,2B,Michael Massey (43711833),Michael Massey,43711833,2B,3700,KC@MIN 07/30/2026 01:40PM ET,KC,5.57
,,,,,,,,,,,3B,Pedro Ramirez (43711834),Pedro Ramirez,43711834,3B,3700,CHC@STL 07/30/2026 02:15PM ET,CHC,5.83
,,,,,,,,,,,2B,Chase Meidroth (43711836),Chase Meidroth,43711836,2B,3600,NYY@CWS 07/30/2026 02:10PM ET,CWS,6.85
,,,,,,,,,,,OF,Lars Nootbaar (43711837),Lars Nootbaar,43711837,OF,3600,CHC@STL 07/30/2026 02:15PM ET,STL,6.04
,,,,,,,,,,,2B,Justin Foscue (43711840),Justin Foscue,43711840,2B,3500,TEX@TB 07/30/2026 12:10PM ET,TEX,4.62
,,,,,,,,,,,OF,Victor Mesa Jr. (43711842),Victor Mesa Jr.,43711842,OF,3500,TEX@TB 07/30/2026 12:10PM ET,TB,6.02
,,,,,,,,,,,OF,Jasson Dominguez (43711839),Jasson Dominguez,43711839,OF,3500,NYY@CWS 07/30/2026 02:10PM ET,NYY,6.52
,,,,,,,,,,,OF,Braden Montgomery (43711841),Braden Montgomery,43711841,OF,3500,NYY@CWS 07/30/2026 02:10PM ET,CWS,7
,,,,,,,,,,,OF,Lane Thomas (43711838),Lane Thomas,43711838,OF,3500,KC@MIN 07/30/2026 01:40PM ET,KC,5.80
,,,,,,,,,,,3B/SS,Ezequiel Duran (43711846),Ezequiel Duran,43711846,3B/SS,3400,TEX@TB 07/30/2026 12:10PM ET,TEX,7.26
,,,,,,,,,,,OF,Andrew Benintendi (43711848),Andrew Benintendi,43711848,OF,3400,NYY@CWS 07/30/2026 02:10PM ET,CWS,6.08
,,,,,,,,,,,1B/2B,Royce Lewis (43711843),Royce Lewis,43711843,1B/2B,3400,KC@MIN 07/30/2026 01:40PM ET,MIN,7.08
,,,,,,,,,,,1B,Josh Bell (43711849),Josh Bell,43711849,1B,3400,KC@MIN 07/30/2026 01:40PM ET,MIN,6.95
,,,,,,,,,,,C,Carson Kelly (43711845),Carson Kelly,43711845,C,3400,CHC@STL 07/30/2026 02:15PM ET,CHC,5.96
,,,,,,,,,,,1B,Jake Burger (43711853),Jake Burger,43711853,1B,3300,TEX@TB 07/30/2026 12:10PM ET,TEX,7.16
,,,,,,,,,,,SS,Anthony Volpe (43711850),Anthony Volpe,43711850,SS,3300,NYY@CWS 07/30/2026 02:10PM ET,NYY,5.76
,,,,,,,,,,,OF,Max Schuemann (43711852),Max Schuemann,43711852,OF,3300,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.18
,,,,,,,,,,,OF,Michael Conforto (43711851),Michael Conforto,43711851,OF,3300,CHC@STL 07/30/2026 02:15PM ET,CHC,4.88
,,,,,,,,,,,OF,Cedric Mullins (43711859),Cedric Mullins,43711859,OF,3200,TEX@TB 07/30/2026 12:10PM ET,TB,6.38
,,,,,,,,,,,OF,Everson Pereira (43711856),Everson Pereira,43711856,OF,3200,NYY@CWS 07/30/2026 02:10PM ET,CWS,5.17
,,,,,,,,,,,SS,Masyn Winn (43711854),Masyn Winn,43711854,SS,3200,CHC@STL 07/30/2026 02:15PM ET,STL,6.19
,,,,,,,,,,,C,Miguel Amaya (43711855),Miguel Amaya,43711855,C,3200,CHC@STL 07/30/2026 02:15PM ET,CHC,4.98
,,,,,,,,,,,3B/OF,Jose Fermin (43711857),Jose Fermin,43711857,3B/OF,3200,CHC@STL 07/30/2026 02:15PM ET,STL,4.53
,,,,,,,,,,,2B/SS,Ben Williamson (43711860),Ben Williamson,43711860,2B/SS,3100,TEX@TB 07/30/2026 12:10PM ET,TB,5.13
,,,,,,,,,,,1B,Joc Pederson (43711864),Joc Pederson,43711864,1B,3100,TEX@TB 07/30/2026 12:10PM ET,TEX,6.59
,,,,,,,,,,,OF,Evan Carter (43711869),Evan Carter,43711869,OF,3100,TEX@TB 07/30/2026 12:10PM ET,TEX,5.88
,,,,,,,,,,,3B,Amed Rosario (43711865),Amed Rosario,43711865,3B,3100,NYY@CWS 07/30/2026 02:10PM ET,NYY,5.08
,,,,,,,,,,,OF,Randal Grichuk (43711866),Randal Grichuk,43711866,OF,3100,NYY@CWS 07/30/2026 02:10PM ET,CWS,4.36
,,,,,,,,,,,OF,Seth Brown (43711926),Seth Brown,43711926,OF,3100,NYY@CWS 07/30/2026 02:10PM ET,NYY,0
,,,,,,,,,,,1B/C,Victor Caratini (43711862),Victor Caratini,43711862,C/1B,3100,KC@MIN 07/30/2026 01:40PM ET,MIN,5.53
,,,,,,,,,,,OF,Luke Keaschall (43711867),Luke Keaschall,43711867,OF,3100,KC@MIN 07/30/2026 01:40PM ET,MIN,6.50
,,,,,,,,,,,2B,Jonathan India (43711925),Jonathan India,43711925,2B,3100,KC@MIN 07/30/2026 01:40PM ET,KC,5.41
,,,,,,,,,,,OF,Nelson Velazquez (43711868),Nelson Velazquez,43711868,OF,3100,CHC@STL 07/30/2026 02:15PM ET,STL,4.34
,,,,,,,,,,,1B/OF,Ryan Vilade (43711870),Ryan Vilade,43711870,1B/OF,3000,TEX@TB 07/30/2026 12:10PM ET,TB,6.10
,,,,,,,,,,,C,Elias Diaz (43711876),Elias Diaz,43711876,C,3000,TEX@TB 07/30/2026 12:10PM ET,TEX,4.20
,,,,,,,,,,,2B,Richie Palacios (43711877),Richie Palacios,43711877,2B,3000,TEX@TB 07/30/2026 12:10PM ET,TB,5.52
,,,,,,,,,,,OF,Jake Fraley (43711929),Jake Fraley,43711929,OF,3000,TEX@TB 07/30/2026 12:10PM ET,TB,4.93
,,,,,,,,,,,OF,Spencer Jones (43711872),Spencer Jones,43711872,OF,3000,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.4
,,,,,,,,,,,OF,Tristan Peters (43711873),Tristan Peters,43711873,OF,3000,NYY@CWS 07/30/2026 02:10PM ET,CWS,5.47
,,,,,,,,,,,SS,Ryan Kreidler (43711874),Ryan Kreidler,43711874,SS,3000,KC@MIN 07/30/2026 01:40PM ET,MIN,5.08
,,,,,,,,,,,OF,John Rave (43711928),John Rave,43711928,OF,3000,KC@MIN 07/30/2026 01:40PM ET,KC,4.67
,,,,,,,,,,,OF,Nathan Church (43711875),Nathan Church,43711875,OF,3000,CHC@STL 07/30/2026 02:15PM ET,STL,5.01
,,,,,,,,,,,C,Moises Ballesteros (43711927),Moises Ballesteros,43711927,C,3000,CHC@STL 07/30/2026 02:15PM ET,CHC,4.73
,,,,,,,,,,,OF,Austin Hays (43711930),Austin Hays,43711930,OF,2900,NYY@CWS 07/30/2026 02:10PM ET,CWS,5.08
,,,,,,,,,,,OF/SS,Tyler Tolbert (43711878),Tyler Tolbert,43711878,SS/OF,2900,KC@MIN 07/30/2026 01:40PM ET,KC,4.93
,,,,,,,,,,,1B,Salvador Perez (43711880),Salvador Perez,43711880,1B,2900,KC@MIN 07/30/2026 01:40PM ET,KC,6.10
,,,,,,,,,,,OF,Austin Martin (43711881),Austin Martin,43711881,OF,2900,KC@MIN 07/30/2026 01:40PM ET,MIN,5.03
,,,,,,,,,,,3B,Nick Loftin (43711882),Nick Loftin,43711882,3B,2900,KC@MIN 07/30/2026 01:40PM ET,KC,6.04
,,,,,,,,,,,3B,Nolan Gorman (43711931),Nolan Gorman,43711931,3B,2900,CHC@STL 07/30/2026 02:15PM ET,STL,5.06
,,,,,,,,,,,SS,Taylor Walls (43711884),Taylor Walls,43711884,SS,2800,TEX@TB 07/30/2026 12:10PM ET,TB,5.40
,,,,,,,,,,,OF,Isaac Collins (43711883),Isaac Collins,43711883,OF,2800,KC@MIN 07/30/2026 01:40PM ET,KC,5.81
,,,,,,,,,,,C,Danny Jansen (43711934),Danny Jansen,43711934,C,2700,TEX@TB 07/30/2026 12:10PM ET,TEX,4.58
,,,,,,,,,,,C,Drew Romo (43711888),Drew Romo,43711888,C,2700,NYY@CWS 07/30/2026 02:10PM ET,CWS,4.17
,,,,,,,,,,,OF,Starling Marte (43711885),Starling Marte,43711885,OF,2700,KC@MIN 07/30/2026 01:40PM ET,KC,3.76
,,,,,,,,,,,OF,Matt Wallner (43711933),Matt Wallner,43711933,OF,2700,KC@MIN 07/30/2026 01:40PM ET,MIN,5.06
,,,,,,,,,,,2B/OF,Bryan Torres (43711886),Bryan Torres,43711886,2B/OF,2700,CHC@STL 07/30/2026 02:15PM ET,STL,3.85
,,,,,,,,,,,OF,Matt Shaw (43711932),Matt Shaw,43711932,OF,2700,CHC@STL 07/30/2026 02:15PM ET,CHC,4.93
,,,,,,,,,,,2B/SS,Nicky Lopez (43711890),Nicky Lopez,43711890,2B/SS,2600,TEX@TB 07/30/2026 12:10PM ET,TEX,4.8
,,,,,,,,,,,OF,Brooks Baldwin (43711935),Brooks Baldwin,43711935,OF,2600,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,3B,Blaze Jordan (43711889),Blaze Jordan,43711889,3B,2600,CHC@STL 07/30/2026 02:15PM ET,STL,5.17
,,,,,,,,,,,C,Pedro Pages (43711892),Pedro Pages,43711892,C,2600,CHC@STL 07/30/2026 02:15PM ET,STL,3.46
,,,,,,,,,,,3B,Ramon Urias (43711936),Ramon Urias,43711936,3B,2600,CHC@STL 07/30/2026 02:15PM ET,STL,3.8
,,,,,,,,,,,OF,Alejandro Osuna (43711896),Alejandro Osuna,43711896,OF,2500,TEX@TB 07/30/2026 12:10PM ET,TEX,4.64
,,,,,,,,,,,C,Nick Fortes (43711897),Nick Fortes,43711897,C,2500,TEX@TB 07/30/2026 12:10PM ET,TB,4.78
,,,,,,,,,,,OF,Gavin Lux (43711938),Gavin Lux,43711938,OF,2500,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,SS,Luisangel Acuna (43711893),Luisangel Acuna,43711893,SS,2500,NYY@CWS 07/30/2026 02:10PM ET,CWS,3.74
,,,,,,,,,,,3B,Ryan McMahon (43711894),Ryan McMahon,43711894,3B,2500,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.38
,,,,,,,,,,,C,Edgar Quero (43711895),Edgar Quero,43711895,C,2500,NYY@CWS 07/30/2026 02:10PM ET,CWS,3.37
,,,,,,,,,,,OF,Kyle Isbel (43711937),Kyle Isbel,43711937,OF,2500,KC@MIN 07/30/2026 01:40PM ET,KC,4.73
,,,,,,,,,,,2B/OF,Cam Cauley (43711900),Cam Cauley,43711900,2B/OF,2400,TEX@TB 07/30/2026 12:10PM ET,TEX,4.22
,,,,,,,,,,,C,Ali Sanchez (43711898),Ali Sanchez,43711898,C,2400,NYY@CWS 07/30/2026 02:10PM ET,NYY,2.96
,,,,,,,,,,,C,Alex Jackson (43711899),Alex Jackson,43711899,C,2400,KC@MIN 07/30/2026 01:40PM ET,MIN,4.27
,,,,,,,,,,,OF,Dylan Carlson (43711939),Dylan Carlson,43711939,OF,2400,CHC@STL 07/30/2026 02:15PM ET,CHC,0.67
,,,,,,,,,,,OF,Victor Scott II (43711940),Victor Scott II,43711940,OF,2400,CHC@STL 07/30/2026 02:15PM ET,STL,4.08
,,,,,,,,,,,C,Hunter Feduccia (43711903),Hunter Feduccia,43711903,C,2300,TEX@TB 07/30/2026 12:10PM ET,TB,3.55
,,,,,,,,,,,C,Kyle Higashioka (43711941),Kyle Higashioka,43711941,C,2300,TEX@TB 07/30/2026 12:10PM ET,TEX,4.88
,,,,,,,,,,,C,Austin Wells (43711902),Austin Wells,43711902,C,2300,NYY@CWS 07/30/2026 02:10PM ET,NYY,3.92
,,,,,,,,,,,3B/SS,Josh Rojas (43711904),Josh Rojas,43711904,3B/SS,2300,KC@MIN 07/30/2026 01:40PM ET,KC,3.86
,,,,,,,,,,,1B/SS,Orlando Arcia (43711942),Orlando Arcia,43711942,1B/SS,2300,KC@MIN 07/30/2026 01:40PM ET,MIN,3.58
,,,,,,,,,,,2B/3B,Josh Smith (43711908),Josh Smith,43711908,2B/3B,2200,TEX@TB 07/30/2026 12:10PM ET,TEX,4.18
,,,,,,,,,,,OF,Alan Roden (43711907),Alan Roden,43711907,OF,2200,KC@MIN 07/30/2026 01:40PM ET,MIN,3.27
,,,,,,,,,,,C,Jimmy Crooks (43711906),Jimmy Crooks,43711906,C,2200,CHC@STL 07/30/2026 02:15PM ET,STL,3.48
,,,,,,,,,,,C,Luke Maile (43711912),Luke Maile,43711912,C,2100,KC@MIN 07/30/2026 01:40PM ET,KC,8
,,,,,,,,,,,2B/3B,James Triantos (43711910),James Triantos,43711910,2B/3B,2100,CHC@STL 07/30/2026 02:15PM ET,CHC,2.5
,,,,,,,,,,,C,Austin Wynns (43711914),Austin Wynns,43711914,C,2000,TEX@TB 07/30/2026 12:10PM ET,TEX,1.79
,,,,,,,,,,,2B/SS,Jadher Areinamo (43711947),Jadher Areinamo,43711947,2B/SS,2000,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,OF,Dairon Blanco (43711955),Dairon Blanco,43711955,OF,2000,TEX@TB 07/30/2026 12:10PM ET,TEX,0
,,,,,,,,,,,2B/SS,Carson Williams (43711960),Carson Williams,43711960,2B/SS,2000,TEX@TB 07/30/2026 12:10PM ET,TB,2.75
,,,,,,,,,,,OF,Michael Helman (43711962),Michael Helman,43711962,OF,2000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.53
,,,,,,,,,,,2B,Cody Freeman (43711970),Cody Freeman,43711970,2B,2000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.29
,,,,,,,,,,,3B/SS,Oliver Dunn (43711972),Oliver Dunn,43711972,3B/SS,2000,TEX@TB 07/30/2026 12:10PM ET,TB,1.67
,,,,,,,,,,,OF,Jacob Melton (43711974),Jacob Melton,43711974,OF,2000,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,C,J.C. Escarra (43711944),J.C. Escarra,43711944,C,2000,NYY@CWS 07/30/2026 02:10PM ET,NYY,3.28
,,,,,,,,,,,3B,Oswaldo Cabrera (43711956),Oswaldo Cabrera,43711956,3B,2000,NYY@CWS 07/30/2026 02:10PM ET,NYY,0
,,,,,,,,,,,OF,Junior Perez (43711963),Junior Perez,43711963,OF,2000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.86
,,,,,,,,,,,OF,Rikuu Nishida (43711965),Rikuu Nishida,43711965,OF,2000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.58
,,,,,,,,,,,3B/OF,Tanner Murray (43711968),Tanner Murray,43711968,3B/OF,2000,NYY@CWS 07/30/2026 02:10PM ET,CWS,3.15
,,,,,,,,,,,2B,Andrew Velazquez (43711915),Andrew Velazquez,43711915,2B,2000,KC@MIN 07/30/2026 01:40PM ET,KC,1.6
,,,,,,,,,,,OF,Emmanuel Rodriguez (43711951),Emmanuel Rodriguez,43711951,OF,2000,KC@MIN 07/30/2026 01:40PM ET,MIN,0
,,,,,,,,,,,OF,Hendry Mendez (43711952),Hendry Mendez,43711952,OF,2000,KC@MIN 07/30/2026 01:40PM ET,MIN,0
,,,,,,,,,,,SS,Tristan Gray (43711954),Tristan Gray,43711954,SS,2000,KC@MIN 07/30/2026 01:40PM ET,MIN,4.36
,,,,,,,,,,,OF,Kyler Fedko (43711957),Kyler Fedko,43711957,OF,2000,KC@MIN 07/30/2026 01:40PM ET,MIN,0.57
,,,,,,,,,,,OF,Matthew Lugo (43711958),Matthew Lugo,43711958,OF,2000,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,OF,Gabriel Gonzalez (43711971),Gabriel Gonzalez,43711971,OF,2000,KC@MIN 07/30/2026 01:40PM ET,MIN,9
,,,,,,,,,,,OF,Justin Dean (43711913),Justin Dean,43711913,OF,2000,CHC@STL 07/30/2026 02:15PM ET,CHC,2
,,,,,,,,,,,OF,Joshua Baez (43711945),Joshua Baez,43711945,OF,2000,CHC@STL 07/30/2026 02:15PM ET,STL,0
