Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5222785878,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,1. Column A lists all of your contest entries for this draftgroup
5222795178,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,2. Your current lineup is listed next to each entry (blank for reservations)
5222795179,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5222795180,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5222795181,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,5. For faster processing only include entries you are changing in the file you upload
5222795182,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,
5222795183,MLB $3K Solo Shot (Turbo),193962612,$1,Tyler Phillips (43859375),Carson Whisenhunt (43859374),Joe Mack (43859500),Nick Yorke (43859547),Josh Smith (43859539),Amed Rosario (43859484),Jared Serna (43859635),Brett Callahan (43859553),Hector Rodriguez (43859554),Johnathan Rodriguez (43859610),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Yilber Diaz (43859776),Yilber Diaz,43859776,P,5800,DET@PIT 08/18/2026 06:40PM ET,DET,-5.12
,,,,,,,,,,,,,,,RP,Ty Madden (43859777),Ty Madden,43859777,P,5800,DET@PIT 08/18/2026 06:40PM ET,DET,7.83
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43859778),Sawyer Gipson-Long,43859778,P,5800,DET@PIT 08/18/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,C,Dillon Dingler (43859383),Dillon Dingler,43859383,C,5600,DET@PIT 08/18/2026 06:40PM ET,DET,8.34
,,,,,,,,,,,,,,,RP,Jose Franco (43859779),Jose Franco,43859779,P,5500,STL@CIN 08/18/2026 06:40PM ET,CIN,3.88
,,,,,,,,,,,,,,,SP,Tekoah Roby (43859780),Tekoah Roby,43859780,P,5500,STL@CIN 08/18/2026 06:40PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43859781),Brycen Mautz,43859781,P,5500,STL@CIN 08/18/2026 06:40PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Richard Fitts (43859782),Richard Fitts,43859782,P,5500,STL@CIN 08/18/2026 06:40PM ET,STL,0
,,,,,,,,,,,,,,,SP,Chase Petty (43859783),Chase Petty,43859783,P,5500,STL@CIN 08/18/2026 06:40PM ET,CIN,2.68
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43859384),Yandy Diaz,43859384,1B/3B,5500,TOR@TB 08/18/2026 06:40PM ET,TB,8.46
,,,,,,,,,,,,,,,SP,Tyler Phillips (43859375),Tyler Phillips,43859375,P,5500,MIA@PHI 08/18/2026 06:40PM ET,MIA,7.46
,,,,,,,,,,,,,,,RP,Dax Fulton (43859784),Dax Fulton,43859784,P,5500,MIA@PHI 08/18/2026 06:40PM ET,MIA,5.02
,,,,,,,,,,,,,,,RP,Ryan Gusto (43859785),Ryan Gusto,43859785,P,5500,MIA@PHI 08/18/2026 06:40PM ET,MIA,7.43
,,,,,,,,,,,,,,,SP,Adam Mazur (43859786),Adam Mazur,43859786,P,5500,MIA@PHI 08/18/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Bradley Blalock (43859787),Bradley Blalock,43859787,P,5500,MIA@PHI 08/18/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,3B,Jose Ramirez (43859386),Jose Ramirez,43859386,3B,5400,SF@CLE 08/18/2026 06:40PM ET,CLE,8.54
,,,,,,,,,,,,,,,1B,Pete Alonso (43859387),Pete Alonso,43859387,1B,5300,NYY@BAL 08/18/2026 06:35PM ET,BAL,8.8
,,,,,,,,,,,,,,,SP,Patrick Corbin (43859788),Patrick Corbin,43859788,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,7.50
,,,,,,,,,,,,,,,RP,Spencer Miles (43859789),Spencer Miles,43859789,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,6.34
,,,,,,,,,,,,,,,SP,Matt Waldron (43859790),Matt Waldron,43859790,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,3.84
,,,,,,,,,,,,,,,RP,Mason Fluharty (43859791),Mason Fluharty,43859791,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,2.48
,,,,,,,,,,,,,,,RP,Bowden Francis (43859792),Bowden Francis,43859792,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Jameson Taillon (43859793),Jameson Taillon,43859793,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,10.05
,,,,,,,,,,,,,,,RP,Simeon Woods Richardson (43859794),Simeon Woods Richardson,43859794,P,5300,TOR@TB 08/18/2026 06:40PM ET,TOR,4.14
,,,,,,,,,,,,,,,OF,Jordan Walker (43859388),Jordan Walker,43859388,OF,5200,STL@CIN 08/18/2026 06:40PM ET,STL,9.30
,,,,,,,,,,,,,,,2B,Brandon Lowe (43859389),Brandon Lowe,43859389,2B,5200,DET@PIT 08/18/2026 06:40PM ET,PIT,8.51
,,,,,,,,,,,,,,,OF,Oneil Cruz (43859557),Oneil Cruz,43859557,OF,5200,DET@PIT 08/18/2026 06:40PM ET,PIT,10.39
,,,,,,,,,,,,,,,1B,Sal Stewart (43859390),Sal Stewart,43859390,1B,5100,STL@CIN 08/18/2026 06:40PM ET,CIN,8.73
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43859391),Jonathan Aranda,43859391,1B,5000,TOR@TB 08/18/2026 06:40PM ET,TB,7.77
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43859392),Kevin McGonigle,43859392,3B/SS,5000,DET@PIT 08/18/2026 06:40PM ET,DET,8.47
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43859394),Luis Garcia Jr.,43859394,1B,4900,NYY@BAL 08/18/2026 06:35PM ET,NYY,7.74
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43859395),Gunnar Henderson,43859395,SS,4800,NYY@BAL 08/18/2026 06:35PM ET,BAL,7.71
,,,,,,,,,,,,,,,OF,Cody Bellinger (43859558),Cody Bellinger,43859558,OF,4800,NYY@BAL 08/18/2026 06:35PM ET,NYY,7.79
,,,,,,,,,,,,,,,C,Liam Hicks (43859396),Liam Hicks,43859396,C,4800,TOR@TB 08/18/2026 06:40PM ET,TB,7.70
,,,,,,,,,,,,,,,SS,Trea Turner (43859397),Trea Turner,43859397,SS,4700,MIA@PHI 08/18/2026 06:40PM ET,PHI,7.92
,,,,,,,,,,,,,,,OF,Bryan Reynolds (43859398),Bryan Reynolds,43859398,OF,4700,DET@PIT 08/18/2026 06:40PM ET,PIT,8.26
,,,,,,,,,,,,,,,1B,Alec Burleson (43859399),Alec Burleson,43859399,1B,4600,STL@CIN 08/18/2026 06:40PM ET,STL,8.59
,,,,,,,,,,,,,,,OF,Cedric Mullins (43859400),Cedric Mullins,43859400,OF,4600,TOR@TB 08/18/2026 06:40PM ET,TB,6.40
,,,,,,,,,,,,,,,2B,Luis Arraez (43859401),Luis Arraez,43859401,2B,4500,MIA@PHI 08/18/2026 06:40PM ET,PHI,7.68
,,,,,,,,,,,,,,,C,Eduardo Valencia (43859402),Eduardo Valencia,43859402,C,4500,DET@PIT 08/18/2026 06:40PM ET,DET,9.42
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43859403),Jazz Chisholm Jr.,43859403,2B,4400,NYY@BAL 08/18/2026 06:35PM ET,NYY,7.66
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43859406),Jonny DeLuca,43859406,OF,4400,TOR@TB 08/18/2026 06:40PM ET,TB,6.53
,,,,,,,,,,,,,,,1B,Rafael Devers (43859405),Rafael Devers,43859405,1B,4400,SF@CLE 08/18/2026 06:40PM ET,SF,7.73
,,,,,,,,,,,,,,,SS,Otto Lopez (43859404),Otto Lopez,43859404,SS,4400,MIA@PHI 08/18/2026 06:40PM ET,MIA,8.55
,,,,,,,,,,,,,,,1B/C,Endy Rodriguez (43859559),Endy Rodriguez,43859559,C/1B,4400,DET@PIT 08/18/2026 06:40PM ET,PIT,7.22
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43859409),Christian Encarnacion-Strand,43859409,3B,4300,NYY@BAL 08/18/2026 06:35PM ET,BAL,7.96
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43859561),Giancarlo Stanton,43859561,OF,4300,NYY@BAL 08/18/2026 06:35PM ET,NYY,6.79
,,,,,,,,,,,,,,,3B,Jordan Westburg (43859562),Jordan Westburg,43859562,3B,4300,NYY@BAL 08/18/2026 06:35PM ET,BAL,0
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43859407),JJ Wetherholt,43859407,2B,4300,STL@CIN 08/18/2026 06:40PM ET,STL,7.9
,,,,,,,,,,,,,,,OF,JJ Bleday (43859410),JJ Bleday,43859410,OF,4300,STL@CIN 08/18/2026 06:40PM ET,CIN,7.56
,,,,,,,,,,,,,,,OF,Brandon Marsh (43859408),Brandon Marsh,43859408,OF,4300,MIA@PHI 08/18/2026 06:40PM ET,PHI,7.28
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (43859563),Ryan O'Hearn,43859563,1B,4300,DET@PIT 08/18/2026 06:40PM ET,PIT,7.95
,,,,,,,,,,,,,,,OF,Riley Greene (43859564),Riley Greene,43859564,OF,4300,DET@PIT 08/18/2026 06:40PM ET,DET,7.59
,,,,,,,,,,,,,,,OF,Trent Grisham (43859411),Trent Grisham,43859411,OF,4200,NYY@BAL 08/18/2026 06:35PM ET,NYY,7.26
,,,,,,,,,,,,,,,C,Ivan Herrera (43859413),Ivan Herrera,43859413,C,4200,STL@CIN 08/18/2026 06:40PM ET,STL,7.73
,,,,,,,,,,,,,,,OF,Esmerlyn Valdez (43859412),Esmerlyn Valdez,43859412,OF,4200,DET@PIT 08/18/2026 06:40PM ET,PIT,8.58
,,,,,,,,,,,,,,,OF,Chandler Simpson (43859415),Chandler Simpson,43859415,OF,4100,TOR@TB 08/18/2026 06:40PM ET,TB,7.07
,,,,,,,,,,,,,,,2B,Travis Bazzana (43859414),Travis Bazzana,43859414,2B,4100,SF@CLE 08/18/2026 06:40PM ET,CLE,7.37
,,,,,,,,,,,,,,,1B,Kyle Stowers (43859565),Kyle Stowers,43859565,1B,4100,MIA@PHI 08/18/2026 06:40PM ET,MIA,7.62
,,,,,,,,,,,,,,,C,Samuel Basallo (43859566),Samuel Basallo,43859566,C,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,6.43
,,,,,,,,,,,,,,,RP,Cameron Weston (43859798),Cameron Weston,43859798,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,3.65
,,,,,,,,,,,,,,,SP,Chase Hampton (43859800),Chase Hampton,43859800,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Angel Chivilli (43859817),Angel Chivilli,43859817,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,3.09
,,,,,,,,,,,,,,,RP,Colin Selby (43859822),Colin Selby,43859822,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Yosver Zulueta (43859823),Yosver Zulueta,43859823,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,David Bednar (43859824),David Bednar,43859824,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,4.07
,,,,,,,,,,,,,,,RP,Josh Walker (43859828),Josh Walker,43859828,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.97
,,,,,,,,,,,,,,,RP,Grant Wolfram (43859834),Grant Wolfram,43859834,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.32
,,,,,,,,,,,,,,,RP,Cam Sanders (43859836),Cam Sanders,43859836,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,3.10
,,,,,,,,,,,,,,,RP,Brent Headrick (43859838),Brent Headrick,43859838,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,4.03
,,,,,,,,,,,,,,,RP,Felix Bautista (43859842),Felix Bautista,43859842,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Kervin Castro (43859846),Kervin Castro,43859846,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,5.05
,,,,,,,,,,,,,,,RP,Fernando Cruz (43859858),Fernando Cruz,43859858,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,3.22
,,,,,,,,,,,,,,,RP,Alex Hoppe (43859861),Alex Hoppe,43859861,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.91
,,,,,,,,,,,,,,,RP,Anthony Nunez (43859868),Anthony Nunez,43859868,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.99
,,,,,,,,,,,,,,,RP,Cameron Foster (43859870),Cameron Foster,43859870,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Ryan Helsley (43859878),Ryan Helsley,43859878,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Bradley Hanner (43859884),Bradley Hanner,43859884,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,3.65
,,,,,,,,,,,,,,,RP,Yennier Cano (43859887),Yennier Cano,43859887,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.2
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43859896),Andrew Kittredge,43859896,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.17
,,,,,,,,,,,,,,,RP,Rico Garcia (43859902),Rico Garcia,43859902,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,2.97
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43859907),Yaramil Hiraldo,43859907,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,4.12
,,,,,,,,,,,,,,,RP,Codi Heuer (43859910),Codi Heuer,43859910,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,1.62
,,,,,,,,,,,,,,,RP,Brendan Beck (43859915),Brendan Beck,43859915,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,0.9
,,,,,,,,,,,,,,,RP,Nick Raquet (43859925),Nick Raquet,43859925,P,4000,NYY@BAL 08/18/2026 06:35PM ET,BAL,0.16
,,,,,,,,,,,,,,,RP,Tim Hill (43859926),Tim Hill,43859926,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,1.43
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43859939),Yerry de los Santos,43859939,P,4000,NYY@BAL 08/18/2026 06:35PM ET,NYY,4.22
,,,,,,,,,,,,,,,RP,Cooper Hjerpe (43859797),Cooper Hjerpe,43859797,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,0
,,,,,,,,,,,,,,,SP,Julian Aguiar (43859804),Julian Aguiar,43859804,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Tony Santillan (43859808),Tony Santillan,43859808,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,2.00
,,,,,,,,,,,,,,,RP,Zach Maxwell (43859816),Zach Maxwell,43859816,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,0.41
,,,,,,,,,,,,,,,RP,Caleb Ferguson (43859818),Caleb Ferguson,43859818,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,2.14
,,,,,,,,,,,,,,,RP,Ron Marinaccio (43859833),Ron Marinaccio,43859833,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,2.41
,,,,,,,,,,,,,,,SP,Riley O'Brien (43859843),Riley O'Brien,43859843,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,3.08
,,,,,,,,,,,,,,,RP,Chase Solesky (43859844),Chase Solesky,43859844,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,6.55
,,,,,,,,,,,,,,,RP,Gordon Graceffo (43859849),Gordon Graceffo,43859849,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,3.11
,,,,,,,,,,,,,,,RP,Brock Burke (43859857),Brock Burke,43859857,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,3.10
,,,,,,,,,,,,,,,RP,Graham Ashcraft (43859874),Graham Ashcraft,43859874,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,3.42
,,,,,,,,,,,,,,,RP,Justin Bruihl (43859875),Justin Bruihl,43859875,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,2.20
,,,,,,,,,,,,,,,RP,Tejay Antone (43859895),Tejay Antone,43859895,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,2.73
,,,,,,,,,,,,,,,RP,Emilio Pagan (43859901),Emilio Pagan,43859901,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,3.40
,,,,,,,,,,,,,,,RP,George Soriano (43859903),George Soriano,43859903,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,3.02
,,,,,,,,,,,,,,,RP,Luis Gastelum (43859912),Luis Gastelum,43859912,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,3.48
,,,,,,,,,,,,,,,RP,Zach McCambley (43859916),Zach McCambley,43859916,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,2.41
,,,,,,,,,,,,,,,RP,Matt Svanson (43859918),Matt Svanson,43859918,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,1.72
,,,,,,,,,,,,,,,RP,Max Rajcic (43859919),Max Rajcic,43859919,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,3.18
,,,,,,,,,,,,,,,RP,Ryan Fernandez (43859920),Ryan Fernandez,43859920,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,5.02
,,,,,,,,,,,,,,,RP,Pierce Johnson (43859927),Pierce Johnson,43859927,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,2.19
,,,,,,,,,,,,,,,RP,Luis Mey (43859928),Luis Mey,43859928,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,5.28
,,,,,,,,,,,,,,,RP,Julian Garcia (43859934),Julian Garcia,43859934,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,4.49
,,,,,,,,,,,,,,,RP,Sam Moll (43859935),Sam Moll,43859935,P,4000,STL@CIN 08/18/2026 06:40PM ET,CIN,2.03
,,,,,,,,,,,,,,,RP,Ryne Stanek (43859946),Ryne Stanek,43859946,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,2.32
,,,,,,,,,,,,,,,RP,Peter Strzelecki (43859951),Peter Strzelecki,43859951,P,4000,STL@CIN 08/18/2026 06:40PM ET,STL,3.31
,,,,,,,,,,,,,,,OF,George Springer (43859419),George Springer,43859419,OF,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,6.95
,,,,,,,,,,,,,,,RP,Jon Heasley (43859803),Jon Heasley,43859803,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,-1.8
,,,,,,,,,,,,,,,SP,Jake Bloss (43859806),Jake Bloss,43859806,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Kevin Kelly (43859811),Kevin Kelly,43859811,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,3.42
,,,,,,,,,,,,,,,RP,John Klein (43859813),John Klein,43859813,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,1.85
,,,,,,,,,,,,,,,RP,Yimi Garcia (43859815),Yimi Garcia,43859815,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43859820),Ricky Tiedemann,43859820,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,4.55
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43859830),Manuel Rodriguez,43859830,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Tyler Rogers (43859839),Tyler Rogers,43859839,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,2.30
,,,,,,,,,,,,,,,RP,Paul Sewald (43859840),Paul Sewald,43859840,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,2.35
,,,,,,,,,,,,,,,RP,Cam Booser (43859841),Cam Booser,43859841,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,4.27
,,,,,,,,,,,,,,,RP,Louis Varland (43859848),Louis Varland,43859848,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,4.57
,,,,,,,,,,,,,,,RP,Braydon Fisher (43859850),Braydon Fisher,43859850,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,2.82
,,,,,,,,,,,,,,,RP,Hunter Bigge (43859855),Hunter Bigge,43859855,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Michael Grove (43859856),Michael Grove,43859856,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,6.52
,,,,,,,,,,,,,,,RP,Brendon Little (43859866),Brendon Little,43859866,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,1.49
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43859869),CJ Van Eyk,43859869,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,0.32
,,,,,,,,,,,,,,,RP,Casey Legumina (43859872),Casey Legumina,43859872,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,2.79
,,,,,,,,,,,,,,,RP,Chase Lee (43859873),Chase Lee,43859873,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,0.34
,,,,,,,,,,,,,,,RP,Cole Sulser (43859882),Cole Sulser,43859882,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Chad Dallas (43859894),Chad Dallas,43859894,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,3.22
,,,,,,,,,,,,,,,RP,Chris Roycroft (43859898),Chris Roycroft,43859898,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,0.8
,,,,,,,,,,,,,,,RP,Bryan Baker (43859905),Bryan Baker,43859905,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,3.64
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43859908),Garrett Cleavinger,43859908,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,2.98
,,,,,,,,,,,,,,,RP,Edwin Uceta (43859936),Edwin Uceta,43859936,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Joe Mantiply (43859943),Joe Mantiply,43859943,P,4000,TOR@TB 08/18/2026 06:40PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Alex Cook (43859950),Alex Cook,43859950,P,4000,TOR@TB 08/18/2026 06:40PM ET,TB,1.32
,,,,,,,,,,,,,,,3B,Casey Schmitt (43859567),Casey Schmitt,43859567,3B,4000,SF@CLE 08/18/2026 06:40PM ET,SF,8.02
,,,,,,,,,,,,,,,SP,Austin Peterson (43859799),Austin Peterson,43859799,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Yorman Gomez (43859805),Yorman Gomez,43859805,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Rowan Wick (43859807),Rowan Wick,43859807,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,0
,,,,,,,,,,,,,,,RP,Colin Holderman (43859814),Colin Holderman,43859814,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,3.43
,,,,,,,,,,,,,,,RP,Hunter Gaddis (43859821),Hunter Gaddis,43859821,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,2.34
,,,,,,,,,,,,,,,RP,Matt Gage (43859827),Matt Gage,43859827,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,1.76
,,,,,,,,,,,,,,,RP,Andrew Walters (43859831),Andrew Walters,43859831,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Spencer Bivens (43859832),Spencer Bivens,43859832,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,4.05
,,,,,,,,,,,,,,,RP,Tim Herrin (43859835),Tim Herrin,43859835,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,1.92
,,,,,,,,,,,,,,,RP,Anthony Molina (43859851),Anthony Molina,43859851,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,1.68
,,,,,,,,,,,,,,,RP,Joel Peguero (43859854),Joel Peguero,43859854,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,1.81
,,,,,,,,,,,,,,,RP,Erik Sabrowski (43859860),Erik Sabrowski,43859860,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,3.37
,,,,,,,,,,,,,,,RP,Shawn Armstrong (43859862),Shawn Armstrong,43859862,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,2.16
,,,,,,,,,,,,,,,RP,Sam Hentges (43859863),Sam Hentges,43859863,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,2.32
,,,,,,,,,,,,,,,RP,Franco Aleman (43859871),Franco Aleman,43859871,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,3.03
,,,,,,,,,,,,,,,RP,Ryan Walker (43859877),Ryan Walker,43859877,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,0.88
,,,,,,,,,,,,,,,RP,Jason Foley (43859886),Jason Foley,43859886,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,1.60
,,,,,,,,,,,,,,,RP,Cade Smith (43859892),Cade Smith,43859892,P,4000,SF@CLE 08/18/2026 06:40PM ET,CLE,4.32
,,,,,,,,,,,,,,,RP,Randy Rodriguez (43859893),Randy Rodriguez,43859893,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,0
,,,,,,,,,,,,,,,RP,Reiver Sanmartin (43859940),Reiver Sanmartin,43859940,P,4000,SF@CLE 08/18/2026 06:40PM ET,SF,1.36
