Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5216042666,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,1. Column A lists all of your contest entries for this draftgroup
5216048041,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,2. Your current lineup is listed next to each entry (blank for reservations)
5216048042,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5216048043,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5216048044,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,5. For faster processing only include entries you are changing in the file you upload
5216048045,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,
5216048046,MLB $5K Solo Shot [$1K to 1st] (Early),193621095,$1,Adrian Houser (43812390),Jack Perkins (43812389),Rodolfo Duran (43812678),LuJames Groover (43812651),Thomas Saggese (43812670),Buddy Kennedy (43812569),Oliver Dunn (43812676),Justin Crawford (43812510),Bryan Torres (43812509),Taylor Trammell (43812476),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Miguel Mendez (43812783),Miguel Mendez,43812783,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Jose Butto (43812784),Jose Butto,43812784,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,-0.5
,,,,,,,,,,,,,,,RP,Carson Seymour (43812785),Carson Seymour,43812785,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,1.11
,,,,,,,,,,,,,,,RP,Tristan Beck (43812786),Tristan Beck,43812786,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,0.7
,,,,,,,,,,,,,,,RP,Dylan Smith (43812787),Dylan Smith,43812787,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,2.74
,,,,,,,,,,,,,,,RP,JT Brubaker (43812788),JT Brubaker,43812788,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,3.21
,,,,,,,,,,,,,,,SP,Keaton Winn (43812789),Keaton Winn,43812789,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,2.61
,,,,,,,,,,,,,,,SP,Blade Tidwell (43812790),Blade Tidwell,43812790,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,5.94
,,,,,,,,,,,,,,,RP,Hayden Birdsong (43812791),Hayden Birdsong,43812791,P,6000,HOU@SF 08/12/2026 03:45PM ET,SF,0
,,,,,,,,,,,,,,,SP,Dylan Ray (43812794),Dylan Ray,43812794,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Gerardo Carrillo (43812795),Gerardo Carrillo,43812795,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,7.47
,,,,,,,,,,,,,,,SP,Cristian Mena (43812796),Cristian Mena,43812796,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Zac Gallen (43812797),Zac Gallen,43812797,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,6.44
,,,,,,,,,,,,,,,SP,Jose Cabrera (43812798),Jose Cabrera,43812798,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,6.09
,,,,,,,,,,,,,,,SP,Mitch Bratt (43812799),Mitch Bratt,43812799,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,10.42
,,,,,,,,,,,,,,,RP,Zack Littell (43812800),Zack Littell,43812800,P,5900,COL@ARI 08/12/2026 03:40PM ET,ARI,9.21
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (43812394),Fernando Tatis Jr.,43812394,OF,5900,MIL@SD 08/12/2026 04:10PM ET,SD,8.53
,,,,,,,,,,,,,,,1B/OF,Bryce Harper (43812395),Bryce Harper,43812395,1B/OF,5800,PHI@STL 08/12/2026 02:15PM ET,PHI,8.61
,,,,,,,,,,,,,,,OF,Corbin Carroll (43812397),Corbin Carroll,43812397,OF,5700,COL@ARI 08/12/2026 03:40PM ET,ARI,8.68
,,,,,,,,,,,,,,,RP,Moises Chace (43812801),Moises Chace,43812801,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Lenny Torres (43812802),Lenny Torres,43812802,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Brian Keller (43812803),Brian Keller,43812803,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,9.55
,,,,,,,,,,,,,,,RP,Caleb Kilian (43812804),Caleb Kilian,43812804,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,2.93
,,,,,,,,,,,,,,,SP,Alex McFarlane (43812805),Alex McFarlane,43812805,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,1.35
,,,,,,,,,,,,,,,SP,Andrew Painter (43812806),Andrew Painter,43812806,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,8.18
,,,,,,,,,,,,,,,RP,Alan Rangel (43812807),Alan Rangel,43812807,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,7.84
,,,,,,,,,,,,,,,RP,Brad Keller (43812808),Brad Keller,43812808,P,5700,PHI@STL 08/12/2026 02:15PM ET,PHI,2.75
,,,,,,,,,,,,,,,SP,Tekoah Roby (43812809),Tekoah Roby,43812809,P,5700,PHI@STL 08/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43812810),Brycen Mautz,43812810,P,5700,PHI@STL 08/12/2026 02:15PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Richard Fitts (43812811),Richard Fitts,43812811,P,5700,PHI@STL 08/12/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43812398),Yandy Diaz,43812398,1B/3B,5600,TB@ATH 08/12/2026 03:05PM ET,TB,8.42
,,,,,,,,,,,,,,,OF,Jackson Chourio (43812400),Jackson Chourio,43812400,OF,5500,MIL@SD 08/12/2026 04:10PM ET,MIL,9.16
,,,,,,,,,,,,,,,C,Hunter Goodman (43812401),Hunter Goodman,43812401,C,5400,COL@ARI 08/12/2026 03:40PM ET,COL,8.82
,,,,,,,,,,,,,,,RP,Tanner Gordon (43812812),Tanner Gordon,43812812,P,5400,COL@ARI 08/12/2026 03:40PM ET,COL,7.39
,,,,,,,,,,,,,,,SP,Pierson Ohl (43812813),Pierson Ohl,43812813,P,5400,COL@ARI 08/12/2026 03:40PM ET,COL,0
,,,,,,,,,,,,,,,SP,Sean Sullivan (43812814),Sean Sullivan,43812814,P,5400,COL@ARI 08/12/2026 03:40PM ET,COL,1.89
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43812815),Michael Lorenzen,43812815,P,5400,COL@ARI 08/12/2026 03:40PM ET,COL,4.92
,,,,,,,,,,,,,,,RP,Jose Quintana (43812816),Jose Quintana,43812816,P,5400,COL@ARI 08/12/2026 03:40PM ET,COL,6.05
,,,,,,,,,,,,,,,1B,Pete Alonso (43812403),Pete Alonso,43812403,1B,5300,BAL@MIN 08/12/2026 01:40PM ET,BAL,8.58
,,,,,,,,,,,,,,,RP,Keegan Akin (43812817),Keegan Akin,43812817,P,5300,BAL@MIN 08/12/2026 01:40PM ET,BAL,1.53
,,,,,,,,,,,,,,,SP,Chris Bassitt (43812818),Chris Bassitt,43812818,P,5300,BAL@MIN 08/12/2026 01:40PM ET,BAL,7.56
,,,,,,,,,,,,,,,SP,Trey Gibson (43812819),Trey Gibson,43812819,P,5300,BAL@MIN 08/12/2026 01:40PM ET,BAL,5.73
,,,,,,,,,,,,,,,2B,Brice Turang (43812402),Brice Turang,43812402,2B,5300,MIL@SD 08/12/2026 04:10PM ET,MIL,9.22
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (43812405),Tyler Soderstrom,43812405,OF,5200,TB@ATH 08/12/2026 03:05PM ET,ATH,7.72
,,,,,,,,,,,,,,,1B,Nick Kurtz (43812577),Nick Kurtz,43812577,1B,5200,TB@ATH 08/12/2026 03:05PM ET,ATH,9.22
,,,,,,,,,,,,,,,OF,Byron Buxton (43812576),Byron Buxton,43812576,OF,5200,BAL@MIN 08/12/2026 01:40PM ET,MIN,9.39
,,,,,,,,,,,,,,,OF,Jordan Walker (43812404),Jordan Walker,43812404,OF,5200,PHI@STL 08/12/2026 02:15PM ET,STL,9.10
,,,,,,,,,,,,,,,OF,Mickey Moniak (43812406),Mickey Moniak,43812406,OF,5100,COL@ARI 08/12/2026 03:40PM ET,COL,7.80
,,,,,,,,,,,,,,,2B,Ketel Marte (43812407),Ketel Marte,43812407,2B,5100,COL@ARI 08/12/2026 03:40PM ET,ARI,7.97
,,,,,,,,,,,,,,,C,Ryan Jeffers (43812409),Ryan Jeffers,43812409,C,5000,BAL@MIN 08/12/2026 01:40PM ET,MIN,8.37
,,,,,,,,,,,,,,,SS,Jeremy Pena (43812408),Jeremy Pena,43812408,SS,5000,HOU@SF 08/12/2026 03:45PM ET,HOU,8.93
,,,,,,,,,,,,,,,OF,Jake McCarthy (43812413),Jake McCarthy,43812413,OF,4900,COL@ARI 08/12/2026 03:40PM ET,COL,8.69
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43812410),Jake Bauers,43812410,1B/OF,4900,MIL@SD 08/12/2026 04:10PM ET,MIL,8.58
,,,,,,,,,,,,,,,3B,Manny Machado (43812412),Manny Machado,43812412,3B,4900,MIL@SD 08/12/2026 04:10PM ET,SD,7.33
,,,,,,,,,,,,,,,OF,Cedric Mullins (43812415),Cedric Mullins,43812415,OF,4800,TB@ATH 08/12/2026 03:05PM ET,TB,6.38
,,,,,,,,,,,,,,,SS,Trea Turner (43812414),Trea Turner,43812414,SS,4800,PHI@STL 08/12/2026 02:15PM ET,PHI,7.97
,,,,,,,,,,,,,,,1B,Alec Burleson (43812416),Alec Burleson,43812416,1B,4800,PHI@STL 08/12/2026 02:15PM ET,STL,8.29
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43812419),Jonathan Aranda,43812419,1B,4700,TB@ATH 08/12/2026 03:05PM ET,TB,7.80
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43812418),Gunnar Henderson,43812418,SS,4700,BAL@MIN 08/12/2026 01:40PM ET,BAL,7.56
,,,,,,,,,,,,,,,OF,Christian Yelich (43812417),Christian Yelich,43812417,OF,4700,MIL@SD 08/12/2026 04:10PM ET,MIL,7.59
,,,,,,,,,,,,,,,C,Gabriel Moreno (43812420),Gabriel Moreno,43812420,C,4600,COL@ARI 08/12/2026 03:40PM ET,ARI,7.80
,,,,,,,,,,,,,,,OF/SS,Cole Carrigg (43812422),Cole Carrigg,43812422,SS/OF,4600,COL@ARI 08/12/2026 03:40PM ET,COL,8.62
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43812421),Jonny DeLuca,43812421,OF,4600,TB@ATH 08/12/2026 03:05PM ET,TB,6.58
,,,,,,,,,,,,,,,2B/OF,Kody Clemens (43812424),Kody Clemens,43812424,2B/OF,4600,BAL@MIN 08/12/2026 01:40PM ET,MIN,7.45
,,,,,,,,,,,,,,,1B/C,Liam Hicks (43812427),Liam Hicks,43812427,C/1B,4500,TB@ATH 08/12/2026 03:05PM ET,TB,7.60
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43812426),JJ Wetherholt,43812426,2B,4500,PHI@STL 08/12/2026 02:15PM ET,STL,7.93
,,,,,,,,,,,,,,,1B,TJ Rumfield (43812433),TJ Rumfield,43812433,1B,4400,COL@ARI 08/12/2026 03:40PM ET,COL,7.26
,,,,,,,,,,,,,,,SS,Jacob Wilson (43812430),Jacob Wilson,43812430,SS,4400,TB@ATH 08/12/2026 03:05PM ET,ATH,6.86
,,,,,,,,,,,,,,,OF,Chandler Simpson (43812432),Chandler Simpson,43812432,OF,4400,TB@ATH 08/12/2026 03:05PM ET,TB,7.04
,,,,,,,,,,,,,,,2B,Luis Arraez (43812429),Luis Arraez,43812429,2B,4400,PHI@STL 08/12/2026 02:15PM ET,PHI,7.67
,,,,,,,,,,,,,,,OF,Jackson Merrill (43812431),Jackson Merrill,43812431,OF,4400,MIL@SD 08/12/2026 04:10PM ET,SD,8.02
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43812434),Geraldo Perdomo,43812434,SS,4300,COL@ARI 08/12/2026 03:40PM ET,ARI,7.44
,,,,,,,,,,,,,,,C,Shea Langeliers (43812579),Shea Langeliers,43812579,C,4300,TB@ATH 08/12/2026 03:05PM ET,ATH,8.56
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43812438),Royce Lewis,43812438,1B/2B,4300,BAL@MIN 08/12/2026 01:40PM ET,MIN,7.59
,,,,,,,,,,,,,,,3B,Christian Encarnacion-Strand (43812440),Christian Encarnacion-Strand,43812440,3B,4300,BAL@MIN 08/12/2026 01:40PM ET,BAL,7.10
,,,,,,,,,,,,,,,3B,Jordan Westburg (43812578),Jordan Westburg,43812578,3B,4300,BAL@MIN 08/12/2026 01:40PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Brandon Marsh (43812436),Brandon Marsh,43812436,OF,4300,PHI@STL 08/12/2026 02:15PM ET,PHI,7.25
,,,,,,,,,,,,,,,C,William Contreras (43812435),William Contreras,43812435,C,4300,MIL@SD 08/12/2026 04:10PM ET,MIL,7.03
,,,,,,,,,,,,,,,1B,Ty France (43812437),Ty France,43812437,1B,4300,MIL@SD 08/12/2026 04:10PM ET,SD,7.03
,,,,,,,,,,,,,,,3B/OF,Zack Gelof (43812441),Zack Gelof,43812441,3B/OF,4200,TB@ATH 08/12/2026 03:05PM ET,ATH,7.74
,,,,,,,,,,,,,,,2B,Jose Altuve (43812443),Jose Altuve,43812443,2B,4200,HOU@SF 08/12/2026 03:45PM ET,HOU,6.78
,,,,,,,,,,,,,,,3B,Nolan Arenado (43812444),Nolan Arenado,43812444,3B,4100,COL@ARI 08/12/2026 03:40PM ET,ARI,7.01
,,,,,,,,,,,,,,,OF,Victor Mesa Jr. (43812445),Victor Mesa Jr.,43812445,OF,4100,TB@ATH 08/12/2026 03:05PM ET,TB,6.19
,,,,,,,,,,,,,,,C,Jonah Heim (43812447),Jonah Heim,43812447,C,4100,TB@ATH 08/12/2026 03:05PM ET,ATH,6.01
,,,,,,,,,,,,,,,2B/SS,Ben Williamson (43812580),Ben Williamson,43812580,2B/SS,4100,TB@ATH 08/12/2026 03:05PM ET,TB,5.08
,,,,,,,,,,,,,,,1B,Christian Walker (43812446),Christian Walker,43812446,1B,4100,HOU@SF 08/12/2026 03:45PM ET,HOU,7.38
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43812448),Willi Castro,43812448,2B/3B,4000,COL@ARI 08/12/2026 03:40PM ET,COL,7.14
,,,,,,,,,,,,,,,1B/2B,Ildemaro Vargas (43812451),Ildemaro Vargas,43812451,1B/2B,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,6.01
,,,,,,,,,,,,,,,RP,Blake Walston (43812821),Blake Walston,43812821,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43812827),Eiberson Castellano,43812827,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,RJ Petit (43812830),RJ Petit,43812830,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Blas Castano (43812832),Blas Castano,43812832,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,4.85
,,,,,,,,,,,,,,,SP,McCade Brown (43812833),McCade Brown,43812833,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Justin Martinez (43812836),Justin Martinez,43812836,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jaden Hill (43812859),Jaden Hill,43812859,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,1.81
,,,,,,,,,,,,,,,RP,Nick Frasso (43812860),Nick Frasso,43812860,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,1.25
,,,,,,,,,,,,,,,RP,Ryan Thompson (43812867),Ryan Thompson,43812867,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,1.91
,,,,,,,,,,,,,,,RP,Juan Burgos (43812868),Juan Burgos,43812868,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,RP,TJ Shook (43812873),TJ Shook,43812873,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,1.54
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43812874),Brennan Bernardino,43812874,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,2.36
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43812876),Andrew Saalfrank,43812876,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,A.J. Puk (43812889),A.J. Puk,43812889,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Welinton Herrera (43812890),Welinton Herrera,43812890,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43812896),Andrew Hoffmann,43812896,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,Juan Morillo (43812898),Juan Morillo,43812898,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,3.38
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43812911),Brandyn Garcia,43812911,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Taylor Clarke (43812918),Taylor Clarke,43812918,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,2.45
,,,,,,,,,,,,,,,RP,Jimmy Herget (43812922),Jimmy Herget,43812922,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,1.70
,,,,,,,,,,,,,,,RP,Philip Abner (43812935),Philip Abner,43812935,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,1.62
,,,,,,,,,,,,,,,RP,Parker Mushinski (43812936),Parker Mushinski,43812936,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,1.66
,,,,,,,,,,,,,,,RP,Drey Jameson (43812937),Drey Jameson,43812937,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Juan Mejia (43812939),Juan Mejia,43812939,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,2.46
,,,,,,,,,,,,,,,RP,Jeff Criswell (43812941),Jeff Criswell,43812941,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Kade Strowd (43812953),Kade Strowd,43812953,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43812957),Jonathan Loaisiga,43812957,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,2.56
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43812967),Kevin Ginkel,43812967,P,4000,COL@ARI 08/12/2026 03:40PM ET,ARI,2.89
,,,,,,,,,,,,,,,RP,Jordan Romano (43812968),Jordan Romano,43812968,P,4000,COL@ARI 08/12/2026 03:40PM ET,COL,2.14
,,,,,,,,,,,,,,,RP,Jon Heasley (43812822),Jon Heasley,43812822,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,-1.8
,,,,,,,,,,,,,,,SP,Henry Baez (43812824),Henry Baez,43812824,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Braden Nett (43812829),Braden Nett,43812829,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Michael Grove (43812837),Michael Grove,43812837,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,8.12
,,,,,,,,,,,,,,,RP,Alex Cook (43812853),Alex Cook,43812853,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,1.32
,,,,,,,,,,,,,,,RP,Mark Leiter Jr. (43812857),Mark Leiter Jr.,43812857,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,2.54
,,,,,,,,,,,,,,,RP,Trevor Martin (43812862),Trevor Martin,43812862,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Hogan Harris (43812870),Hogan Harris,43812870,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,3.18
,,,,,,,,,,,,,,,RP,Taylor Rashi (43812871),Taylor Rashi,43812871,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,3.28
,,,,,,,,,,,,,,,RP,Casey Legumina (43812883),Casey Legumina,43812883,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,2.55
,,,,,,,,,,,,,,,RP,Elvis Alvarado (43812888),Elvis Alvarado,43812888,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,3.42
,,,,,,,,,,,,,,,RP,Hayden Juenger (43812900),Hayden Juenger,43812900,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,0.37
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43812901),Manuel Rodriguez,43812901,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,0
,,,,,,,,,,,,,,,RP,Edwin Uceta (43812903),Edwin Uceta,43812903,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,0
,,,,,,,,,,,,,,,RP,Bryan Baker (43812912),Bryan Baker,43812912,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,3.55
,,,,,,,,,,,,,,,RP,Brady Basso (43812915),Brady Basso,43812915,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,2.71
,,,,,,,,,,,,,,,RP,Scott Blewett (43812921),Scott Blewett,43812921,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,3.17
,,,,,,,,,,,,,,,RP,Chris Roycroft (43812926),Chris Roycroft,43812926,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,0.84
,,,,,,,,,,,,,,,RP,Cole Sulser (43812930),Cole Sulser,43812930,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Hunter Bigge (43812932),Hunter Bigge,43812932,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Kevin Kelly (43812933),Kevin Kelly,43812933,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,3.48
,,,,,,,,,,,,,,,RP,Cam Booser (43812946),Cam Booser,43812946,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,4.02
,,,,,,,,,,,,,,,RP,Justin Sterner (43812950),Justin Sterner,43812950,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,1.97
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43812956),Garrett Cleavinger,43812956,P,4000,TB@ATH 08/12/2026 03:05PM ET,TB,3.30
,,,,,,,,,,,,,,,RP,Brooks Kriske (43812966),Brooks Kriske,43812966,P,4000,TB@ATH 08/12/2026 03:05PM ET,ATH,4.1
,,,,,,,,,,,,,,,C,Samuel Basallo (43812582),Samuel Basallo,43812582,C,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,6.43
,,,,,,,,,,,,,,,RP,Grant Hartwig (43812820),Grant Hartwig,43812820,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Cameron Weston (43812826),Cameron Weston,43812826,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Alex Hoppe (43812839),Alex Hoppe,43812839,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.83
,,,,,,,,,,,,,,,RP,Eric Orze (43812840),Eric Orze,43812840,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,Kody Funderburk (43812844),Kody Funderburk,43812844,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,2.77
,,,,,,,,,,,,,,,RP,Nick Raquet (43812846),Nick Raquet,43812846,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,0.16
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43812847),Andrew Kittredge,43812847,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.13
,,,,,,,,,,,,,,,RP,Ryan Helsley (43812850),Ryan Helsley,43812850,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Travis Adams (43812854),Travis Adams,43812854,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,3.49
,,,,,,,,,,,,,,,RP,Rico Garcia (43812864),Rico Garcia,43812864,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.96
,,,,,,,,,,,,,,,RP,Felix Bautista (43812866),Felix Bautista,43812866,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Tommy Nance (43812877),Tommy Nance,43812877,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,3.04
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43812880),Jeff Hoffman,43812880,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,3.86
,,,,,,,,,,,,,,,RP,Josh Walker (43812884),Josh Walker,43812884,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.94
,,,,,,,,,,,,,,,RP,Andrew Morris (43812892),Andrew Morris,43812892,P,4000,BAL@MIN 08/12/2026 01:40PM ET,MIN,3.57
,,,,,,,,,,,,,,,RP,Yennier Cano (43812894),Yennier Cano,43812894,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,2.54
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43812895),Yaramil Hiraldo,43812895,P,4000,BAL@MIN 08/12/2026 01:40PM ET,BAL,3.28
