Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5214517382,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Tommy White (43796089),Jeff McNeil (43796154),Junior Caminero (43795930),Taylor Walls (43796061),Lawrence Butler (43796048),Jonny DeLuca (43795973),Ryan Vilade (43796074),,1. Column A lists all of your contest entries for this draftgroup
5214517383,MLB $6K Solo Shot,193506038,$1,Noah Cameron (43795918),Logan Henderson (43795908),Jonah Heim (43796004),Jeff McNeil (43796154),Richie Palacios (43796067),Junior Caminero (43795930),Jacob Wilson (43795985),Lawrence Butler (43796048),Chandler Simpson (43795987),Ryan Vilade (43796074),,2. Your current lineup is listed next to each entry (blank for reservations)
5214517384,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Ryan Vilade (43796074),Richie Palacios (43796067),Isaac Paredes (43796019),Taylor Walls (43796061),Henry Bolte (43796038),Jonny DeLuca (43795973),Tyler Soderstrom (43795956),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5214517385,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Jonathan Aranda (43795976),Richie Palacios (43796067),Junior Caminero (43795930),Alika Williams (43796217),Henry Bolte (43796038),Lawrence Butler (43796048),Ryan Vilade (43796074),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5214517386,MLB $6K Solo Shot,193506038,$1,Logan Henderson (43795908),Gabriel Hughes (43795921),Jonah Heim (43796004),Jonathan Aranda (43795976),Jeff McNeil (43796154),Junior Caminero (43795930),Alika Williams (43796217),Lawrence Butler (43796048),Tyler Soderstrom (43795956),Ryan Vilade (43796074),,5. For faster processing only include entries you are changing in the file you upload
5214518025,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Jonathan Aranda (43795976),Richie Palacios (43796067),Yandy Diaz (43795950),Alika Williams (43796217),Jonny DeLuca (43795973),Grant McCray (43796179),Tyler Soderstrom (43795956),,
5214518026,MLB $6K Solo Shot,193506038,$1,Reid Detmers (43795911),Logan Henderson (43795908),Nick Fortes (43796045),Yandy Diaz (43795950),Jeff McNeil (43796154),Tommy White (43796089),Jacob Wilson (43795985),Lawrence Butler (43796048),Chandler Simpson (43795987),Ryan Vilade (43796074),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Michael McGreevy (43796516),Michael McGreevy,43796516,P,6800,PHI@STL 08/10/2026 07:45PM ET,STL,11.96
,,,,,,,,,,,,,,,SP,Freddy Peralta (43795920),Freddy Peralta,43795920,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,11.77
,,,,,,,,,,,,,,,RP,Jesse Scholtens (43796518),Jesse Scholtens,43796518,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,11.42
,,,,,,,,,,,,,,,RP,Mason Englert (43796519),Mason Englert,43796519,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,5.55
,,,,,,,,,,,,,,,SP,Ryan Pepiot (43796520),Ryan Pepiot,43796520,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,0
,,,,,,,,,,,,,,,SP,Steven Matz (43796521),Steven Matz,43796521,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,6.16
,,,,,,,,,,,,,,,SP,Tyler Wells (43796522),Tyler Wells,43796522,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,4.16
,,,,,,,,,,,,,,,RP,Ian Seymour (43796523),Ian Seymour,43796523,P,6700,TB@ATH 08/10/2026 09:40PM ET,TB,8.04
,,,,,,,,,,,,,,,RP,Eduardo Rivera (43796517),Eduardo Rivera,43796517,P,6700,BOS@TOR 08/10/2026 07:07PM ET,BOS,5.02
,,,,,,,,,,,,,,,SP,Brayan Bello (43796526),Brayan Bello,43796526,P,6700,BOS@TOR 08/10/2026 07:07PM ET,BOS,9.36
,,,,,,,,,,,,,,,SP,Johan Oviedo (43796527),Johan Oviedo,43796527,P,6700,BOS@TOR 08/10/2026 07:07PM ET,BOS,1.45
,,,,,,,,,,,,,,,RP,Mitch Farris (43796524),Mitch Farris,43796524,P,6700,TEX@LAA 08/10/2026 09:38PM ET,LAA,4.64
,,,,,,,,,,,,,,,SP,Grayson Rodriguez (43796525),Grayson Rodriguez,43796525,P,6700,TEX@LAA 08/10/2026 09:38PM ET,LAA,7.61
,,,,,,,,,,,,,,,RP,Joey Wentz (43796528),Joey Wentz,43796528,P,6600,NYM@ATL 08/10/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,SP,Hurston Waldrep (43796529),Hurston Waldrep,43796529,P,6600,NYM@ATL 08/10/2026 07:15PM ET,ATL,2.33
,,,,,,,,,,,,,,,OF,Yordan Alvarez (43795927),Yordan Alvarez,43795927,OF,6600,HOU@SF 08/10/2026 09:45PM ET,HOU,10.38
,,,,,,,,,,,,,,,SP,Gabriel Hughes (43795921),Gabriel Hughes,43795921,P,6500,COL@ARI 08/10/2026 09:40PM ET,COL,12.19
,,,,,,,,,,,,,,,RP,Zach Agnos (43796538),Zach Agnos,43796538,P,6500,COL@ARI 08/10/2026 09:40PM ET,COL,2.85
,,,,,,,,,,,,,,,SP,Ryan Feltner (43796539),Ryan Feltner,43796539,P,6500,COL@ARI 08/10/2026 09:40PM ET,COL,8.38
,,,,,,,,,,,,,,,SP,Chase Dollander (43796540),Chase Dollander,43796540,P,6500,COL@ARI 08/10/2026 09:40PM ET,COL,13.1
,,,,,,,,,,,,,,,SP,Luis Morales (43796532),Luis Morales,43796532,P,6500,TB@ATH 08/10/2026 09:40PM ET,ATH,-2.24
,,,,,,,,,,,,,,,SP,Luis Severino (43796533),Luis Severino,43796533,P,6500,TB@ATH 08/10/2026 09:40PM ET,ATH,13.72
,,,,,,,,,,,,,,,RP,Jack Perkins (43796534),Jack Perkins,43796534,P,6500,TB@ATH 08/10/2026 09:40PM ET,ATH,6.18
,,,,,,,,,,,,,,,RP,Mason Barnett (43796535),Mason Barnett,43796535,P,6500,TB@ATH 08/10/2026 09:40PM ET,ATH,5.07
,,,,,,,,,,,,,,,SP,Gage Jump (43796536),Gage Jump,43796536,P,6500,TB@ATH 08/10/2026 09:40PM ET,ATH,15.29
,,,,,,,,,,,,,,,1B/OF,Shohei Ohtani (43795928),Shohei Ohtani,43795928,1B/OF,6500,KC@LAD 08/10/2026 10:10PM ET,LAD,9.51
,,,,,,,,,,,,,,,SP,Jack Leiter (43796530),Jack Leiter,43796530,P,6500,TEX@LAA 08/10/2026 09:38PM ET,TEX,12.71
,,,,,,,,,,,,,,,SP,Kumar Rocker (43796531),Kumar Rocker,43796531,P,6500,TEX@LAA 08/10/2026 09:38PM ET,TEX,12.19
,,,,,,,,,,,,,,,RP,Cal Quantrill (43796537),Cal Quantrill,43796537,P,6500,TEX@LAA 08/10/2026 09:38PM ET,TEX,6.16
,,,,,,,,,,,,,,,3B,Junior Caminero (43795930),Junior Caminero,43795930,3B,6400,TB@ATH 08/10/2026 09:40PM ET,TB,9.10
,,,,,,,,,,,,,,,RP,Justin Hagenman (43796541),Justin Hagenman,43796541,P,6400,NYM@ATL 08/10/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Chayce McDermott (43796542),Chayce McDermott,43796542,P,6400,NYM@ATL 08/10/2026 07:15PM ET,NYM,4.45
,,,,,,,,,,,,,,,SP,Tobias Myers (43796543),Tobias Myers,43796543,P,6400,NYM@ATL 08/10/2026 07:15PM ET,NYM,2.58
,,,,,,,,,,,,,,,RP,Xzavion Curry (43796544),Xzavion Curry,43796544,P,6400,NYM@ATL 08/10/2026 07:15PM ET,NYM,4.77
,,,,,,,,,,,,,,,SP,Max Scherzer (43796545),Max Scherzer,43796545,P,6300,BOS@TOR 08/10/2026 07:07PM ET,TOR,5.27
,,,,,,,,,,,,,,,SP,Dylan Ray (43796554),Dylan Ray,43796554,P,6200,COL@ARI 08/10/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Gerardo Carrillo (43796555),Gerardo Carrillo,43796555,P,6200,COL@ARI 08/10/2026 09:40PM ET,ARI,7.47
,,,,,,,,,,,,,,,SP,Cristian Mena (43796556),Cristian Mena,43796556,P,6200,COL@ARI 08/10/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Zac Gallen (43796557),Zac Gallen,43796557,P,6200,COL@ARI 08/10/2026 09:40PM ET,ARI,6.44
,,,,,,,,,,,,,,,SP,Jose Cabrera (43796558),Jose Cabrera,43796558,P,6200,COL@ARI 08/10/2026 09:40PM ET,ARI,6.09
,,,,,,,,,,,,,,,SP,Dean Kremer (43795922),Dean Kremer,43795922,P,6200,BAL@MIN 08/10/2026 07:40PM ET,MIN,11.23
,,,,,,,,,,,,,,,RP,Yoendrys Gomez (43796546),Yoendrys Gomez,43796546,P,6200,BAL@MIN 08/10/2026 07:40PM ET,MIN,2.94
,,,,,,,,,,,,,,,RP,Marco Raya (43796547),Marco Raya,43796547,P,6200,BAL@MIN 08/10/2026 07:40PM ET,MIN,4.23
,,,,,,,,,,,,,,,RP,Mike Paredes (43796548),Mike Paredes,43796548,P,6200,BAL@MIN 08/10/2026 07:40PM ET,MIN,5.34
,,,,,,,,,,,,,,,SP,Colton Gordon (43796549),Colton Gordon,43796549,P,6200,MIL@SD 08/10/2026 09:40PM ET,MIL,1
,,,,,,,,,,,,,,,SP,Coleman Crow (43796550),Coleman Crow,43796550,P,6200,MIL@SD 08/10/2026 09:40PM ET,MIL,4.64
,,,,,,,,,,,,,,,RP,Antonio Senzatela (43796551),Antonio Senzatela,43796551,P,6200,MIL@SD 08/10/2026 09:40PM ET,MIL,4.46
,,,,,,,,,,,,,,,RP,DL Hall (43796552),DL Hall,43796552,P,6200,MIL@SD 08/10/2026 09:40PM ET,MIL,3.66
,,,,,,,,,,,,,,,SP,Quinn Priester (43796553),Quinn Priester,43796553,P,6200,MIL@SD 08/10/2026 09:40PM ET,MIL,0
,,,,,,,,,,,,,,,1B,Kyle Schwarber (43795931),Kyle Schwarber,43795931,1B,6100,PHI@STL 08/10/2026 07:45PM ET,PHI,9.17
,,,,,,,,,,,,,,,SP,Ronel Blanco (43796559),Ronel Blanco,43796559,P,6100,HOU@SF 08/10/2026 09:45PM ET,HOU,7.82
,,,,,,,,,,,,,,,RP,AJ Blubaugh (43796560),AJ Blubaugh,43796560,P,6100,HOU@SF 08/10/2026 09:45PM ET,HOU,4.87
,,,,,,,,,,,,,,,RP,Keegan Akin (43796572),Keegan Akin,43796572,P,6000,BAL@MIN 08/10/2026 07:40PM ET,BAL,1.53
,,,,,,,,,,,,,,,SP,Chris Bassitt (43796573),Chris Bassitt,43796573,P,6000,BAL@MIN 08/10/2026 07:40PM ET,BAL,7.56
,,,,,,,,,,,,,,,SP,Trey Gibson (43796574),Trey Gibson,43796574,P,6000,BAL@MIN 08/10/2026 07:40PM ET,BAL,5.73
,,,,,,,,,,,,,,,SP,Andrew Painter (43795923),Andrew Painter,43795923,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,7.38
,,,,,,,,,,,,,,,RP,Brian Keller (43796561),Brian Keller,43796561,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,9.55
,,,,,,,,,,,,,,,SP,Lenny Torres (43796562),Lenny Torres,43796562,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Moises Chace (43796563),Moises Chace,43796563,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Caleb Kilian (43796564),Caleb Kilian,43796564,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,2.93
,,,,,,,,,,,,,,,SP,Alex McFarlane (43796565),Alex McFarlane,43796565,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,1.65
,,,,,,,,,,,,,,,RP,Alan Rangel (43796566),Alan Rangel,43796566,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,8.85
,,,,,,,,,,,,,,,RP,Brad Keller (43796567),Brad Keller,43796567,P,6000,PHI@STL 08/10/2026 07:45PM ET,PHI,2.75
,,,,,,,,,,,,,,,SP,Griffin Canning (43796568),Griffin Canning,43796568,P,6000,MIL@SD 08/10/2026 09:40PM ET,SD,7.22
,,,,,,,,,,,,,,,SP,Kyle Hart (43796569),Kyle Hart,43796569,P,6000,MIL@SD 08/10/2026 09:40PM ET,SD,3.72
,,,,,,,,,,,,,,,SP,Randy Vasquez (43796570),Randy Vasquez,43796570,P,6000,MIL@SD 08/10/2026 09:40PM ET,SD,9.35
,,,,,,,,,,,,,,,RP,Jhony Brito (43796571),Jhony Brito,43796571,P,6000,MIL@SD 08/10/2026 09:40PM ET,SD,4.33
,,,,,,,,,,,,,,,SP,Carson Whisenhunt (43796575),Carson Whisenhunt,43796575,P,6000,HOU@SF 08/10/2026 09:45PM ET,SF,7.53
,,,,,,,,,,,,,,,RP,Trevor McDonald (43796576),Trevor McDonald,43796576,P,6000,HOU@SF 08/10/2026 09:45PM ET,SF,10.13
,,,,,,,,,,,,,,,RP,Ryan Bergert (43796577),Ryan Bergert,43796577,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Alec Marsh (43796578),Alec Marsh,43796578,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Ben Kudrna (43796579),Ben Kudrna,43796579,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Connor Thomas (43796580),Connor Thomas,43796580,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,-10.18
,,,,,,,,,,,,,,,RP,Luinder Avila (43796581),Luinder Avila,43796581,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,6.98
,,,,,,,,,,,,,,,RP,Mitch Spence (43796582),Mitch Spence,43796582,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,-9.27
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (43796583),Daniel Lynch IV,43796583,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,3.00
,,,,,,,,,,,,,,,RP,Mason Black (43796584),Mason Black,43796584,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,3.45
,,,,,,,,,,,,,,,RP,Stephen Kolek (43796585),Stephen Kolek,43796585,P,5900,KC@LAD 08/10/2026 10:10PM ET,KC,11.51
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (43795932),Fernando Tatis Jr.,43795932,OF,5900,MIL@SD 08/10/2026 09:40PM ET,SD,8.52
,,,,,,,,,,,,,,,SP,Jameson Taillon (43795924),Jameson Taillon,43795924,P,5800,BOS@TOR 08/10/2026 07:07PM ET,TOR,9.89
,,,,,,,,,,,,,,,SP,Patrick Corbin (43796586),Patrick Corbin,43796586,P,5800,BOS@TOR 08/10/2026 07:07PM ET,TOR,7.50
,,,,,,,,,,,,,,,SP,Matt Waldron (43796587),Matt Waldron,43796587,P,5800,BOS@TOR 08/10/2026 07:07PM ET,TOR,4.63
,,,,,,,,,,,,,,,RP,Spencer Miles (43796588),Spencer Miles,43796588,P,5800,BOS@TOR 08/10/2026 07:07PM ET,TOR,6.60
,,,,,,,,,,,,,,,RP,Bowden Francis (43796589),Bowden Francis,43796589,P,5800,BOS@TOR 08/10/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Mason Fluharty (43796592),Mason Fluharty,43796592,P,5800,BOS@TOR 08/10/2026 07:07PM ET,TOR,2.51
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (43795933),Bobby Witt Jr.,43795933,SS,5800,KC@LAD 08/10/2026 10:10PM ET,KC,9.2
,,,,,,,,,,,,,,,SP,Tekoah Roby (43796590),Tekoah Roby,43796590,P,5800,PHI@STL 08/10/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43796591),Brycen Mautz,43796591,P,5800,PHI@STL 08/10/2026 07:45PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Richard Fitts (43796593),Richard Fitts,43796593,P,5800,PHI@STL 08/10/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,,OF,Ronald Acuna Jr. (43795934),Ronald Acuna Jr.,43795934,OF,5700,NYM@ATL 08/10/2026 07:15PM ET,ATL,8.88
,,,,,,,,,,,,,,,OF,Juan Soto (43796231),Juan Soto,43796231,OF,5700,NYM@ATL 08/10/2026 07:15PM ET,NYM,9.27
,,,,,,,,,,,,,,,SP,Gavin Stone (43796594),Gavin Stone,43796594,P,5700,KC@LAD 08/10/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Bobby Miller (43796595),Bobby Miller,43796595,P,5700,KC@LAD 08/10/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Landon Knack (43796596),Landon Knack,43796596,P,5700,KC@LAD 08/10/2026 10:10PM ET,LAD,1.92
,,,,,,,,,,,,,,,RP,Eric Lauer (43796597),Eric Lauer,43796597,P,5700,KC@LAD 08/10/2026 10:10PM ET,LAD,9.64
,,,,,,,,,,,,,,,SP,George Klassen (43796598),George Klassen,43796598,P,5700,TEX@LAA 08/10/2026 09:38PM ET,LAA,2.83
,,,,,,,,,,,,,,,RP,Sam Aldegheri (43796599),Sam Aldegheri,43796599,P,5700,TEX@LAA 08/10/2026 09:38PM ET,LAA,7.15
,,,,,,,,,,,,,,,SP,Caden Dana (43796600),Caden Dana,43796600,P,5700,TEX@LAA 08/10/2026 09:38PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Brett Kerry (43796601),Brett Kerry,43796601,P,5700,TEX@LAA 08/10/2026 09:38PM ET,LAA,11.65
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (43796602),Jack Kochanowicz,43796602,P,5700,TEX@LAA 08/10/2026 09:38PM ET,LAA,7.26
,,,,,,,,,,,,,,,RP,Ryan Johnson (43796603),Ryan Johnson,43796603,P,5700,TEX@LAA 08/10/2026 09:38PM ET,LAA,5.2
,,,,,,,,,,,,,,,RP,Didier Fuentes (43796604),Didier Fuentes,43796604,P,5600,NYM@ATL 08/10/2026 07:15PM ET,ATL,4.82
,,,,,,,,,,,,,,,SP,Austin Gomber (43796605),Austin Gomber,43796605,P,5600,NYM@ATL 08/10/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Grant Holmes (43796606),Grant Holmes,43796606,P,5600,NYM@ATL 08/10/2026 07:15PM ET,ATL,12.73
,,,,,,,,,,,,,,,RP,Victor Mederos (43796607),Victor Mederos,43796607,P,5600,NYM@ATL 08/10/2026 07:15PM ET,ATL,4.42
,,,,,,,,,,,,,,,1B/OF,Bryce Harper (43795935),Bryce Harper,43795935,1B/OF,5600,PHI@STL 08/10/2026 07:45PM ET,PHI,8.69
,,,,,,,,,,,,,,,OF,Corbin Carroll (43795938),Corbin Carroll,43795938,OF,5500,COL@ARI 08/10/2026 09:40PM ET,ARI,8.62
,,,,,,,,,,,,,,,RP,Tanner Gordon (43796608),Tanner Gordon,43796608,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,7.39
,,,,,,,,,,,,,,,SP,Pierson Ohl (43796609),Pierson Ohl,43796609,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,SP,Sean Sullivan (43796610),Sean Sullivan,43796610,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,1.89
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43796611),Tomoyuki Sugano,43796611,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,10.64
,,,,,,,,,,,,,,,RP,Jose Quintana (43796612),Jose Quintana,43796612,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,6.05
,,,,,,,,,,,,,,,SP,Kyle Freeland (43796628),Kyle Freeland,43796628,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,8.59
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43796629),Michael Lorenzen,43796629,P,5500,COL@ARI 08/10/2026 09:40PM ET,COL,4.92
,,,,,,,,,,,,,,,SP,Jacob Lopez (43795925),Jacob Lopez,43795925,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,8.88
,,,,,,,,,,,,,,,SP,Gunnar Hoglund (43796620),Gunnar Hoglund,43796620,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Kade Morris (43796621),Kade Morris,43796621,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,-2.17
,,,,,,,,,,,,,,,RP,Yunior Tur (43796622),Yunior Tur,43796622,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,-12.8
,,,,,,,,,,,,,,,SP,Luis Medina (43796623),Luis Medina,43796623,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,4.00
,,,,,,,,,,,,,,,RP,Seth Johnson (43796624),Seth Johnson,43796624,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,2.99
,,,,,,,,,,,,,,,RP,Jeffrey Springs (43796625),Jeffrey Springs,43796625,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,8.44
,,,,,,,,,,,,,,,RP,Joey Estes (43796626),Joey Estes,43796626,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,6.15
,,,,,,,,,,,,,,,RP,Jose Suarez (43796627),Jose Suarez,43796627,P,5500,TB@ATH 08/10/2026 09:40PM ET,ATH,3.44
,,,,,,,,,,,,,,,1B,Freddie Freeman (43795937),Freddie Freeman,43795937,1B,5500,KC@LAD 08/10/2026 10:10PM ET,LAD,7.99
,,,,,,,,,,,,,,,SP,David Davalillo (43796613),David Davalillo,43796613,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Leandro Lopez (43796614),Leandro Lopez,43796614,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jordan Montgomery (43796615),Jordan Montgomery,43796615,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.8
,,,,,,,,,,,,,,,SP,Jose Corniell (43796616),Jose Corniell,43796616,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,-5.62
,,,,,,,,,,,,,,,RP,Chase Silseth (43796617),Chase Silseth,43796617,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.89
,,,,,,,,,,,,,,,SP,Adam Macko (43796618),Adam Macko,43796618,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.60
,,,,,,,,,,,,,,,RP,Tyler Alexander (43796619),Tyler Alexander,43796619,P,5500,TEX@LAA 08/10/2026 09:38PM ET,TEX,2.7
,,,,,,,,,,,,,,,C,Hunter Goodman (43795939),Hunter Goodman,43795939,C,5400,COL@ARI 08/10/2026 09:40PM ET,COL,8.87
,,,,,,,,,,,,,,,SP,Kodai Senga (43796630),Kodai Senga,43796630,P,5400,NYM@ATL 08/10/2026 07:15PM ET,NYM,5.32
,,,,,,,,,,,,,,,SP,Jonah Tong (43796631),Jonah Tong,43796631,P,5400,NYM@ATL 08/10/2026 07:15PM ET,NYM,7.83
,,,,,,,,,,,,,,,RP,Robert Stock (43796632),Robert Stock,43796632,P,5400,NYM@ATL 08/10/2026 07:15PM ET,NYM,2.6
,,,,,,,,,,,,,,,OF,Jordan Walker (43795940),Jordan Walker,43795940,OF,5400,PHI@STL 08/10/2026 07:45PM ET,STL,9.14
,,,,,,,,,,,,,,,OF,Jackson Chourio (43795941),Jackson Chourio,43795941,OF,5400,MIL@SD 08/10/2026 09:40PM ET,MIL,9.19
,,,,,,,,,,,,,,,OF,Mickey Moniak (43795942),Mickey Moniak,43795942,OF,5300,COL@ARI 08/10/2026 09:40PM ET,COL,7.92
,,,,,,,,,,,,,,,1B,Willson Contreras (43795944),Willson Contreras,43795944,1B,5300,BOS@TOR 08/10/2026 07:07PM ET,BOS,8.71
,,,,,,,,,,,,,,,C,Ryan Jeffers (43795943),Ryan Jeffers,43795943,C,5300,BAL@MIN 08/10/2026 07:40PM ET,MIN,8.23
,,,,,,,,,,,,,,,1B,Nick Kurtz (43796233),Nick Kurtz,43796233,1B,5200,TB@ATH 08/10/2026 09:40PM ET,ATH,9.22
,,,,,,,,,,,,,,,1B,Pete Alonso (43795947),Pete Alonso,43795947,1B,5200,BAL@MIN 08/10/2026 07:40PM ET,BAL,8.48
,,,,,,,,,,,,,,,OF,Byron Buxton (43796232),Byron Buxton,43796232,OF,5200,BAL@MIN 08/10/2026 07:40PM ET,MIN,9.39
,,,,,,,,,,,,,,,3B,Max Muncy (43795945),Max Muncy,43795945,3B,5200,KC@LAD 08/10/2026 10:10PM ET,LAD,7.36
,,,,,,,,,,,,,,,OF,Mike Trout (43795946),Mike Trout,43795946,OF,5200,TEX@LAA 08/10/2026 09:38PM ET,LAA,8.48
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43795950),Yandy Diaz,43795950,1B/3B,5100,TB@ATH 08/10/2026 09:40PM ET,TB,8.18
,,,,,,,,,,,,,,,2B,Brice Turang (43795948),Brice Turang,43795948,2B,5100,MIL@SD 08/10/2026 09:40PM ET,MIL,9.32
,,,,,,,,,,,,,,,SS,Jeremy Pena (43795949),Jeremy Pena,43795949,SS,5100,HOU@SF 08/10/2026 09:45PM ET,HOU,9.08
,,,,,,,,,,,,,,,2B,Ketel Marte (43795955),Ketel Marte,43795955,2B,5000,COL@ARI 08/10/2026 09:40PM ET,ARI,7.84
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (43795956),Tyler Soderstrom,43795956,OF,5000,TB@ATH 08/10/2026 09:40PM ET,ATH,7.66
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43795953),Wilyer Abreu,43795953,OF,5000,BOS@TOR 08/10/2026 07:07PM ET,BOS,8.13
,,,,,,,,,,,,,,,1B,Matt Olson (43795954),Matt Olson,43795954,1B,5000,NYM@ATL 08/10/2026 07:15PM ET,ATL,9.25
,,,,,,,,,,,,,,,OF,Andy Pages (43795952),Andy Pages,43795952,OF,5000,KC@LAD 08/10/2026 10:10PM ET,LAD,8.49
,,,,,,,,,,,,,,,SP,Blade Tidwell (43795926),Blade Tidwell,43795926,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,4.41
,,,,,,,,,,,,,,,SP,Miguel Mendez (43796633),Miguel Mendez,43796633,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,0
,,,,,,,,,,,,,,,RP,Jose Butto (43796634),Jose Butto,43796634,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,-0.5
,,,,,,,,,,,,,,,SP,Keaton Winn (43796635),Keaton Winn,43796635,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,2.63
,,,,,,,,,,,,,,,RP,Carson Seymour (43796636),Carson Seymour,43796636,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,-0.44
,,,,,,,,,,,,,,,RP,Tristan Beck (43796637),Tristan Beck,43796637,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,0.7
,,,,,,,,,,,,,,,RP,Dylan Smith (43796638),Dylan Smith,43796638,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,2.89
,,,,,,,,,,,,,,,SP,Adrian Houser (43796639),Adrian Houser,43796639,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,7.83
,,,,,,,,,,,,,,,RP,JT Brubaker (43796640),JT Brubaker,43796640,P,5000,HOU@SF 08/10/2026 09:45PM ET,SF,3.38
