Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5207341319,MLB $6K Solo Shot,193142624,$1,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5207341857,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,2. Your current lineup is listed next to each entry (blank for reservations)
5207341864,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5207341880,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5207347516,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,5. For faster processing only include entries you are changing in the file you upload
5207347803,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,
5207348036,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Cal Quantrill (43742188),Cal Quantrill,43742188,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,5.87
,,,,,,,,,,,,,,,RP,Chase Silseth (43742624),Chase Silseth,43742624,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,3.04
,,,,,,,,,,,,,,,SP,David Davalillo (43742628),David Davalillo,43742628,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Leandro Lopez (43742629),Leandro Lopez,43742629,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,RP,Cody Bradford (43742630),Cody Bradford,43742630,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jordan Montgomery (43742631),Jordan Montgomery,43742631,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jose Corniell (43742632),Jose Corniell,43742632,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,-5.62
,,,,,,,,,,,,,,,RP,Tyler Alexander (43742633),Tyler Alexander,43742633,P,6000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.40
,,,,,,,,,,,,,,,SP,Coleman Crow (43742625),Coleman Crow,43742625,P,6000,PIT@MIL 08/03/2026 07:40PM ET,MIL,4.64
,,,,,,,,,,,,,,,RP,DL Hall (43742626),DL Hall,43742626,P,6000,PIT@MIL 08/03/2026 07:40PM ET,MIL,3.87
,,,,,,,,,,,,,,,RP,Bryse Wilson (43742627),Bryse Wilson,43742627,P,6000,PIT@MIL 08/03/2026 07:40PM ET,MIL,4.49
,,,,,,,,,,,,,,,OF,Aaron Judge (43742402),Aaron Judge,43742402,OF,6000,STL@NYY 08/03/2026 07:05PM ET,NYY,9.71
,,,,,,,,,,,,,,,1B,Ben Rice (43742198),Ben Rice,43742198,1B,5900,STL@NYY 08/03/2026 07:05PM ET,NYY,9.31
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43742199),Yandy Diaz,43742199,1B/3B,5800,TB@COL 08/03/2026 08:40PM ET,TB,8.22
,,,,,,,,,,,,,,,SP,Adam Macko (43742634),Adam Macko,43742634,P,5800,TOR@HOU 08/03/2026 08:10PM ET,TOR,2.60
,,,,,,,,,,,,,,,RP,Spencer Miles (43742635),Spencer Miles,43742635,P,5800,TOR@HOU 08/03/2026 08:10PM ET,TOR,7.05
,,,,,,,,,,,,,,,RP,Mason Fluharty (43742636),Mason Fluharty,43742636,P,5800,TOR@HOU 08/03/2026 08:10PM ET,TOR,2.42
,,,,,,,,,,,,,,,RP,Bowden Francis (43742637),Bowden Francis,43742637,P,5800,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Max Scherzer (43742638),Max Scherzer,43742638,P,5800,TOR@HOU 08/03/2026 08:10PM ET,TOR,4.3
,,,,,,,,,,,,,,,SP,Dylan Ray (43742641),Dylan Ray,43742641,P,5700,SD@ARI 08/03/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Gerardo Carrillo (43742642),Gerardo Carrillo,43742642,P,5700,SD@ARI 08/03/2026 09:40PM ET,ARI,9
,,,,,,,,,,,,,,,SP,Cristian Mena (43742643),Cristian Mena,43742643,P,5700,SD@ARI 08/03/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Mitch Bratt (43742644),Mitch Bratt,43742644,P,5700,SD@ARI 08/03/2026 09:40PM ET,ARI,4.62
,,,,,,,,,,,,,,,SP,Zac Gallen (43742645),Zac Gallen,43742645,P,5700,SD@ARI 08/03/2026 09:40PM ET,ARI,6.44
,,,,,,,,,,,,,,,SP,Jose Cabrera (43742646),Jose Cabrera,43742646,P,5700,SD@ARI 08/03/2026 09:40PM ET,ARI,6.09
,,,,,,,,,,,,,,,OF,Mickey Moniak (43742201),Mickey Moniak,43742201,OF,5700,TB@COL 08/03/2026 08:40PM ET,COL,7.85
,,,,,,,,,,,,,,,SP,Tekoah Roby (43742639),Tekoah Roby,43742639,P,5700,STL@NYY 08/03/2026 07:05PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43742640),Brycen Mautz,43742640,P,5700,STL@NYY 08/03/2026 07:05PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Richard Fitts (43742647),Richard Fitts,43742647,P,5700,STL@NYY 08/03/2026 07:05PM ET,STL,0
,,,,,,,,,,,,,,,OF,Corbin Carroll (43742202),Corbin Carroll,43742202,OF,5600,SD@ARI 08/03/2026 09:40PM ET,ARI,8.81
,,,,,,,,,,,,,,,RP,Antwone Kelly (43742648),Antwone Kelly,43742648,P,5600,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.43
,,,,,,,,,,,,,,,RP,Thomas Harrington (43742649),Thomas Harrington,43742649,P,5600,PIT@MIL 08/03/2026 07:40PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Hunter Barco (43742650),Hunter Barco,43742650,P,5600,PIT@MIL 08/03/2026 07:40PM ET,PIT,1.53
,,,,,,,,,,,,,,,RP,Wilber Dotel (43742651),Wilber Dotel,43742651,P,5600,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.85
,,,,,,,,,,,,,,,SP,Griffin Canning (43742189),Griffin Canning,43742189,P,5500,SD@ARI 08/03/2026 09:40PM ET,SD,7.92
,,,,,,,,,,,,,,,SP,Randy Vasquez (43742654),Randy Vasquez,43742654,P,5500,SD@ARI 08/03/2026 09:40PM ET,SD,8.83
,,,,,,,,,,,,,,,SP,Lucas Giolito (43742658),Lucas Giolito,43742658,P,5500,SD@ARI 08/03/2026 09:40PM ET,SD,6.16
,,,,,,,,,,,,,,,RP,Jhony Brito (43742660),Jhony Brito,43742660,P,5500,SD@ARI 08/03/2026 09:40PM ET,SD,4.33
,,,,,,,,,,,,,,,SP,Kyle Hart (43742662),Kyle Hart,43742662,P,5500,SD@ARI 08/03/2026 09:40PM ET,SD,3.48
,,,,,,,,,,,,,,,RP,Jose Butto (43742655),Jose Butto,43742655,P,5500,SF@TEX 08/03/2026 08:05PM ET,SF,-0.5
,,,,,,,,,,,,,,,SP,Adrian Houser (43742656),Adrian Houser,43742656,P,5500,SF@TEX 08/03/2026 08:05PM ET,SF,7.73
,,,,,,,,,,,,,,,RP,Hayden Birdsong (43742657),Hayden Birdsong,43742657,P,5500,SF@TEX 08/03/2026 08:05PM ET,SF,0
,,,,,,,,,,,,,,,SP,Caleb Kilian (43742659),Caleb Kilian,43742659,P,5500,SF@TEX 08/03/2026 08:05PM ET,SF,3.11
,,,,,,,,,,,,,,,SP,Keaton Winn (43742661),Keaton Winn,43742661,P,5500,SF@TEX 08/03/2026 08:05PM ET,SF,2.63
,,,,,,,,,,,,,,,OF,Jordan Walker (43742203),Jordan Walker,43742203,OF,5500,STL@NYY 08/03/2026 07:05PM ET,STL,9.17
,,,,,,,,,,,,,,,SP,Luis Gil (43742652),Luis Gil,43742652,P,5500,STL@NYY 08/03/2026 07:05PM ET,NYY,5.52
,,,,,,,,,,,,,,,SP,Elmer Rodriguez (43742653),Elmer Rodriguez,43742653,P,5500,STL@NYY 08/03/2026 07:05PM ET,NYY,5.11
,,,,,,,,,,,,,,,OF,Jackson Chourio (43742204),Jackson Chourio,43742204,OF,5400,PIT@MIL 08/03/2026 07:40PM ET,MIL,8.99
,,,,,,,,,,,,,,,1B,Freddie Freeman (43742205),Freddie Freeman,43742205,1B,5400,LAD@CHC 08/03/2026 08:05PM ET,LAD,8.27
,,,,,,,,,,,,,,,2B,Brice Turang (43742207),Brice Turang,43742207,2B,5300,PIT@MIL 08/03/2026 07:40PM ET,MIL,9.4
,,,,,,,,,,,,,,,OF,Seiya Suzuki (43742206),Seiya Suzuki,43742206,OF,5300,LAD@CHC 08/03/2026 08:05PM ET,CHC,8.59
,,,,,,,,,,,,,,,2B,Brandon Lowe (43742209),Brandon Lowe,43742209,2B,5200,PIT@MIL 08/03/2026 07:40PM ET,PIT,8.72
,,,,,,,,,,,,,,,OF,Oneil Cruz (43742403),Oneil Cruz,43742403,OF,5200,PIT@MIL 08/03/2026 07:40PM ET,PIT,10.39
,,,,,,,,,,,,,,,3B,Max Muncy (43742208),Max Muncy,43742208,3B,5200,LAD@CHC 08/03/2026 08:05PM ET,LAD,7.50
,,,,,,,,,,,,,,,2B,Ketel Marte (43742210),Ketel Marte,43742210,2B,5100,SD@ARI 08/03/2026 09:40PM ET,ARI,7.97
,,,,,,,,,,,,,,,3B,Manny Machado (43742211),Manny Machado,43742211,3B,5100,SD@ARI 08/03/2026 09:40PM ET,SD,7.43
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43742190),Michael Lorenzen,43742190,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,5.87
,,,,,,,,,,,,,,,SP,Ryan Feltner (43742663),Ryan Feltner,43742663,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,8.54
,,,,,,,,,,,,,,,SP,Kyle Freeland (43742664),Kyle Freeland,43742664,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,8.60
,,,,,,,,,,,,,,,SP,Chase Dollander (43742665),Chase Dollander,43742665,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,13.1
,,,,,,,,,,,,,,,RP,Tanner Gordon (43742666),Tanner Gordon,43742666,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,7.61
,,,,,,,,,,,,,,,SP,Antonio Senzatela (43742667),Antonio Senzatela,43742667,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,4.78
,,,,,,,,,,,,,,,SP,Pierson Ohl (43742668),Pierson Ohl,43742668,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43742669),Tomoyuki Sugano,43742669,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,10.83
,,,,,,,,,,,,,,,SP,Sean Sullivan (43742670),Sean Sullivan,43742670,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,1.89
,,,,,,,,,,,,,,,RP,Jose Quintana (43742671),Jose Quintana,43742671,P,5000,TB@COL 08/03/2026 08:40PM ET,COL,6.05
,,,,,,,,,,,,,,,SS,Jeremy Pena (43742213),Jeremy Pena,43742213,SS,5000,TOR@HOU 08/03/2026 08:10PM ET,HOU,9.69
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43742212),JJ Wetherholt,43742212,2B,5000,STL@NYY 08/03/2026 07:05PM ET,STL,7.99
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43746463),Luis Garcia Jr.,43746463,1B,5000,STL@NYY 08/03/2026 07:05PM ET,NYY,7.97
,,,,,,,,,,,,,,,OF,Jake McCarthy (43742214),Jake McCarthy,43742214,OF,4900,TB@COL 08/03/2026 08:40PM ET,COL,8.29
,,,,,,,,,,,,,,,OF,Jonny DeLuca (43742216),Jonny DeLuca,43742216,OF,4900,TB@COL 08/03/2026 08:40PM ET,TB,6.49
,,,,,,,,,,,,,,,OF,Christian Yelich (43742215),Christian Yelich,43742215,OF,4900,PIT@MIL 08/03/2026 07:40PM ET,MIL,7.90
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43742219),Jonathan Aranda,43742219,1B,4800,TB@COL 08/03/2026 08:40PM ET,TB,7.65
,,,,,,,,,,,,,,,OF,Bryan Reynolds (43742217),Bryan Reynolds,43742217,OF,4800,PIT@MIL 08/03/2026 07:40PM ET,PIT,8.51
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (43742404),Ryan O'Hearn,43742404,1B,4800,PIT@MIL 08/03/2026 07:40PM ET,PIT,7.95
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43742218),Jazz Chisholm Jr.,43742218,2B,4800,STL@NYY 08/03/2026 07:05PM ET,NYY,7.92
,,,,,,,,,,,,,,,OF,Cody Bellinger (43742405),Cody Bellinger,43742405,OF,4800,STL@NYY 08/03/2026 07:05PM ET,NYY,7.79
,,,,,,,,,,,,,,,SS,Corey Seager (43742220),Corey Seager,43742220,SS,4700,SF@TEX 08/03/2026 08:05PM ET,TEX,6.85
,,,,,,,,,,,,,,,OF,Chandler Simpson (43742224),Chandler Simpson,43742224,OF,4700,TB@COL 08/03/2026 08:40PM ET,TB,6.66
,,,,,,,,,,,,,,,OF,Cole Carrigg (43742225),Cole Carrigg,43742225,OF,4700,TB@COL 08/03/2026 08:40PM ET,COL,8.77
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43742222),Jake Bauers,43742222,1B/OF,4700,PIT@MIL 08/03/2026 07:40PM ET,MIL,8.63
,,,,,,,,,,,,,,,OF,Andy Pages (43742221),Andy Pages,43742221,OF,4700,LAD@CHC 08/03/2026 08:05PM ET,LAD,8.52
,,,,,,,,,,,,,,,C,Gabriel Moreno (43742226),Gabriel Moreno,43742226,C,4600,SD@ARI 08/03/2026 09:40PM ET,ARI,7.68
,,,,,,,,,,,,,,,1B,Alec Burleson (43742227),Alec Burleson,43742227,1B,4600,STL@NYY 08/03/2026 07:05PM ET,STL,7.99
,,,,,,,,,,,,,,,OF,Wyatt Langford (43742228),Wyatt Langford,43742228,OF,4500,SF@TEX 08/03/2026 08:05PM ET,TEX,8.73
,,,,,,,,,,,,,,,3B,Casey Schmitt (43742406),Casey Schmitt,43742406,3B,4500,SF@TEX 08/03/2026 08:05PM ET,SF,8.02
,,,,,,,,,,,,,,,1B,Michael Busch (43742229),Michael Busch,43742229,1B,4500,LAD@CHC 08/03/2026 08:05PM ET,CHC,7.39
,,,,,,,,,,,,,,,2B/3B,Tommy Edman (43742230),Tommy Edman,43742230,2B/3B,4500,LAD@CHC 08/03/2026 08:05PM ET,LAD,7.22
,,,,,,,,,,,,,,,OF,Jackson Merrill (43742233),Jackson Merrill,43742233,OF,4400,SD@ARI 08/03/2026 09:40PM ET,SD,7.66
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43742232),Vladimir Guerrero Jr.,43742232,1B,4400,TOR@HOU 08/03/2026 08:10PM ET,TOR,6.82
,,,,,,,,,,,,,,,C,Endy Rodriguez (43742235),Endy Rodriguez,43742235,C,4400,PIT@MIL 08/03/2026 07:40PM ET,PIT,6.85
,,,,,,,,,,,,,,,SS,Mookie Betts (43742234),Mookie Betts,43742234,SS,4400,LAD@CHC 08/03/2026 08:05PM ET,LAD,6.97
,,,,,,,,,,,,,,,3B,Alex Bregman (43742236),Alex Bregman,43742236,3B,4400,LAD@CHC 08/03/2026 08:05PM ET,CHC,7.22
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43742407),Giancarlo Stanton,43742407,OF,4400,STL@NYY 08/03/2026 07:05PM ET,NYY,6.79
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43742240),Geraldo Perdomo,43742240,SS,4300,SD@ARI 08/03/2026 09:40PM ET,ARI,7.48
,,,,,,,,,,,,,,,2B,Luis Arraez (43742242),Luis Arraez,43742242,2B,4300,SF@TEX 08/03/2026 08:05PM ET,SF,7.76
,,,,,,,,,,,,,,,1B,TJ Rumfield (43742237),TJ Rumfield,43742237,1B,4300,TB@COL 08/03/2026 08:40PM ET,COL,7.50
,,,,,,,,,,,,,,,OF,Victor Mesa Jr. (43742241),Victor Mesa Jr.,43742241,OF,4300,TB@COL 08/03/2026 08:40PM ET,TB,5.69
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43742243),Willi Castro,43742243,2B/3B,4300,TB@COL 08/03/2026 08:40PM ET,COL,7.17
,,,,,,,,,,,,,,,OF,Esmerlyn Valdez (43742239),Esmerlyn Valdez,43742239,OF,4300,PIT@MIL 08/03/2026 07:40PM ET,PIT,9.43
,,,,,,,,,,,,,,,OF,Trent Grisham (43742238),Trent Grisham,43742238,OF,4300,STL@NYY 08/03/2026 07:05PM ET,NYY,6.87
,,,,,,,,,,,,,,,1B,Rafael Devers (43742245),Rafael Devers,43742245,1B,4200,SF@TEX 08/03/2026 08:05PM ET,SF,7.84
,,,,,,,,,,,,,,,3B,Josh Jung (43742408),Josh Jung,43742408,3B,4200,SF@TEX 08/03/2026 08:05PM ET,TEX,7.29
,,,,,,,,,,,,,,,OF,Cedric Mullins (43742251),Cedric Mullins,43742251,OF,4200,TB@COL 08/03/2026 08:40PM ET,TB,6.31
,,,,,,,,,,,,,,,OF,George Springer (43742248),George Springer,43742248,OF,4200,TOR@HOU 08/03/2026 08:10PM ET,TOR,7.51
,,,,,,,,,,,,,,,3B,Isaac Paredes (43742250),Isaac Paredes,43742250,3B,4200,TOR@HOU 08/03/2026 08:10PM ET,HOU,7.27
,,,,,,,,,,,,,,,C,William Contreras (43742247),William Contreras,43742247,C,4200,PIT@MIL 08/03/2026 07:40PM ET,MIL,7.18
,,,,,,,,,,,,,,,SS,Dansby Swanson (43742246),Dansby Swanson,43742246,SS,4200,LAD@CHC 08/03/2026 08:05PM ET,CHC,7.49
,,,,,,,,,,,,,,,OF,Kyle Tucker (43742249),Kyle Tucker,43742249,OF,4200,LAD@CHC 08/03/2026 08:05PM ET,LAD,7.07
,,,,,,,,,,,,,,,1B,Ty France (43742253),Ty France,43742253,1B,4100,SD@ARI 08/03/2026 09:40PM ET,SD,7.13
,,,,,,,,,,,,,,,OF,Heliot Ramos (43742254),Heliot Ramos,43742254,OF,4100,SF@TEX 08/03/2026 08:05PM ET,SF,7.04
,,,,,,,,,,,,,,,SS,Willy Adames (43742257),Willy Adames,43742257,SS,4100,SF@TEX 08/03/2026 08:05PM ET,SF,7.03
,,,,,,,,,,,,,,,2B,Jose Altuve (43742256),Jose Altuve,43742256,2B,4100,TOR@HOU 08/03/2026 08:10PM ET,HOU,6.76
,,,,,,,,,,,,,,,3B,Nick Gonzales (43742255),Nick Gonzales,43742255,3B,4100,PIT@MIL 08/03/2026 07:40PM ET,PIT,7.30
,,,,,,,,,,,,,,,C,Ivan Herrera (43742252),Ivan Herrera,43742252,C,4100,STL@NYY 08/03/2026 07:05PM ET,STL,7.47
,,,,,,,,,,,,,,,RP,Blake Walston (43742672),Blake Walston,43742672,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43742680),Garrett Hawkins,43742680,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,SP,Miguel Mendez (43742690),Miguel Mendez,43742690,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Kade Strowd (43742697),Kade Strowd,43742697,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,A.J. Puk (43742698),A.J. Puk,43742698,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jason Adam (43742703),Jason Adam,43742703,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Adrian Morejon (43742705),Adrian Morejon,43742705,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,4.35
,,,,,,,,,,,,,,,RP,Alek Jacob (43742714),Alek Jacob,43742714,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,5.48
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43742732),Andrew Hoffmann,43742732,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,Paul Sewald (43742738),Paul Sewald,43742738,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.29
,,,,,,,,,,,,,,,RP,Drey Jameson (43742739),Drey Jameson,43742739,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43742743),Andrew Saalfrank,43742743,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Yuki Matsui (43742746),Yuki Matsui,43742746,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,4.49
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43742752),Kevin Ginkel,43742752,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.89
,,,,,,,,,,,,,,,RP,Mason Miller (43742753),Mason Miller,43742753,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,5.94
,,,,,,,,,,,,,,,RP,Juan Morillo (43742754),Juan Morillo,43742754,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,3.42
,,,,,,,,,,,,,,,RP,Philip Abner (43742776),Philip Abner,43742776,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,1.72
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43742785),Jonathan Loaisiga,43742785,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.56
,,,,,,,,,,,,,,,RP,David Morgan (43742800),David Morgan,43742800,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43742819),Bradgley Rodriguez,43742819,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,3.44
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43742828),Brandyn Garcia,43742828,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,3.02
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43742829),Bryan Hoeing,43742829,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Wandy Peralta (43742833),Wandy Peralta,43742833,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,2.43
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43742839),Jeremiah Estrada,43742839,P,4000,SD@ARI 08/03/2026 09:40PM ET,SD,3.29
,,,,,,,,,,,,,,,RP,Justin Martinez (43742841),Justin Martinez,43742841,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Ryan Thompson (43742845),Ryan Thompson,43742845,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.03
,,,,,,,,,,,,,,,RP,Taylor Clarke (43742849),Taylor Clarke,43742849,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,2.50
,,,,,,,,,,,,,,,RP,Juan Burgos (43742851),Juan Burgos,43742851,P,4000,SD@ARI 08/03/2026 09:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,RP,Nolan Kingham (43742675),Nolan Kingham,43742675,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,RP,Rowan Wick (43742676),Rowan Wick,43742676,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,0
,,,,,,,,,,,,,,,RP,Winston Santos (43742693),Winston Santos,43742693,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Reiver Sanmartin (43742696),Reiver Sanmartin,43742696,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,5.25
,,,,,,,,,,,,,,,RP,Matt Gage (43742704),Matt Gage,43742704,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,1.76
,,,,,,,,,,,,,,,RP,Chris Martin (43742706),Chris Martin,43742706,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,0.54
,,,,,,,,,,,,,,,RP,Cole Winn (43742710),Cole Winn,43742710,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.23
,,,,,,,,,,,,,,,RP,Erik Miller (43742712),Erik Miller,43742712,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,3.24
,,,,,,,,,,,,,,,RP,Joel Peguero (43742717),Joel Peguero,43742717,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,1.81
,,,,,,,,,,,,,,,RP,Jason Foley (43742751),Jason Foley,43742751,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,0.89
,,,,,,,,,,,,,,,RP,Ben Peoples (43742755),Ben Peoples,43742755,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,1.97
,,,,,,,,,,,,,,,RP,Randy Rodriguez (43742758),Randy Rodriguez,43742758,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,0
,,,,,,,,,,,,,,,RP,Robert Garcia (43742760),Robert Garcia,43742760,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,1.87
,,,,,,,,,,,,,,,RP,Sam Hentges (43742762),Sam Hentges,43742762,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,2.42
,,,,,,,,,,,,,,,RP,Jakob Junis (43742795),Jakob Junis,43742795,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.84
,,,,,,,,,,,,,,,RP,Carter Baumler (43742802),Carter Baumler,43742802,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Emiliano Teodo (43742803),Emiliano Teodo,43742803,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,-1.25
,,,,,,,,,,,,,,,RP,Spencer Bivens (43742826),Spencer Bivens,43742826,P,4000,SF@TEX 08/03/2026 08:05PM ET,SF,4.05
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43742830),Robby Ahlstrom,43742830,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.05
,,,,,,,,,,,,,,,RP,Jalen Beeks (43742835),Jalen Beeks,43742835,P,4000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.24
