Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5211324838,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,1. Column A lists all of your contest entries for this draftgroup
5211324977,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,2. Your current lineup is listed next to each entry (blank for reservations)
5211324978,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5211324979,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5211324980,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,5. For faster processing only include entries you are changing in the file you upload
5211324981,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,
5211324982,MLB $7.5K Solo Shot,193355900,$1,Adrian Houser (43772529),Noah Schultz (43772528),Jhonny Pereda (43772757),Bryce Eldridge (43772637),Anthony Seigler (43772703),Brendan Donovan (43772704),Tyler Tolbert (43772715),Jac Caglianone (43772586),Jake McCarthy (43772589),Ceddanne Rafaela (43772588),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Kutter Crawford (43773196),Kutter Crawford,43773196,P,7000,ATH@BOS 08/07/2026 07:10PM ET,BOS,0
,,,,,,,,,,,,,,,RP,Eduardo Rivera (43773197),Eduardo Rivera,43773197,P,7000,ATH@BOS 08/07/2026 07:10PM ET,BOS,5.02
,,,,,,,,,,,,,,,SP,Yusei Kikuchi (43773188),Yusei Kikuchi,43773188,P,7000,LAA@MIA 08/07/2026 07:10PM ET,LAA,9.39
,,,,,,,,,,,,,,,SP,Logan Evans (43773183),Logan Evans,43773183,P,7000,TB@SEA 08/07/2026 09:45PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Cooper Criswell (43773184),Cooper Criswell,43773184,P,7000,TB@SEA 08/07/2026 09:45PM ET,SEA,2.95
,,,,,,,,,,,,,,,SP,Ronel Blanco (43772522),Ronel Blanco,43772522,P,7000,HOU@SD 08/07/2026 09:40PM ET,HOU,9.87
,,,,,,,,,,,,,,,SP,JP Sears (43773185),JP Sears,43773185,P,7000,HOU@SD 08/07/2026 09:40PM ET,SD,9.24
,,,,,,,,,,,,,,,SP,Walker Buehler (43773186),Walker Buehler,43773186,P,7000,HOU@SD 08/07/2026 09:40PM ET,SD,10.37
,,,,,,,,,,,,,,,SP,Lucas Giolito (43773187),Lucas Giolito,43773187,P,7000,HOU@SD 08/07/2026 09:40PM ET,SD,6.16
,,,,,,,,,,,,,,,RP,Hayden Wesneski (43773190),Hayden Wesneski,43773190,P,7000,HOU@SD 08/07/2026 09:40PM ET,HOU,15.32
,,,,,,,,,,,,,,,SP,Cristian Javier (43773191),Cristian Javier,43773191,P,7000,HOU@SD 08/07/2026 09:40PM ET,HOU,4.74
,,,,,,,,,,,,,,,SP,Mike Burrows (43773192),Mike Burrows,43773192,P,7000,HOU@SD 08/07/2026 09:40PM ET,HOU,9.02
,,,,,,,,,,,,,,,RP,Jason Alexander (43773193),Jason Alexander,43773193,P,7000,HOU@SD 08/07/2026 09:40PM ET,HOU,4.31
,,,,,,,,,,,,,,,RP,AJ Blubaugh (43773194),AJ Blubaugh,43773194,P,7000,HOU@SD 08/07/2026 09:40PM ET,HOU,4.92
,,,,,,,,,,,,,,,SP,Cade Povich (43773203),Cade Povich,43773203,P,6800,BAL@TEX 08/07/2026 08:15PM ET,BAL,12
,,,,,,,,,,,,,,,SP,Cole Ragans (43773204),Cole Ragans,43773204,P,6800,CHC@KC 08/07/2026 08:10PM ET,KC,13.19
,,,,,,,,,,,,,,,SP,Noah Cameron (43773205),Noah Cameron,43773205,P,6800,CHC@KC 08/07/2026 08:10PM ET,KC,14.41
,,,,,,,,,,,,,,,RP,Seth Lugo (43773206),Seth Lugo,43773206,P,6800,CHC@KC 08/07/2026 08:10PM ET,KC,11.59
,,,,,,,,,,,,,,,SP,Connor Prielipp (43772523),Connor Prielipp,43772523,P,6800,MIN@MIL 08/07/2026 07:40PM ET,MIN,13.50
,,,,,,,,,,,,,,,RP,Kendry Rojas (43773198),Kendry Rojas,43773198,P,6800,MIN@MIL 08/07/2026 07:40PM ET,MIN,7.43
,,,,,,,,,,,,,,,RP,Jack Anderson (43773199),Jack Anderson,43773199,P,6800,MIN@MIL 08/07/2026 07:40PM ET,MIN,5.99
,,,,,,,,,,,,,,,SP,Zebby Matthews (43773200),Zebby Matthews,43773200,P,6800,MIN@MIL 08/07/2026 07:40PM ET,MIN,12.63
,,,,,,,,,,,,,,,SP,Dean Kremer (43773201),Dean Kremer,43773201,P,6800,MIN@MIL 08/07/2026 07:40PM ET,MIN,11.23
,,,,,,,,,,,,,,,SP,David Festa (43773202),David Festa,43773202,P,6800,MIN@MIL 08/07/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Logan Allen (43773216),Logan Allen,43773216,P,6700,CLE@CWS 08/07/2026 07:40PM ET,CLE,11.75
,,,,,,,,,,,,,,,RP,Ian Seymour (43773207),Ian Seymour,43773207,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,7.58
,,,,,,,,,,,,,,,SP,Tyler Wells (43773212),Tyler Wells,43773212,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,4.12
,,,,,,,,,,,,,,,RP,Steven Wilson (43773213),Steven Wilson,43773213,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,0
,,,,,,,,,,,,,,,SP,Steven Matz (43773214),Steven Matz,43773214,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,6.06
,,,,,,,,,,,,,,,RP,Jesse Scholtens (43773215),Jesse Scholtens,43773215,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,11.42
,,,,,,,,,,,,,,,SP,Ryan Pepiot (43773217),Ryan Pepiot,43773217,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,0
,,,,,,,,,,,,,,,RP,Mason Englert (43773219),Mason Englert,43773219,P,6700,TB@SEA 08/07/2026 09:45PM ET,TB,5.55
,,,,,,,,,,,,,,,SP,Quinn Mathews (43773208),Quinn Mathews,43773208,P,6700,COL@STL 08/07/2026 08:15PM ET,STL,7.85
,,,,,,,,,,,,,,,RP,Matthew Liberatore (43773209),Matthew Liberatore,43773209,P,6700,COL@STL 08/07/2026 08:15PM ET,STL,11.77
,,,,,,,,,,,,,,,RP,Joey Wentz (43773210),Joey Wentz,43773210,P,6700,ATL@NYY 08/07/2026 07:05PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Grant Holmes (43773211),Grant Holmes,43773211,P,6700,ATL@NYY 08/07/2026 07:05PM ET,ATL,12.64
,,,,,,,,,,,,,,,SP,Hurston Waldrep (43773218),Hurston Waldrep,43773218,P,6700,ATL@NYY 08/07/2026 07:05PM ET,ATL,2.33
,,,,,,,,,,,,,,,SP,Merrill Kelly (43772524),Merrill Kelly,43772524,P,6600,LAD@ARI 08/07/2026 09:40PM ET,ARI,10.60
,,,,,,,,,,,,,,,SP,Ryne Nelson (43773220),Ryne Nelson,43773220,P,6600,LAD@ARI 08/07/2026 09:40PM ET,ARI,11.11
,,,,,,,,,,,,,,,RP,Kohl Drake (43773221),Kohl Drake,43773221,P,6600,LAD@ARI 08/07/2026 09:40PM ET,ARI,6.52
,,,,,,,,,,,,,,,SP,Mitch Bratt (43773222),Mitch Bratt,43773222,P,6600,LAD@ARI 08/07/2026 09:40PM ET,ARI,9.74
,,,,,,,,,,,,,,,RP,Jacob Latz (43773227),Jacob Latz,43773227,P,6500,BAL@TEX 08/07/2026 08:15PM ET,TEX,4.66
,,,,,,,,,,,,,,,SP,Jack Leiter (43773228),Jack Leiter,43773228,P,6500,BAL@TEX 08/07/2026 08:15PM ET,TEX,12.71
,,,,,,,,,,,,,,,SP,Kumar Rocker (43773229),Kumar Rocker,43773229,P,6500,BAL@TEX 08/07/2026 08:15PM ET,TEX,12.8
,,,,,,,,,,,,,,,RP,Cody Bradford (43773236),Cody Bradford,43773236,P,6500,BAL@TEX 08/07/2026 08:15PM ET,TEX,15.55
,,,,,,,,,,,,,,,SP,David Peterson (43773230),David Peterson,43773230,P,6500,CHC@KC 08/07/2026 08:10PM ET,CHC,9.36
,,,,,,,,,,,,,,,RP,Colin Rea (43773231),Colin Rea,43773231,P,6500,CHC@KC 08/07/2026 08:10PM ET,CHC,11.15
,,,,,,,,,,,,,,,SP,Jordan Wicks (43773232),Jordan Wicks,43773232,P,6500,CHC@KC 08/07/2026 08:10PM ET,CHC,0.66
,,,,,,,,,,,,,,,RP,Ethan Roberts (43773233),Ethan Roberts,43773233,P,6500,CHC@KC 08/07/2026 08:10PM ET,CHC,1.93
,,,,,,,,,,,,,,,SP,Javier Assad (43773234),Javier Assad,43773234,P,6500,CHC@KC 08/07/2026 08:10PM ET,CHC,9.58
,,,,,,,,,,,,,,,RP,Aaron Civale (43773235),Aaron Civale,43773235,P,6500,CHC@KC 08/07/2026 08:10PM ET,CHC,7.78
,,,,,,,,,,,,,,,OF,Yordan Alvarez (43772532),Yordan Alvarez,43772532,OF,6500,HOU@SD 08/07/2026 09:40PM ET,HOU,10.58
,,,,,,,,,,,,,,,RP,Drew Anderson (43773223),Drew Anderson,43773223,P,6500,DET@SF 08/07/2026 10:15PM ET,DET,5.10
,,,,,,,,,,,,,,,SP,Reese Olson (43773224),Reese Olson,43773224,P,6500,DET@SF 08/07/2026 10:15PM ET,DET,0
,,,,,,,,,,,,,,,SP,Jackson Jobe (43773225),Jackson Jobe,43773225,P,6500,DET@SF 08/07/2026 10:15PM ET,DET,0
,,,,,,,,,,,,,,,SP,Justin Verlander (43773226),Justin Verlander,43773226,P,6500,DET@SF 08/07/2026 10:15PM ET,DET,-4.55
,,,,,,,,,,,,,,,1B/OF,Shohei Ohtani (43772533),Shohei Ohtani,43772533,1B/OF,6400,LAD@ARI 08/07/2026 09:40PM ET,LAD,9.69
,,,,,,,,,,,,,,,SP,Jack Perkins (43772525),Jack Perkins,43772525,P,6400,ATH@BOS 08/07/2026 07:10PM ET,ATH,6.49
,,,,,,,,,,,,,,,SP,Luis Morales (43773237),Luis Morales,43773237,P,6400,ATH@BOS 08/07/2026 07:10PM ET,ATH,-2.24
,,,,,,,,,,,,,,,SP,Gage Jump (43773238),Gage Jump,43773238,P,6400,ATH@BOS 08/07/2026 07:10PM ET,ATH,14.11
,,,,,,,,,,,,,,,SP,Luis Severino (43773239),Luis Severino,43773239,P,6400,ATH@BOS 08/07/2026 07:10PM ET,ATH,13.72
,,,,,,,,,,,,,,,RP,Jacob Lopez (43773240),Jacob Lopez,43773240,P,6400,ATH@BOS 08/07/2026 07:10PM ET,ATH,8.88
,,,,,,,,,,,,,,,RP,Mason Barnett (43773241),Mason Barnett,43773241,P,6400,ATH@BOS 08/07/2026 07:10PM ET,ATH,5.07
,,,,,,,,,,,,,,,SP,Gavin Stone (43773242),Gavin Stone,43773242,P,6300,LAD@ARI 08/07/2026 09:40PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Bobby Miller (43773243),Bobby Miller,43773243,P,6300,LAD@ARI 08/07/2026 09:40PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Landon Knack (43773244),Landon Knack,43773244,P,6300,LAD@ARI 08/07/2026 09:40PM ET,LAD,1.92
,,,,,,,,,,,,,,,RP,Eric Lauer (43773245),Eric Lauer,43773245,P,6300,LAD@ARI 08/07/2026 09:40PM ET,LAD,9.64
,,,,,,,,,,,,,,,OF,Pete Crow-Armstrong (43772535),Pete Crow-Armstrong,43772535,OF,6300,CHC@KC 08/07/2026 08:10PM ET,CHC,10.53
,,,,,,,,,,,,,,,SP,Tyler Phillips (43772526),Tyler Phillips,43772526,P,6200,LAA@MIA 08/07/2026 07:10PM ET,MIA,7.16
,,,,,,,,,,,,,,,SP,Robby Snelling (43773246),Robby Snelling,43773246,P,6200,LAA@MIA 08/07/2026 07:10PM ET,MIA,3.85
,,,,,,,,,,,,,,,RP,Janson Junk (43773247),Janson Junk,43773247,P,6200,LAA@MIA 08/07/2026 07:10PM ET,MIA,11.03
,,,,,,,,,,,,,,,SP,Colton Gordon (43773248),Colton Gordon,43773248,P,6200,MIN@MIL 08/07/2026 07:40PM ET,MIL,1
,,,,,,,,,,,,,,,SP,Quinn Priester (43773249),Quinn Priester,43773249,P,6200,MIN@MIL 08/07/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (43772536),Fernando Tatis Jr.,43772536,OF,6200,HOU@SD 08/07/2026 09:40PM ET,SD,8.33
,,,,,,,,,,,,,,,SP,Brayan Bello (43773258),Brayan Bello,43773258,P,6000,ATH@BOS 08/07/2026 07:10PM ET,BOS,9.13
,,,,,,,,,,,,,,,SP,Johan Oviedo (43773259),Johan Oviedo,43773259,P,6000,ATH@BOS 08/07/2026 07:10PM ET,BOS,1.45
,,,,,,,,,,,,,,,RP,Mitch Farris (43773256),Mitch Farris,43773256,P,6000,LAA@MIA 08/07/2026 07:10PM ET,LAA,4.64
,,,,,,,,,,,,,,,SP,Grayson Rodriguez (43773257),Grayson Rodriguez,43773257,P,6000,LAA@MIA 08/07/2026 07:10PM ET,LAA,7.01
,,,,,,,,,,,,,,,3B,Junior Caminero (43772537),Junior Caminero,43772537,3B,6000,TB@SEA 08/07/2026 09:45PM ET,TB,9.27
,,,,,,,,,,,,,,,SP,Ryan Feltner (43772527),Ryan Feltner,43772527,P,6000,COL@STL 08/07/2026 08:15PM ET,COL,8.54
,,,,,,,,,,,,,,,RP,Zach Agnos (43773250),Zach Agnos,43773250,P,6000,COL@STL 08/07/2026 08:15PM ET,COL,2.85
,,,,,,,,,,,,,,,RP,Gabriel Hughes (43773251),Gabriel Hughes,43773251,P,6000,COL@STL 08/07/2026 08:15PM ET,COL,12.19
,,,,,,,,,,,,,,,SP,Kyle Hart (43773252),Kyle Hart,43773252,P,6000,HOU@SD 08/07/2026 09:40PM ET,SD,3.70
,,,,,,,,,,,,,,,SP,Griffin Canning (43773253),Griffin Canning,43773253,P,6000,HOU@SD 08/07/2026 09:40PM ET,SD,7.22
,,,,,,,,,,,,,,,SP,Randy Vasquez (43773254),Randy Vasquez,43773254,P,6000,HOU@SD 08/07/2026 09:40PM ET,SD,9.23
,,,,,,,,,,,,,,,RP,Jhony Brito (43773255),Jhony Brito,43773255,P,6000,HOU@SD 08/07/2026 09:40PM ET,SD,4.33
,,,,,,,,,,,,,,,OF,Aaron Judge (43772886),Aaron Judge,43772886,OF,6000,ATL@NYY 08/07/2026 07:05PM ET,NYY,9.71
,,,,,,,,,,,,,,,1B,Ben Rice (43772538),Ben Rice,43772538,1B,5900,ATL@NYY 08/07/2026 07:05PM ET,NYY,9.16
,,,,,,,,,,,,,,,RP,Albert Suarez (43773270),Albert Suarez,43773270,P,5800,BAL@TEX 08/07/2026 08:15PM ET,BAL,4.90
,,,,,,,,,,,,,,,RP,Keegan Akin (43773271),Keegan Akin,43773271,P,5800,BAL@TEX 08/07/2026 08:15PM ET,BAL,1.53
,,,,,,,,,,,,,,,SP,Chris Bassitt (43773272),Chris Bassitt,43773272,P,5800,BAL@TEX 08/07/2026 08:15PM ET,BAL,7.56
,,,,,,,,,,,,,,,SP,Trey Gibson (43773273),Trey Gibson,43773273,P,5800,BAL@TEX 08/07/2026 08:15PM ET,BAL,5.73
,,,,,,,,,,,,,,,SP,Noah Schultz (43772528),Noah Schultz,43772528,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,9.43
,,,,,,,,,,,,,,,RP,Jose Urquidy (43773260),Jose Urquidy,43773260,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,0.81
,,,,,,,,,,,,,,,RP,Trevor Richards (43773261),Trevor Richards,43773261,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,4.08
,,,,,,,,,,,,,,,SP,Erick Fedde (43773262),Erick Fedde,43773262,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,9.13
,,,,,,,,,,,,,,,RP,Mike Vasil (43773263),Mike Vasil,43773263,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Joe Rock (43773264),Joe Rock,43773264,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,6.21
,,,,,,,,,,,,,,,RP,Anthony Kay (43773265),Anthony Kay,43773265,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,11.22
,,,,,,,,,,,,,,,RP,Grant Taylor (43773266),Grant Taylor,43773266,P,5800,CLE@CWS 08/07/2026 07:40PM ET,CWS,5.64
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (43772539),Bobby Witt Jr.,43772539,SS,5800,CHC@KC 08/07/2026 08:10PM ET,KC,9.32
,,,,,,,,,,,,,,,RP,Yoendrys Gomez (43773267),Yoendrys Gomez,43773267,P,5800,MIN@MIL 08/07/2026 07:40PM ET,MIN,2.94
,,,,,,,,,,,,,,,RP,Marco Raya (43773268),Marco Raya,43773268,P,5800,MIN@MIL 08/07/2026 07:40PM ET,MIN,4.23
,,,,,,,,,,,,,,,RP,Mike Paredes (43773269),Mike Paredes,43773269,P,5800,MIN@MIL 08/07/2026 07:40PM ET,MIN,5.34
,,,,,,,,,,,,,,,RP,Daniel Espino (43773278),Daniel Espino,43773278,P,5700,CLE@CWS 08/07/2026 07:40PM ET,CLE,4.35
,,,,,,,,,,,,,,,SP,Coleman Crow (43773281),Coleman Crow,43773281,P,5700,MIN@MIL 08/07/2026 07:40PM ET,MIL,4.64
,,,,,,,,,,,,,,,RP,DL Hall (43773282),DL Hall,43773282,P,5700,MIN@MIL 08/07/2026 07:40PM ET,MIL,3.49
,,,,,,,,,,,,,,,RP,Antonio Senzatela (43773283),Antonio Senzatela,43773283,P,5700,MIN@MIL 08/07/2026 07:40PM ET,MIL,4.63
,,,,,,,,,,,,,,,RP,Bryse Wilson (43773287),Bryse Wilson,43773287,P,5700,MIN@MIL 08/07/2026 07:40PM ET,MIL,4.49
,,,,,,,,,,,,,,,C,Hunter Goodman (43772540),Hunter Goodman,43772540,C,5700,COL@STL 08/07/2026 08:15PM ET,COL,8.90
,,,,,,,,,,,,,,,SP,Tekoah Roby (43773279),Tekoah Roby,43773279,P,5700,COL@STL 08/07/2026 08:15PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43773280),Brycen Mautz,43773280,P,5700,COL@STL 08/07/2026 08:15PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Richard Fitts (43773284),Richard Fitts,43773284,P,5700,COL@STL 08/07/2026 08:15PM ET,STL,0
,,,,,,,,,,,,,,,OF,Ronald Acuna Jr. (43772541),Ronald Acuna Jr.,43772541,OF,5700,ATL@NYY 08/07/2026 07:05PM ET,ATL,8.98
,,,,,,,,,,,,,,,RP,Ryan Yarbrough (43773274),Ryan Yarbrough,43773274,P,5700,ATL@NYY 08/07/2026 07:05PM ET,NYY,3.01
,,,,,,,,,,,,,,,RP,Paul Blackburn (43773275),Paul Blackburn,43773275,P,5700,ATL@NYY 08/07/2026 07:05PM ET,NYY,4.50
,,,,,,,,,,,,,,,SP,Elmer Rodriguez (43773276),Elmer Rodriguez,43773276,P,5700,ATL@NYY 08/07/2026 07:05PM ET,NYY,5.11
,,,,,,,,,,,,,,,SP,Luis Gil (43773277),Luis Gil,43773277,P,5700,ATL@NYY 08/07/2026 07:05PM ET,NYY,5.52
,,,,,,,,,,,,,,,RP,Didier Fuentes (43773285),Didier Fuentes,43773285,P,5700,ATL@NYY 08/07/2026 07:05PM ET,ATL,4.81
,,,,,,,,,,,,,,,RP,Victor Mederos (43773286),Victor Mederos,43773286,P,5700,ATL@NYY 08/07/2026 07:05PM ET,ATL,4.60
,,,,,,,,,,,,,,,SP,Austin Gomber (43773288),Austin Gomber,43773288,P,5700,ATL@NYY 08/07/2026 07:05PM ET,ATL,0
,,,,,,,,,,,,,,,SP,Dylan Ray (43773289),Dylan Ray,43773289,P,5600,LAD@ARI 08/07/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Gerardo Carrillo (43773290),Gerardo Carrillo,43773290,P,5600,LAD@ARI 08/07/2026 09:40PM ET,ARI,8.05
,,,,,,,,,,,,,,,SP,Cristian Mena (43773291),Cristian Mena,43773291,P,5600,LAD@ARI 08/07/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Zac Gallen (43773292),Zac Gallen,43773292,P,5600,LAD@ARI 08/07/2026 09:40PM ET,ARI,6.44
,,,,,,,,,,,,,,,SP,Jose Cabrera (43773293),Jose Cabrera,43773293,P,5600,LAD@ARI 08/07/2026 09:40PM ET,ARI,6.09
,,,,,,,,,,,,,,,1B,Munetaka Murakami (43772542),Munetaka Murakami,43772542,1B,5600,CLE@CWS 08/07/2026 07:40PM ET,CWS,9.32
,,,,,,,,,,,,,,,C,Dillon Dingler (43772543),Dillon Dingler,43772543,C,5600,DET@SF 08/07/2026 10:15PM ET,DET,8.81
,,,,,,,,,,,,,,,RP,Cal Quantrill (43773308),Cal Quantrill,43773308,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,6.34
,,,,,,,,,,,,,,,SP,David Davalillo (43773310),David Davalillo,43773310,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Leandro Lopez (43773311),Leandro Lopez,43773311,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jordan Montgomery (43773312),Jordan Montgomery,43773312,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jose Corniell (43773313),Jose Corniell,43773313,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,-5.62
,,,,,,,,,,,,,,,SP,Adam Macko (43773314),Adam Macko,43773314,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,2.60
,,,,,,,,,,,,,,,RP,Chase Silseth (43773315),Chase Silseth,43773315,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,2.91
,,,,,,,,,,,,,,,RP,Tyler Alexander (43773319),Tyler Alexander,43773319,P,5500,BAL@TEX 08/07/2026 08:15PM ET,TEX,2.62
,,,,,,,,,,,,,,,SP,Braxton Garrett (43773318),Braxton Garrett,43773318,P,5500,CHC@KC 08/07/2026 08:10PM ET,CHC,-1.62
,,,,,,,,,,,,,,,C,Ryan Jeffers (43772545),Ryan Jeffers,43772545,C,5500,MIN@MIL 08/07/2026 07:40PM ET,MIN,8.32
,,,,,,,,,,,,,,,OF,Jordan Walker (43772544),Jordan Walker,43772544,OF,5500,COL@STL 08/07/2026 08:15PM ET,STL,9.16
,,,,,,,,,,,,,,,SP,Chase Dollander (43773309),Chase Dollander,43773309,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,13.1
,,,,,,,,,,,,,,,RP,Tanner Gordon (43773316),Tanner Gordon,43773316,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,7.55
,,,,,,,,,,,,,,,SP,Pierson Ohl (43773317),Pierson Ohl,43773317,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,0
,,,,,,,,,,,,,,,SP,Sean Sullivan (43773320),Sean Sullivan,43773320,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,1.89
,,,,,,,,,,,,,,,SP,Kyle Freeland (43773321),Kyle Freeland,43773321,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,8.60
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43773322),Tomoyuki Sugano,43773322,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,10.64
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43773323),Michael Lorenzen,43773323,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,5.08
,,,,,,,,,,,,,,,RP,Jose Quintana (43773324),Jose Quintana,43773324,P,5500,COL@STL 08/07/2026 08:15PM ET,COL,6.05
,,,,,,,,,,,,,,,SP,Adrian Houser (43772529),Adrian Houser,43772529,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,7.41
,,,,,,,,,,,,,,,RP,Yilber Diaz (43773294),Yilber Diaz,43773294,P,5500,DET@SF 08/07/2026 10:15PM ET,DET,-5.12
,,,,,,,,,,,,,,,RP,Ty Madden (43773295),Ty Madden,43773295,P,5500,DET@SF 08/07/2026 10:15PM ET,DET,9.3
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43773296),Sawyer Gipson-Long,43773296,P,5500,DET@SF 08/07/2026 10:15PM ET,DET,0
,,,,,,,,,,,,,,,SP,Carson Whisenhunt (43773297),Carson Whisenhunt,43773297,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,7.53
,,,,,,,,,,,,,,,SP,Miguel Mendez (43773298),Miguel Mendez,43773298,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,0
,,,,,,,,,,,,,,,RP,JT Brubaker (43773299),JT Brubaker,43773299,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,3.44
,,,,,,,,,,,,,,,RP,Jose Butto (43773300),Jose Butto,43773300,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,-0.5
,,,,,,,,,,,,,,,RP,Dylan Smith (43773301),Dylan Smith,43773301,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,2.71
,,,,,,,,,,,,,,,RP,Tristan Beck (43773302),Tristan Beck,43773302,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,0.7
,,,,,,,,,,,,,,,RP,Carson Seymour (43773303),Carson Seymour,43773303,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,-0.62
,,,,,,,,,,,,,,,SP,Keaton Winn (43773304),Keaton Winn,43773304,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,2.64
,,,,,,,,,,,,,,,SP,Blade Tidwell (43773305),Blade Tidwell,43773305,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,4.41
,,,,,,,,,,,,,,,RP,Trevor McDonald (43773306),Trevor McDonald,43773306,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,10.13
,,,,,,,,,,,,,,,RP,Hayden Birdsong (43773307),Hayden Birdsong,43773307,P,5500,DET@SF 08/07/2026 10:15PM ET,SF,0
