Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5209342971,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,1. Column A lists all of your contest entries for this draftgroup
5209352493,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,2. Your current lineup is listed next to each entry (blank for reservations)
5209352494,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5209352495,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5209352496,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,5. For faster processing only include entries you are changing in the file you upload
5209352497,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,
5209352498,MLB $5K Solo Shot [$1K to 1st],193254906,$1,Noah Cameron (43755565),Dean Kremer (43755566),Luis Campusano (43755655),Spencer Torkelson (43755623),Chase Meidroth (43755643),Jose Fernandez (43755793),J.P. Crawford (43755803),Akil Baddoo (43755830),Jorge Barrosa (43755753),Kyle Isbel (43755752),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Grant Taylor (43755996),Grant Taylor,43755996,P,6200,CWS@BOS 08/05/2026 07:10PM ET,CWS,5.61
,,,,,,,,,,,,,,,SP,Noah Schultz (43755997),Noah Schultz,43755997,P,6200,CWS@BOS 08/05/2026 07:10PM ET,CWS,9.43
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (43755569),Fernando Tatis Jr.,43755569,OF,6000,SD@ARI 08/05/2026 09:40PM ET,SD,8.26
,,,,,,,,,,,,,,,OF,Aaron Judge (43755774),Aaron Judge,43755774,OF,6000,STL@NYY 08/05/2026 07:05PM ET,NYY,9.71
,,,,,,,,,,,,,,,SP,Tekoah Roby (43755998),Tekoah Roby,43755998,P,6000,STL@NYY 08/05/2026 07:05PM ET,STL,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43755999),Brycen Mautz,43755999,P,6000,STL@NYY 08/05/2026 07:05PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Richard Fitts (43756000),Richard Fitts,43756000,P,6000,STL@NYY 08/05/2026 07:05PM ET,STL,0
,,,,,,,,,,,,,,,1B,Ben Rice (43755570),Ben Rice,43755570,1B,5900,STL@NYY 08/05/2026 07:05PM ET,NYY,9.17
,,,,,,,,,,,,,,,1B,Munetaka Murakami (43755571),Munetaka Murakami,43755571,1B,5800,CWS@BOS 08/05/2026 07:10PM ET,CWS,9.51
,,,,,,,,,,,,,,,SP,Brayan Bello (43756006),Brayan Bello,43756006,P,5800,CWS@BOS 08/05/2026 07:10PM ET,BOS,9.20
,,,,,,,,,,,,,,,SP,Johan Oviedo (43756007),Johan Oviedo,43756007,P,5800,CWS@BOS 08/05/2026 07:10PM ET,BOS,1.45
,,,,,,,,,,,,,,,SP,Ty Madden (43755567),Ty Madden,43755567,P,5800,DET@SEA 08/05/2026 09:40PM ET,DET,9.3
,,,,,,,,,,,,,,,SP,Yilber Diaz (43756004),Yilber Diaz,43756004,P,5800,DET@SEA 08/05/2026 09:40PM ET,DET,-5.12
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43756005),Sawyer Gipson-Long,43756005,P,5800,DET@SEA 08/05/2026 09:40PM ET,DET,0
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (43755775),Bobby Witt Jr.,43755775,SS,5800,MIN@KC 08/05/2026 07:40PM ET,KC,9.28
,,,,,,,,,,,,,,,RP,Kendry Rojas (43756008),Kendry Rojas,43756008,P,5800,MIN@KC 08/05/2026 07:40PM ET,MIN,7.43
,,,,,,,,,,,,,,,RP,Yoendrys Gomez (43756009),Yoendrys Gomez,43756009,P,5800,MIN@KC 08/05/2026 07:40PM ET,MIN,2.88
,,,,,,,,,,,,,,,RP,Marco Raya (43756010),Marco Raya,43756010,P,5800,MIN@KC 08/05/2026 07:40PM ET,MIN,4.23
,,,,,,,,,,,,,,,RP,Mike Paredes (43756011),Mike Paredes,43756011,P,5800,MIN@KC 08/05/2026 07:40PM ET,MIN,5.34
,,,,,,,,,,,,,,,RP,Paul Blackburn (43756001),Paul Blackburn,43756001,P,5800,STL@NYY 08/05/2026 07:05PM ET,NYY,4.47
,,,,,,,,,,,,,,,SP,Elmer Rodriguez (43756002),Elmer Rodriguez,43756002,P,5800,STL@NYY 08/05/2026 07:05PM ET,NYY,5.11
,,,,,,,,,,,,,,,SP,Luis Gil (43756003),Luis Gil,43756003,P,5800,STL@NYY 08/05/2026 07:05PM ET,NYY,5.52
,,,,,,,,,,,,,,,OF,Ronald Acuna Jr. (43755572),Ronald Acuna Jr.,43755572,OF,5700,MIA@ATL 08/05/2026 07:15PM ET,ATL,8.74
,,,,,,,,,,,,,,,OF,Byron Buxton (43755776),Byron Buxton,43755776,OF,5700,MIN@KC 08/05/2026 07:40PM ET,MIN,9.39
,,,,,,,,,,,,,,,C,Ryan Jeffers (43755573),Ryan Jeffers,43755573,C,5600,MIN@KC 08/05/2026 07:40PM ET,MIN,8.5
,,,,,,,,,,,,,,,RP,Stephen Kolek (43756016),Stephen Kolek,43756016,P,5600,MIN@KC 08/05/2026 07:40PM ET,KC,11.51
,,,,,,,,,,,,,,,RP,Antwone Kelly (43756012),Antwone Kelly,43756012,P,5600,PIT@MIL 08/05/2026 07:40PM ET,PIT,2.43
,,,,,,,,,,,,,,,RP,Thomas Harrington (43756013),Thomas Harrington,43756013,P,5600,PIT@MIL 08/05/2026 07:40PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Hunter Barco (43756014),Hunter Barco,43756014,P,5600,PIT@MIL 08/05/2026 07:40PM ET,PIT,1.53
,,,,,,,,,,,,,,,RP,Wilber Dotel (43756015),Wilber Dotel,43756015,P,5600,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.94
,,,,,,,,,,,,,,,SP,Mitch Bratt (43755568),Mitch Bratt,43755568,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,4.62
,,,,,,,,,,,,,,,RP,Jhony Brito (43756017),Jhony Brito,43756017,P,5500,SD@ARI 08/05/2026 09:40PM ET,SD,4.33
,,,,,,,,,,,,,,,SP,Randy Vasquez (43756018),Randy Vasquez,43756018,P,5500,SD@ARI 08/05/2026 09:40PM ET,SD,9.23
,,,,,,,,,,,,,,,SP,Kyle Hart (43756019),Kyle Hart,43756019,P,5500,SD@ARI 08/05/2026 09:40PM ET,SD,3.48
,,,,,,,,,,,,,,,SP,Griffin Canning (43756020),Griffin Canning,43756020,P,5500,SD@ARI 08/05/2026 09:40PM ET,SD,7.6
,,,,,,,,,,,,,,,RP,Kohl Drake (43756024),Kohl Drake,43756024,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,8.88
,,,,,,,,,,,,,,,SP,Dylan Ray (43756026),Dylan Ray,43756026,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Gerardo Carrillo (43756027),Gerardo Carrillo,43756027,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,8.05
,,,,,,,,,,,,,,,SP,Cristian Mena (43756028),Cristian Mena,43756028,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Zac Gallen (43756029),Zac Gallen,43756029,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,6.44
,,,,,,,,,,,,,,,SP,Jose Cabrera (43756030),Jose Cabrera,43756030,P,5500,SD@ARI 08/05/2026 09:40PM ET,ARI,6.09
,,,,,,,,,,,,,,,C,Dillon Dingler (43755574),Dillon Dingler,43755574,C,5500,DET@SEA 08/05/2026 09:40PM ET,DET,8.53
,,,,,,,,,,,,,,,SP,Coleman Crow (43756021),Coleman Crow,43756021,P,5500,PIT@MIL 08/05/2026 07:40PM ET,MIL,4.64
,,,,,,,,,,,,,,,RP,DL Hall (43756022),DL Hall,43756022,P,5500,PIT@MIL 08/05/2026 07:40PM ET,MIL,3.87
,,,,,,,,,,,,,,,RP,Bryse Wilson (43756023),Bryse Wilson,43756023,P,5500,PIT@MIL 08/05/2026 07:40PM ET,MIL,4.49
,,,,,,,,,,,,,,,SP,Antonio Senzatela (43756025),Antonio Senzatela,43756025,P,5500,PIT@MIL 08/05/2026 07:40PM ET,MIL,4.69
,,,,,,,,,,,,,,,OF,Corbin Carroll (43755575),Corbin Carroll,43755575,OF,5400,SD@ARI 08/05/2026 09:40PM ET,ARI,8.64
,,,,,,,,,,,,,,,OF,Jordan Walker (43755576),Jordan Walker,43755576,OF,5400,STL@NYY 08/05/2026 07:05PM ET,STL,9.16
,,,,,,,,,,,,,,,3B,Manny Machado (43755578),Manny Machado,43755578,3B,5300,SD@ARI 08/05/2026 09:40PM ET,SD,7.49
,,,,,,,,,,,,,,,RP,Dax Fulton (43756031),Dax Fulton,43756031,P,5300,MIA@ATL 08/05/2026 07:15PM ET,MIA,5.02
,,,,,,,,,,,,,,,SP,Adam Mazur (43756032),Adam Mazur,43756032,P,5300,MIA@ATL 08/05/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Bradley Blalock (43756033),Bradley Blalock,43756033,P,5300,MIA@ATL 08/05/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (43756034),Ryan Gusto,43756034,P,5300,MIA@ATL 08/05/2026 07:15PM ET,MIA,6.68
,,,,,,,,,,,,,,,OF,Jackson Chourio (43755577),Jackson Chourio,43755577,OF,5300,PIT@MIL 08/05/2026 07:40PM ET,MIL,9.11
,,,,,,,,,,,,,,,3B,Miguel Vargas (43755580),Miguel Vargas,43755580,3B,5200,CWS@BOS 08/05/2026 07:10PM ET,CWS,8.89
,,,,,,,,,,,,,,,2B,Brice Turang (43755579),Brice Turang,43755579,2B,5200,PIT@MIL 08/05/2026 07:40PM ET,MIL,9.27
,,,,,,,,,,,,,,,OF,Oneil Cruz (43755777),Oneil Cruz,43755777,OF,5200,PIT@MIL 08/05/2026 07:40PM ET,PIT,10.39
,,,,,,,,,,,,,,,1B,Willson Contreras (43755582),Willson Contreras,43755582,1B,5100,CWS@BOS 08/05/2026 07:10PM ET,BOS,8.81
,,,,,,,,,,,,,,,RP,Ryan Bergert (43756035),Ryan Bergert,43756035,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,SP,Ben Kudrna (43756036),Ben Kudrna,43756036,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,SP,Alec Marsh (43756037),Alec Marsh,43756037,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (43756038),Daniel Lynch IV,43756038,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,3.10
,,,,,,,,,,,,,,,RP,Luinder Avila (43756039),Luinder Avila,43756039,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,6.98
,,,,,,,,,,,,,,,RP,Mitch Spence (43756040),Mitch Spence,43756040,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,-9.27
,,,,,,,,,,,,,,,RP,Mason Black (43756041),Mason Black,43756041,P,5100,MIN@KC 08/05/2026 07:40PM ET,KC,3.10
,,,,,,,,,,,,,,,2B,Brandon Lowe (43755581),Brandon Lowe,43755581,2B,5100,PIT@MIL 08/05/2026 07:40PM ET,PIT,8.66
,,,,,,,,,,,,,,,2B/OF,Kody Clemens (43755584),Kody Clemens,43755584,2B/OF,5000,MIN@KC 08/05/2026 07:40PM ET,MIN,7.64
,,,,,,,,,,,,,,,1B,Luis Garcia Jr. (43755583),Luis Garcia Jr.,43755583,1B,5000,STL@NYY 08/05/2026 07:05PM ET,NYY,8.03
,,,,,,,,,,,,,,,2B,Ketel Marte (43755587),Ketel Marte,43755587,2B,4900,SD@ARI 08/05/2026 09:40PM ET,ARI,7.88
,,,,,,,,,,,,,,,1B,Matt Olson (43755586),Matt Olson,43755586,1B,4900,MIA@ATL 08/05/2026 07:15PM ET,ATL,9.18
,,,,,,,,,,,,,,,C,Drake Baldwin (43755590),Drake Baldwin,43755590,C,4800,MIA@ATL 08/05/2026 07:15PM ET,ATL,8.71
,,,,,,,,,,,,,,,OF,Randy Arozarena (43755591),Randy Arozarena,43755591,OF,4800,DET@SEA 08/05/2026 09:40PM ET,SEA,8.85
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43755592),Kevin McGonigle,43755592,3B/SS,4800,DET@SEA 08/05/2026 09:40PM ET,DET,8.39
,,,,,,,,,,,,,,,1B,Alec Burleson (43755588),Alec Burleson,43755588,1B,4800,STL@NYY 08/05/2026 07:05PM ET,STL,8.29
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43755589),JJ Wetherholt,43755589,2B,4800,STL@NYY 08/05/2026 07:05PM ET,STL,7.96
,,,,,,,,,,,,,,,OF,Jackson Merrill (43755597),Jackson Merrill,43755597,OF,4700,SD@ARI 08/05/2026 09:40PM ET,SD,7.70
,,,,,,,,,,,,,,,SS,Colson Montgomery (43755601),Colson Montgomery,43755601,SS,4700,CWS@BOS 08/05/2026 07:10PM ET,CWS,7.51
,,,,,,,,,,,,,,,OF,Riley Greene (43755600),Riley Greene,43755600,OF,4700,DET@SEA 08/05/2026 09:40PM ET,DET,7.76
,,,,,,,,,,,,,,,C,Carter Jensen (43755598),Carter Jensen,43755598,C,4700,MIN@KC 08/05/2026 07:40PM ET,KC,6.71
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43755595),Jake Bauers,43755595,1B/OF,4700,PIT@MIL 08/05/2026 07:40PM ET,MIL,8.64
,,,,,,,,,,,,,,,OF,Christian Yelich (43755599),Christian Yelich,43755599,OF,4700,PIT@MIL 08/05/2026 07:40PM ET,MIL,7.70
,,,,,,,,,,,,,,,2B,Jazz Chisholm Jr. (43755594),Jazz Chisholm Jr.,43755594,2B,4700,STL@NYY 08/05/2026 07:05PM ET,NYY,7.91
,,,,,,,,,,,,,,,OF,Bryan Reynolds (43755602),Bryan Reynolds,43755602,OF,4600,PIT@MIL 08/05/2026 07:40PM ET,PIT,8.44
,,,,,,,,,,,,,,,C,Gabriel Moreno (43755607),Gabriel Moreno,43755607,C,4500,SD@ARI 08/05/2026 09:40PM ET,ARI,7.68
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43755605),Wilyer Abreu,43755605,OF,4500,CWS@BOS 08/05/2026 07:10PM ET,BOS,7.87
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43755779),Curtis Mead,43755779,2B/3B,4500,CWS@BOS 08/05/2026 07:10PM ET,BOS,7.80
,,,,,,,,,,,,,,,OF,Julio Rodriguez (43755606),Julio Rodriguez,43755606,OF,4500,DET@SEA 08/05/2026 09:40PM ET,SEA,7.76
,,,,,,,,,,,,,,,1B/OF,Jac Caglianone (43755603),Jac Caglianone,43755603,1B/OF,4500,MIN@KC 08/05/2026 07:40PM ET,KC,6.89
,,,,,,,,,,,,,,,1B,Ryan O'Hearn (43755778),Ryan O'Hearn,43755778,1B,4500,PIT@MIL 08/05/2026 07:40PM ET,PIT,7.95
,,,,,,,,,,,,,,,SS,Otto Lopez (43755608),Otto Lopez,43755608,SS,4400,MIA@ATL 08/05/2026 07:15PM ET,MIA,8.96
,,,,,,,,,,,,,,,OF,Sam Antonacci (43755610),Sam Antonacci,43755610,OF,4400,CWS@BOS 08/05/2026 07:10PM ET,CWS,7.58
,,,,,,,,,,,,,,,OF,Roman Anthony (43755781),Roman Anthony,43755781,OF,4400,CWS@BOS 08/05/2026 07:10PM ET,BOS,6.1
,,,,,,,,,,,,,,,2B,Gleyber Torres (43755609),Gleyber Torres,43755609,2B,4400,DET@SEA 08/05/2026 09:40PM ET,DET,7.89
,,,,,,,,,,,,,,,C,Ivan Herrera (43755611),Ivan Herrera,43755611,C,4400,STL@NYY 08/05/2026 07:05PM ET,STL,7.46
,,,,,,,,,,,,,,,1B,Ty France (43755618),Ty France,43755618,1B,4300,SD@ARI 08/05/2026 09:40PM ET,SD,7.01
,,,,,,,,,,,,,,,OF,Michael Harris II (43755614),Michael Harris II,43755614,OF,4300,MIA@ATL 08/05/2026 07:15PM ET,ATL,7.84
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43755612),Ceddanne Rafaela,43755612,OF,4300,CWS@BOS 08/05/2026 07:10PM ET,BOS,8.32
,,,,,,,,,,,,,,,OF,Taylor Ward (43755616),Taylor Ward,43755616,OF,4300,DET@SEA 08/05/2026 09:40PM ET,SEA,7.02
,,,,,,,,,,,,,,,OF,Esmerlyn Valdez (43755613),Esmerlyn Valdez,43755613,OF,4300,PIT@MIL 08/05/2026 07:40PM ET,PIT,9.20
,,,,,,,,,,,,,,,C,William Contreras (43755615),William Contreras,43755615,C,4300,PIT@MIL 08/05/2026 07:40PM ET,MIL,7.11
,,,,,,,,,,,,,,,OF,Trent Grisham (43755617),Trent Grisham,43755617,OF,4300,STL@NYY 08/05/2026 07:05PM ET,NYY,6.98
,,,,,,,,,,,,,,,OF,Cody Bellinger (43755782),Cody Bellinger,43755782,OF,4300,STL@NYY 08/05/2026 07:05PM ET,NYY,7.79
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43755622),Geraldo Perdomo,43755622,SS,4200,SD@ARI 08/05/2026 09:40PM ET,ARI,7.47
,,,,,,,,,,,,,,,C,Adley Rutschman (43755783),Adley Rutschman,43755783,C,4200,CWS@BOS 08/05/2026 07:10PM ET,BOS,7.51
,,,,,,,,,,,,,,,1B,Spencer Torkelson (43755623),Spencer Torkelson,43755623,1B,4200,DET@SEA 08/05/2026 09:40PM ET,DET,6.70
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43755784),Maikel Garcia,43755784,3B/SS,4200,MIN@KC 08/05/2026 07:40PM ET,KC,6.84
,,,,,,,,,,,,,,,1B/C,Endy Rodriguez (43755619),Endy Rodriguez,43755619,C/1B,4200,PIT@MIL 08/05/2026 07:40PM ET,PIT,7.29
,,,,,,,,,,,,,,,OF,Heliot Ramos (43755621),Heliot Ramos,43755621,OF,4200,STL@NYY 08/05/2026 07:05PM ET,NYY,6.95
,,,,,,,,,,,,,,,OF,Giancarlo Stanton (43755786),Giancarlo Stanton,43755786,OF,4200,STL@NYY 08/05/2026 07:05PM ET,NYY,6.79
,,,,,,,,,,,,,,,2B,Michael Massey (43755624),Michael Massey,43755624,2B,4100,MIN@KC 08/05/2026 07:40PM ET,KC,5.46
,,,,,,,,,,,,,,,3B,Brooks Lee (43755625),Brooks Lee,43755625,3B,4100,MIN@KC 08/05/2026 07:40PM ET,MIN,7.09
,,,,,,,,,,,,,,,OF,Luis Rengifo (43755629),Luis Rengifo,43755629,OF,4000,SD@ARI 08/05/2026 09:40PM ET,SD,5.60
,,,,,,,,,,,,,,,RP,Blake Walston (43756048),Blake Walston,43756048,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43756056),Garrett Hawkins,43756056,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Alek Jacob (43756064),Alek Jacob,43756064,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,5.48
,,,,,,,,,,,,,,,RP,Adrian Morejon (43756066),Adrian Morejon,43756066,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,4.35
,,,,,,,,,,,,,,,RP,Paul Sewald (43756080),Paul Sewald,43756080,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,2.32
,,,,,,,,,,,,,,,RP,Drey Jameson (43756082),Drey Jameson,43756082,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,2.86
,,,,,,,,,,,,,,,RP,Philip Abner (43756083),Philip Abner,43756083,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,1.72
,,,,,,,,,,,,,,,RP,Justin Martinez (43756087),Justin Martinez,43756087,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jason Adam (43756120),Jason Adam,43756120,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,2.30
,,,,,,,,,,,,,,,RP,Hunter Stratton (43756122),Hunter Stratton,43756122,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,1.97
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43756135),Kevin Ginkel,43756135,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,2.89
,,,,,,,,,,,,,,,RP,A.J. Puk (43756136),A.J. Puk,43756136,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43756146),Andrew Hoffmann,43756146,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,Juan Burgos (43756147),Juan Burgos,43756147,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,RP,Ryan Thompson (43756152),Ryan Thompson,43756152,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,1.91
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43756154),Jonathan Loaisiga,43756154,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,2.47
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43756159),Jeremiah Estrada,43756159,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,3.22
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43756161),Bryan Hoeing,43756161,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43756163),Bradgley Rodriguez,43756163,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Wandy Peralta (43756168),Wandy Peralta,43756168,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,2.31
,,,,,,,,,,,,,,,RP,Mason Miller (43756175),Mason Miller,43756175,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,5.94
,,,,,,,,,,,,,,,RP,David Morgan (43756181),David Morgan,43756181,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,3.46
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43756193),Brandyn Garcia,43756193,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,3.00
,,,,,,,,,,,,,,,RP,Kade Strowd (43756207),Kade Strowd,43756207,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,Taylor Clarke (43756208),Taylor Clarke,43756208,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,2.50
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43756210),Andrew Saalfrank,43756210,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Yuki Matsui (43756216),Yuki Matsui,43756216,P,4000,SD@ARI 08/05/2026 09:40PM ET,SD,4.53
,,,,,,,,,,,,,,,RP,Juan Morillo (43756225),Juan Morillo,43756225,P,4000,SD@ARI 08/05/2026 09:40PM ET,ARI,3.48
,,,,,,,,,,,,,,,2B,Ozzie Albies (43755626),Ozzie Albies,43755626,2B,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,7.71
,,,,,,,,,,,,,,,1B,Kyle Stowers (43755630),Kyle Stowers,43755630,1B,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,7.55
,,,,,,,,,,,,,,,RP,Joe Jimenez (43756057),Joe Jimenez,43756057,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43756058),Raisel Iglesias,43756058,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,3.22
,,,,,,,,,,,,,,,RP,Brandan Bidois (43756065),Brandan Bidois,43756065,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.27
,,,,,,,,,,,,,,,SP,Duncan Davitt (43756073),Duncan Davitt,43756073,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Brent Suter (43756074),Brent Suter,43756074,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,3.72
,,,,,,,,,,,,,,,RP,Cade Gibson (43756085),Cade Gibson,43756085,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.46
,,,,,,,,,,,,,,,RP,Hayden Harris (43756089),Hayden Harris,43756089,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43756092),Pete Fairbanks,43756092,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.76
,,,,,,,,,,,,,,,RP,Michael Petersen (43756098),Michael Petersen,43756098,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,3.40
,,,,,,,,,,,,,,,RP,Andrew Nardi (43756102),Andrew Nardi,43756102,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Tyler Zuber (43756105),Tyler Zuber,43756105,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.49
,,,,,,,,,,,,,,,RP,Will Kempner (43756113),Will Kempner,43756113,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43756119),Zach Brzykcy,43756119,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.88
,,,,,,,,,,,,,,,RP,Robert Suarez (43756130),Robert Suarez,43756130,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Anthony Bender (43756134),Anthony Bender,43756134,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,3.48
,,,,,,,,,,,,,,,RP,Josh Ekness (43756139),Josh Ekness,43756139,P,4000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.63
,,,,,,,,,,,,,,,RP,Dylan Dodd (43756140),Dylan Dodd,43756140,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,4.37
