Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5226681299,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,1. Column A lists all of your contest entries for this draftgroup
5226681392,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,2. Your current lineup is listed next to each entry (blank for reservations)
5226681393,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5226681394,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5226681395,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,5. For faster processing only include entries you are changing in the file you upload
5226681396,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,
5226681397,MLB $2.5K Solo Shot (Early),194183875,$1,Jake Irvin (43905722),Martin Perez (43905721),Bo Naylor (43905839),Deyvison De Los Santos (43905837),Davis Schneider (43905843),Jorbit Vivas (43905807),Andres Gimenez (43905791),Addison Barger (43905824),Heliot Ramos (43905745),George Springer (43905748),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43905961),Wikelman Gonzalez,43905961,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Victor Vodnik (43905962),Victor Vodnik,43905962,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.02
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43905966),Zach Brzykcy,43905966,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.88
,,,,,,,,,,,,,,,RP,Paxton Schultz (43905967),Paxton Schultz,43905967,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,2.29
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43905968),Pete Fairbanks,43905968,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,3.14
,,,,,,,,,,,,,,,RP,Jake Bird (43905969),Jake Bird,43905969,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,1.92
,,,,,,,,,,,,,,,RP,Yovanny Cruz (43905973),Yovanny Cruz,43905973,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,1.76
,,,,,,,,,,,,,,,RP,Cade Gibson (43905974),Cade Gibson,43905974,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.38
,,,,,,,,,,,,,,,RP,Richard Lovelady (43905976),Richard Lovelady,43905976,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,2.10
,,,,,,,,,,,,,,,RP,Tyler Zuber (43905977),Tyler Zuber,43905977,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.84
,,,,,,,,,,,,,,,RP,Cole Henry (43905982),Cole Henry,43905982,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,1.87
,,,,,,,,,,,,,,,RP,Kyle Nicolas (43905984),Kyle Nicolas,43905984,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,1.13
,,,,,,,,,,,,,,,RP,Clayton Beeter (43905986),Clayton Beeter,43905986,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,2.93
,,,,,,,,,,,,,,,RP,Eddy Yean (43905989),Eddy Yean,43905989,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,3.67
,,,,,,,,,,,,,,,RP,Will Kempner (43905992),Will Kempner,43905992,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Wyatt Mills (43905994),Wyatt Mills,43905994,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,1.11
,,,,,,,,,,,,,,,RP,Brandan Bidois (43905997),Brandan Bidois,43905997,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.27
,,,,,,,,,,,,,,,RP,Tom Cosgrove (43906001),Tom Cosgrove,43906001,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,1.64
,,,,,,,,,,,,,,,RP,Josh Ekness (43906002),Josh Ekness,43906002,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.96
,,,,,,,,,,,,,,,RP,PJ Poulin (43906007),PJ Poulin,43906007,P,4000,WSH@MIA 08/22/2026 04:10PM ET,WSH,2.72
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43906008),Ronny Henriquez,43906008,P,4000,WSH@MIA 08/22/2026 04:10PM ET,MIA,0
,,,,,,,,,,,,,,,3B,Austin Riley (43905746),Austin Riley,43905746,3B,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,6.37
,,,,,,,,,,,,,,,RP,Joe Jimenez (43905937),Joe Jimenez,43905937,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,0
,,,,,,,,,,,,,,,SP,Duncan Davitt (43905939),Duncan Davitt,43905939,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,1.35
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43905944),Rob Zastryzny,43905944,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Trevor Megill (43905947),Trevor Megill,43905947,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,3.56
,,,,,,,,,,,,,,,RP,Robert Suarez (43905948),Robert Suarez,43905948,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43905950),Raisel Iglesias,43905950,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,3.16
,,,,,,,,,,,,,,,RP,Dylan Dodd (43905951),Dylan Dodd,43905951,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,3.84
,,,,,,,,,,,,,,,RP,Brent Suter (43905954),Brent Suter,43905954,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,3.84
,,,,,,,,,,,,,,,RP,Garrett Stallings (43905955),Garrett Stallings,43905955,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Grant Anderson (43905964),Grant Anderson,43905964,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,3.05
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43905970),Tyler Uberstine,43905970,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43905978),Rolddy Munoz,43905978,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,0.9
,,,,,,,,,,,,,,,RP,Dylan Lee (43905983),Dylan Lee,43905983,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,4.04
,,,,,,,,,,,,,,,RP,JoJo Romero (43905985),JoJo Romero,43905985,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43905987),Brian Fitzpatrick,43905987,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Angel Zerpa (43905990),Angel Zerpa,43905990,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Jared Koenig (43905991),Jared Koenig,43905991,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,Ray Kerr (43905995),Ray Kerr,43905995,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,2.02
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43905996),Joel Kuhnel,43905996,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,James Karinchak (43905999),James Karinchak,43905999,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,3.15
,,,,,,,,,,,,,,,RP,Hayden Harris (43906000),Hayden Harris,43906000,P,4000,ATL@MIL 08/22/2026 02:10PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Aaron Ashby (43906004),Aaron Ashby,43906004,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,5.07
,,,,,,,,,,,,,,,RP,Abner Uribe (43906005),Abner Uribe,43906005,P,4000,ATL@MIL 08/22/2026 02:10PM ET,MIL,3.43
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43905824),Addison Barger,43905824,3B/OF,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,2.56
,,,,,,,,,,,,,,,SP,Chase Hampton (43905932),Chase Hampton,43905932,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,0
,,,,,,,,,,,,,,,SP,Jake Bloss (43905933),Jake Bloss,43905933,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Brendan Cellucci (43905936),Brendan Cellucci,43905936,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Brent Headrick (43905946),Brent Headrick,43905946,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,4.09
,,,,,,,,,,,,,,,RP,Paul Sewald (43905952),Paul Sewald,43905952,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,2.39
,,,,,,,,,,,,,,,RP,Brendon Little (43905957),Brendon Little,43905957,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,1.78
,,,,,,,,,,,,,,,RP,Braydon Fisher (43905960),Braydon Fisher,43905960,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,2.89
,,,,,,,,,,,,,,,RP,Angel Chivilli (43905963),Angel Chivilli,43905963,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,3.09
,,,,,,,,,,,,,,,RP,Joe Mantiply (43905965),Joe Mantiply,43905965,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Chase Lee (43905971),Chase Lee,43905971,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,0.34
,,,,,,,,,,,,,,,RP,Tyler Rogers (43905972),Tyler Rogers,43905972,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,2.28
,,,,,,,,,,,,,,,RP,Fernando Cruz (43905975),Fernando Cruz,43905975,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,3.16
,,,,,,,,,,,,,,,RP,Brendan Beck (43905979),Brendan Beck,43905979,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,0.9
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43905980),Ricky Tiedemann,43905980,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,4.55
,,,,,,,,,,,,,,,RP,Tim Hill (43905981),Tim Hill,43905981,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,1.49
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43905988),Yerry de los Santos,43905988,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,4.59
,,,,,,,,,,,,,,,RP,Louis Varland (43905993),Louis Varland,43905993,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,4.54
,,,,,,,,,,,,,,,RP,Chad Dallas (43905998),Chad Dallas,43905998,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,3.22
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43906003),CJ Van Eyk,43906003,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,0.32
,,,,,,,,,,,,,,,RP,John Klein (43906006),John Klein,43906006,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,1.85
,,,,,,,,,,,,,,,RP,Yimi Garcia (43906009),Yimi Garcia,43906009,P,4000,TOR@NYY 08/22/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Bradley Hanner (43906010),Bradley Hanner,43906010,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,3.65
,,,,,,,,,,,,,,,RP,Kervin Castro (43906011),Kervin Castro,43906011,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,5.05
,,,,,,,,,,,,,,,RP,David Bednar (43906012),David Bednar,43906012,P,4000,TOR@NYY 08/22/2026 01:35PM ET,NYY,4.11
,,,,,,,,,,,,,,,2B,Xavier Edwards (43905747),Xavier Edwards,43905747,2B,3900,WSH@MIA 08/22/2026 04:10PM ET,MIA,7.28
,,,,,,,,,,,,,,,OF,George Springer (43905748),George Springer,43905748,OF,3900,TOR@NYY 08/22/2026 01:35PM ET,TOR,6.99
,,,,,,,,,,,,,,,C,Keibert Ruiz (43905750),Keibert Ruiz,43905750,C,3800,WSH@MIA 08/22/2026 04:10PM ET,WSH,6.31
,,,,,,,,,,,,,,,OF,Garrett Mitchell (43905749),Garrett Mitchell,43905749,OF,3800,ATL@MIL 08/22/2026 02:10PM ET,MIL,6.92
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43905826),Jasson Dominguez,43905826,OF,3800,TOR@NYY 08/22/2026 01:35PM ET,NYY,6.24
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43905751),Heriberto Hernandez,43905751,OF,3700,WSH@MIA 08/22/2026 04:10PM ET,MIA,6.77
,,,,,,,,,,,,,,,C,Harry Ford (43905752),Harry Ford,43905752,C,3700,WSH@MIA 08/22/2026 04:10PM ET,WSH,5.90
,,,,,,,,,,,,,,,3B,Brady House (43905755),Brady House,43905755,3B,3600,WSH@MIA 08/22/2026 04:10PM ET,WSH,6.37
,,,,,,,,,,,,,,,1B/3B,Andrew Vaughn (43905753),Andrew Vaughn,43905753,1B/3B,3600,ATL@MIL 08/22/2026 02:10PM ET,MIL,5.89
,,,,,,,,,,,,,,,OF,Brandon Lockridge (43905827),Brandon Lockridge,43905827,OF,3600,ATL@MIL 08/22/2026 02:10PM ET,MIL,4.97
,,,,,,,,,,,,,,,3B/SS,Jose Caballero (43905756),Jose Caballero,43905756,3B/SS,3600,TOR@NYY 08/22/2026 01:35PM ET,NYY,6.69
,,,,,,,,,,,,,,,OF,Esteury Ruiz (43905759),Esteury Ruiz,43905759,OF,3500,WSH@MIA 08/22/2026 04:10PM ET,MIA,5.60
,,,,,,,,,,,,,,,SS,Cooper Pratt (43905758),Cooper Pratt,43905758,SS,3500,ATL@MIL 08/22/2026 02:10PM ET,MIL,6.56
,,,,,,,,,,,,,,,1B/3B,Kazuma Okamoto (43905760),Kazuma Okamoto,43905760,1B/3B,3500,TOR@NYY 08/22/2026 01:35PM ET,TOR,7.35
,,,,,,,,,,,,,,,SS,George Lombard Jr. (43905762),George Lombard Jr.,43905762,SS,3500,TOR@NYY 08/22/2026 01:35PM ET,NYY,6.93
,,,,,,,,,,,,,,,2B/SS,Nasim Nunez (43905766),Nasim Nunez,43905766,2B/SS,3400,WSH@MIA 08/22/2026 04:10PM ET,WSH,6.21
,,,,,,,,,,,,,,,3B/SS,David Hamilton (43905763),David Hamilton,43905763,3B/SS,3400,ATL@MIL 08/22/2026 02:10PM ET,MIL,5.82
,,,,,,,,,,,,,,,OF,Lane Thomas (43905768),Lane Thomas,43905768,OF,3400,ATL@MIL 08/22/2026 02:10PM ET,ATL,5.51
,,,,,,,,,,,,,,,OF,Akil Baddoo (43905828),Akil Baddoo,43905828,OF,3400,ATL@MIL 08/22/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,C,Alejandro Kirk (43905765),Alejandro Kirk,43905765,C,3400,TOR@NYY 08/22/2026 01:35PM ET,TOR,6.54
,,,,,,,,,,,,,,,C,Agustin Ramirez (43905770),Agustin Ramirez,43905770,C,3300,WSH@MIA 08/22/2026 04:10PM ET,MIA,6.32
,,,,,,,,,,,,,,,1B,Abimelec Ortiz (43905772),Abimelec Ortiz,43905772,1B,3300,WSH@MIA 08/22/2026 04:10PM ET,WSH,6.33
,,,,,,,,,,,,,,,OF,Luis Lara (43905769),Luis Lara,43905769,OF,3300,ATL@MIL 08/22/2026 02:10PM ET,MIL,5.51
,,,,,,,,,,,,,,,OF/SS,Mauricio Dubon (43905773),Mauricio Dubon,43905773,SS/OF,3300,ATL@MIL 08/22/2026 02:10PM ET,ATL,6.64
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43905771),Paul Goldschmidt,43905771,1B,3300,TOR@NYY 08/22/2026 01:35PM ET,NYY,6.54
,,,,,,,,,,,,,,,1B/OF,Griffin Conine (43905775),Griffin Conine,43905775,1B/OF,3200,WSH@MIA 08/22/2026 04:10PM ET,MIA,6.95
,,,,,,,,,,,,,,,OF,Sal Frelick (43905829),Sal Frelick,43905829,OF,3200,ATL@MIL 08/22/2026 02:10PM ET,MIL,5.21
,,,,,,,,,,,,,,,OF,Spencer Jones (43905777),Spencer Jones,43905777,OF,3200,TOR@NYY 08/22/2026 01:35PM ET,NYY,5.82
,,,,,,,,,,,,,,,OF,Jakob Marsee (43905779),Jakob Marsee,43905779,OF,3100,WSH@MIA 08/22/2026 04:10PM ET,MIA,6.27
,,,,,,,,,,,,,,,C,Drew Millas (43905831),Drew Millas,43905831,C,3100,WSH@MIA 08/22/2026 04:10PM ET,WSH,3.72
,,,,,,,,,,,,,,,OF,Andrew McCutchen (43905830),Andrew McCutchen,43905830,OF,3100,ATL@MIL 08/22/2026 02:10PM ET,ATL,2.62
,,,,,,,,,,,,,,,2B,Ernie Clement (43905778),Ernie Clement,43905778,2B,3100,TOR@NYY 08/22/2026 01:35PM ET,TOR,6.30
,,,,,,,,,,,,,,,C,Joe Mack (43905780),Joe Mack,43905780,C,3000,WSH@MIA 08/22/2026 04:10PM ET,MIA,5.5
,,,,,,,,,,,,,,,2B/OF,Jose Tena (43905781),Jose Tena,43905781,2B/OF,3000,WSH@MIA 08/22/2026 04:10PM ET,WSH,4.29
,,,,,,,,,,,,,,,1B/OF,Dominic Smith (43905783),Dominic Smith,43905783,1B/OF,3000,ATL@MIL 08/22/2026 02:10PM ET,ATL,4.86
,,,,,,,,,,,,,,,OF,Max Schuemann (43905832),Max Schuemann,43905832,OF,3000,TOR@NYY 08/22/2026 01:35PM ET,NYY,3.88
,,,,,,,,,,,,,,,OF,Mike Yastrzemski (43905786),Mike Yastrzemski,43905786,OF,2900,ATL@MIL 08/22/2026 02:10PM ET,ATL,4.79
,,,,,,,,,,,,,,,3B,Ryan McMahon (43905785),Ryan McMahon,43905785,3B,2900,TOR@NYY 08/22/2026 01:35PM ET,NYY,4.37
,,,,,,,,,,,,,,,OF,Yohendrick Pinango (43905833),Yohendrick Pinango,43905833,OF,2900,TOR@NYY 08/22/2026 01:35PM ET,TOR,4.64
,,,,,,,,,,,,,,,OF,Jacob Young (43905789),Jacob Young,43905789,OF,2800,WSH@MIA 08/22/2026 04:10PM ET,WSH,6.12
,,,,,,,,,,,,,,,3B,Javier Sanoja (43905790),Javier Sanoja,43905790,3B,2800,WSH@MIA 08/22/2026 04:10PM ET,MIA,5.56
,,,,,,,,,,,,,,,3B/SS,Joey Ortiz (43905787),Joey Ortiz,43905787,3B/SS,2800,ATL@MIL 08/22/2026 02:10PM ET,MIL,5.13
,,,,,,,,,,,,,,,OF,Tyler Black (43905834),Tyler Black,43905834,OF,2800,ATL@MIL 08/22/2026 02:10PM ET,MIL,6.11
,,,,,,,,,,,,,,,SS,Andres Gimenez (43905791),Andres Gimenez,43905791,SS,2800,TOR@NYY 08/22/2026 01:35PM ET,TOR,5.62
,,,,,,,,,,,,,,,3B,Amed Rosario (43905792),Amed Rosario,43905792,3B,2800,TOR@NYY 08/22/2026 01:35PM ET,NYY,4.65
,,,,,,,,,,,,,,,SS,Anthony Volpe (43905835),Anthony Volpe,43905835,SS,2800,TOR@NYY 08/22/2026 01:35PM ET,NYY,5.48
,,,,,,,,,,,,,,,OF,Owen Caissie (43905793),Owen Caissie,43905793,OF,2700,WSH@MIA 08/22/2026 04:10PM ET,MIA,5.83
,,,,,,,,,,,,,,,OF,Jesus Sanchez (43905794),Jesus Sanchez,43905794,OF,2700,TOR@NYY 08/22/2026 01:35PM ET,TOR,5.12
,,,,,,,,,,,,,,,OF,Rhylan Thomas (43905836),Rhylan Thomas,43905836,OF,2700,TOR@NYY 08/22/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,1B,Andres Chaparro (43905795),Andres Chaparro,43905795,1B,2600,WSH@MIA 08/22/2026 04:10PM ET,WSH,5.59
,,,,,,,,,,,,,,,SS,Jim Jarvis (43905798),Jim Jarvis,43905798,SS,2600,ATL@MIL 08/22/2026 02:10PM ET,ATL,4.08
,,,,,,,,,,,,,,,OF,Nathan Lukes (43905796),Nathan Lukes,43905796,OF,2600,TOR@NYY 08/22/2026 01:35PM ET,TOR,5
,,,,,,,,,,,,,,,C,Austin Wells (43905797),Austin Wells,43905797,C,2600,TOR@NYY 08/22/2026 01:35PM ET,NYY,3.92
,,,,,,,,,,,,,,,1B,Deyvison De Los Santos (43905837),Deyvison De Los Santos,43905837,1B,2500,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.67
,,,,,,,,,,,,,,,OF,Brett Bateman (43905799),Brett Bateman,43905799,OF,2500,TOR@NYY 08/22/2026 01:35PM ET,TOR,7.33
,,,,,,,,,,,,,,,OF,Anthony Santander (43905838),Anthony Santander,43905838,OF,2500,TOR@NYY 08/22/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,1B/3B,Leo Jimenez (43905800),Leo Jimenez,43905800,1B/3B,2400,WSH@MIA 08/22/2026 04:10PM ET,MIA,3.7
,,,,,,,,,,,,,,,C,Bo Naylor (43905839),Bo Naylor,43905839,C,2400,ATL@MIL 08/22/2026 02:10PM ET,MIL,3.14
,,,,,,,,,,,,,,,C,Jeferson Quero (43905840),Jeferson Quero,43905840,C,2400,ATL@MIL 08/22/2026 02:10PM ET,MIL,2
,,,,,,,,,,,,,,,C,Brandon Valenzuela (43905802),Brandon Valenzuela,43905802,C,2400,TOR@NYY 08/22/2026 01:35PM ET,TOR,4.78
,,,,,,,,,,,,,,,OF,Andrew Pinckney (43905806),Andrew Pinckney,43905806,OF,2300,WSH@MIA 08/22/2026 04:10PM ET,WSH,4.89
,,,,,,,,,,,,,,,2B,Jonathan Ornelas (43905803),Jonathan Ornelas,43905803,2B,2300,ATL@MIL 08/22/2026 02:10PM ET,MIL,2
,,,,,,,,,,,,,,,OF,Brewer Hicklen (43905841),Brewer Hicklen,43905841,OF,2300,ATL@MIL 08/22/2026 02:10PM ET,ATL,6.62
,,,,,,,,,,,,,,,2B/3B,Josh Smith (43905804),Josh Smith,43905804,2B/3B,2300,TOR@NYY 08/22/2026 01:35PM ET,TOR,4.30
,,,,,,,,,,,,,,,2B/3B,Jorbit Vivas (43905807),Jorbit Vivas,43905807,2B/3B,2200,WSH@MIA 08/22/2026 04:10PM ET,WSH,3.90
,,,,,,,,,,,,,,,C,Sean Murphy (43905811),Sean Murphy,43905811,C,2200,ATL@MIL 08/22/2026 02:10PM ET,ATL,1.73
,,,,,,,,,,,,,,,1B/3B,Charles McAdoo (43905809),Charles McAdoo,43905809,1B/3B,2200,TOR@NYY 08/22/2026 01:35PM ET,TOR,5.67
,,,,,,,,,,,,,,,2B,Luis Urias (43905842),Luis Urias,43905842,2B,2200,TOR@NYY 08/22/2026 01:35PM ET,TOR,4
,,,,,,,,,,,,,,,2B/OF,Davis Schneider (43905843),Davis Schneider,43905843,2B/OF,2200,TOR@NYY 08/22/2026 01:35PM ET,TOR,3.16
,,,,,,,,,,,,,,,3B,Graham Pauley (43905812),Graham Pauley,43905812,3B,2100,WSH@MIA 08/22/2026 04:10PM ET,MIA,3.24
,,,,,,,,,,,,,,,OF,Daz Cameron (43905813),Daz Cameron,43905813,OF,2100,TOR@NYY 08/22/2026 01:35PM ET,TOR,9.67
,,,,,,,,,,,,,,,C,Brian Navarreto (43905817),Brian Navarreto,43905817,C,2000,WSH@MIA 08/22/2026 04:10PM ET,MIA,2.93
,,,,,,,,,,,,,,,SS,Jared Serna (43905848),Jared Serna,43905848,SS,2000,WSH@MIA 08/22/2026 04:10PM ET,MIA,0
,,,,,,,,,,,,,,,2B/3B,Maximo Acosta (43905850),Maximo Acosta,43905850,2B/3B,2000,WSH@MIA 08/22/2026 04:10PM ET,MIA,0
,,,,,,,,,,,,,,,SS,Ha-Seong Kim (43905816),Ha-Seong Kim,43905816,SS,2000,ATL@MIL 08/22/2026 02:10PM ET,ATL,1.81
,,,,,,,,,,,,,,,OF,Ben Gamel (43905847),Ben Gamel,43905847,OF,2000,ATL@MIL 08/22/2026 02:10PM ET,ATL,0
,,,,,,,,,,,,,,,OF,Jurickson Profar (43905849),Jurickson Profar,43905849,OF,2000,ATL@MIL 08/22/2026 02:10PM ET,ATL,0
,,,,,,,,,,,,,,,OF,DaShawn Keirsey Jr. (43905856),DaShawn Keirsey Jr.,43905856,OF,2000,ATL@MIL 08/22/2026 02:10PM ET,ATL,0
,,,,,,,,,,,,,,,OF,Myles Straw (43905814),Myles Straw,43905814,OF,2000,TOR@NYY 08/22/2026 01:35PM ET,TOR,3.26
,,,,,,,,,,,,,,,C,Ali Sanchez (43905815),Ali Sanchez,43905815,C,2000,TOR@NYY 08/22/2026 01:35PM ET,NYY,2.40
,,,,,,,,,,,,,,,1B/3B,Juan Yepez (43905845),Juan Yepez,43905845,1B/3B,2000,TOR@NYY 08/22/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,1B/3B,Sean Keys (43905852),Sean Keys,43905852,1B/3B,2000,TOR@NYY 08/22/2026 01:35PM ET,TOR,4.08
,,,,,,,,,,,,,,,OF,Jonatan Clase (43905854),Jonatan Clase,43905854,OF,2000,TOR@NYY 08/22/2026 01:35PM ET,TOR,6.44
,,,,,,,,,,,,,,,3B,Oswaldo Cabrera (43905855),Oswaldo Cabrera,43905855,3B,2000,TOR@NYY 08/22/2026 01:35PM ET,NYY,0
,,,,,,,,,,,,,,,C,J.C. Escarra (43905857),J.C. Escarra,43905857,C,2000,TOR@NYY 08/22/2026 01:35PM ET,NYY,3.28
