Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
5229987113,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],193028206,$5,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,1. Column A lists all of your contest entries for this draftgroup
5230681933,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,2. Your current lineup is listed next to each entry (blank for reservations)
5230886123,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5230886134,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5230886135,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,5. For faster processing only include entries you are changing in the file you upload
5230894825,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,
5230894832,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,RB,Demond Claiborne (43727433),Demond Claiborne,43727433,RB/FLEX,4400,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,RB,Devin Neal (43727435),Devin Neal,43727435,RB/FLEX,4400,NO@DET 09/13/2026 01:00PM ET,NO,6
,,,,,,,,,,,,,,TE,Sam LaPorta (43728229),Sam LaPorta,43728229,TE/FLEX,4400,NO@DET 09/13/2026 01:00PM ET,DET,11.88
,,,,,,,,,,,,,,WR,Denzel Boston (43727715),Denzel Boston,43727715,WR/FLEX,4400,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,RB,Trey Benson (43727437),Trey Benson,43727437,RB/FLEX,4400,ARI@LAC 09/13/2026 04:25PM ET,ARI,8.85
,,,,,,,,,,,,,,RB,Kaleb Johnson (43727439),Kaleb Johnson,43727439,RB/FLEX,4400,ATL@PIT 09/13/2026 01:00PM ET,PIT,0.88
,,,,,,,,,,,,,,QB,Tyler Huntley (43727266),Tyler Huntley,43727266,QB,4300,BAL@IND 09/13/2026 01:00PM ET,BAL,8.03
,,,,,,,,,,,,,,RB,DJ Giddens (43727441),DJ Giddens,43727441,RB/FLEX,4300,BAL@IND 09/13/2026 01:00PM ET,IND,1.07
,,,,,,,,,,,,,,RB,Seth McGowan (43727443),Seth McGowan,43727443,RB/FLEX,4300,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Jauan Jennings (43727721),Jauan Jennings,43727721,WR/FLEX,4300,GB@MIN 09/13/2026 04:25PM ET,MIN,11.13
,,,,,,,,,,,,,,RB,Jeremy McNichols (43727445),Jeremy McNichols,43727445,RB/FLEX,4300,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.34
,,,,,,,,,,,,,,RB,LeQuint Allen Jr. (43727447),LeQuint Allen Jr.,43727447,RB/FLEX,4300,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.5
,,,,,,,,,,,,,,WR,Jalen Nailor (43727719),Jalen Nailor,43727719,WR/FLEX,4300,MIA@LV 09/13/2026 04:25PM ET,LV,6.1
,,,,,,,,,,,,,,RB,Justice Hill (43727449),Justice Hill,43727449,RB/FLEX,4200,BAL@IND 09/13/2026 01:00PM ET,BAL,6.52
,,,,,,,,,,,,,,RB,Rasheen Ali (43727457),Rasheen Ali,43727457,RB/FLEX,4200,BAL@IND 09/13/2026 01:00PM ET,BAL,1.61
,,,,,,,,,,,,,,QB,Davis Mills (43727267),Davis Mills,43727267,QB,4200,BUF@HOU 09/13/2026 01:00PM ET,HOU,11.6
,,,,,,,,,,,,,,RB,Ty Johnson (43727453),Ty Johnson,43727453,RB/FLEX,4200,BUF@HOU 09/13/2026 01:00PM ET,BUF,5.9
,,,,,,,,,,,,,,WR,Antonio Williams (43727725),Antonio Williams,43727725,WR/FLEX,4200,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,TE,Harold Fannin Jr. (43728231),Harold Fannin Jr.,43728231,TE/FLEX,4200,CLE@JAX 09/13/2026 01:00PM ET,CLE,11.9
,,,,,,,,,,,,,,RB,James Conner (43727451),James Conner,43727451,RB/FLEX,4200,ARI@LAC 09/13/2026 04:25PM ET,ARI,11.1
,,,,,,,,,,,,,,WR,Malik Washington (43727723),Malik Washington,43727723,WR/FLEX,4200,MIA@LV 09/13/2026 04:25PM ET,MIA,6.92
,,,,,,,,,,,,,,RB,Isaiah Davis (43727455),Isaiah Davis,43727455,RB/FLEX,4200,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,4.45
,,,,,,,,,,,,,,RB,Tahj Brooks (43727461),Tahj Brooks,43727461,RB/FLEX,4100,TB@CIN 09/13/2026 01:00PM ET,CIN,0.4
,,,,,,,,,,,,,,RB,Will Shipley (43727463),Will Shipley,43727463,RB/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.26
,,,,,,,,,,,,,,RB,Jerome Ford (43727465),Jerome Ford,43727465,RB/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.35
,,,,,,,,,,,,,,WR,Dontayvion Wicks (43727727),Dontayvion Wicks,43727727,WR/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,PHI,5.41
,,,,,,,,,,,,,,TE,Dallas Goedert (43728233),Dallas Goedert,43728233,TE/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,PHI,12.97
,,,,,,,,,,,,,,WR,Jerry Jeudy (43727729),Jerry Jeudy,43727729,WR/FLEX,4100,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.16
,,,,,,,,,,,,,,QB,Gardner Minshew II (43727268),Gardner Minshew II,43727268,QB,4100,ARI@LAC 09/13/2026 04:25PM ET,ARI,0.17
,,,,,,,,,,,,,,QB,Carson Beck (43727269),Carson Beck,43727269,QB,4100,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,RB,Roman Hemby (43727459),Roman Hemby,43727459,RB/FLEX,4100,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Omar Cooper Jr. (43727731),Omar Cooper Jr.,43727731,WR/FLEX,4100,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,QB,Bailey Zappe (43727282),Bailey Zappe,43727282,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,RB,Evan Hull (43727485),Evan Hull,43727485,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,1.07
,,,,,,,,,,,,,,RB,Jordan Mims (43727555),Jordan Mims,43727555,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,QB,Josh Johnson (43727278),Josh Johnson,43727278,QB,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,5.48
,,,,,,,,,,,,,,QB,Sean Clifford (43727279),Sean Clifford,43727279,QB,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,QB,Jake Browning (43727314),Jake Browning,43727314,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,11.35
,,,,,,,,,,,,,,QB,Connor Bazelak (43727315),Connor Bazelak,43727315,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,QB,Jalon Daniels (43727316),Jalon Daniels,43727316,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,RB,Gary Brightwell (43727497),Gary Brightwell,43727497,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,RB,Kendall Milton (43727499),Kendall Milton,43727499,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0.2
,,,,,,,,,,,,,,RB,Kentrel Bullock (43727501),Kentrel Bullock,43727501,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,RB,Jamal Haynes (43727503),Jamal Haynes,43727503,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0
,,,,,,,,,,,,,,RB,Josh Williams (43727605),Josh Williams,43727605,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0.37
,,,,,,,,,,,,,,RB,Kadarius Calloway (43727607),Kadarius Calloway,43727607,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0
,,,,,,,,,,,,,,QB,Easton Stick (43727291),Easton Stick,43727291,QB,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,QB,Joe Fagnano (43727323),Joe Fagnano,43727323,QB,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,QB,Skylar Thompson (43727324),Skylar Thompson,43727324,QB,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,RB,Ulysses Bentley IV (43727535),Ulysses Bentley IV,43727535,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,RB,Anderson Castle (43727537),Anderson Castle,43727537,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0
,,,,,,,,,,,,,,RB,Adam Randall (43727623),Adam Randall,43727623,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,RB,Dontae McMillan (43727625),Dontae McMillan,43727625,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,RB,Elijah Tau-Tolliver (43727627),Elijah Tau-Tolliver,43727627,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,RB,Lucas Scott (43727629),Lucas Scott,43727629,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0
,,,,,,,,,,,,,,QB,Kyle Allen (43727272),Kyle Allen,43727272,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,-0.1
,,,,,,,,,,,,,,QB,Shane Buechele (43727273),Shane Buechele,43727273,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,3.92
,,,,,,,,,,,,,,QB,Graham Mertz (43727274),Graham Mertz,43727274,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,RB,Frank Gore Jr. (43727473),Frank Gore Jr.,43727473,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.8
,,,,,,,,,,,,,,RB,Ian Wheeler (43727475),Ian Wheeler,43727475,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,RB,Jackson Acker (43727477),Jackson Acker,43727477,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,RB,Ben VanSumeren (43727479),Ben VanSumeren,43727479,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0
,,,,,,,,,,,,,,RB,British Brooks (43727481),British Brooks,43727481,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.46
,,,,,,,,,,,,,,RB,Noah Whittington (43727483),Noah Whittington,43727483,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,RB,Joshua Pitsenberger (43727487),Joshua Pitsenberger,43727487,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,Keon Coleman (43727733),Keon Coleman,43727733,WR/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,7.93
,,,,,,,,,,,,,,QB,Tyrod Taylor (43727285),Tyrod Taylor,43727285,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,10.91
,,,,,,,,,,,,,,QB,Kyle McCord (43727286),Kyle McCord,43727286,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,QB,Kyron Drones (43727287),Kyron Drones,43727287,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,QB,Carson Wentz (43727297),Carson Wentz,43727297,QB,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,16.27
,,,,,,,,,,,,,,QB,Max Brosmer (43727298),Max Brosmer,43727298,QB,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,1.32
,,,,,,,,,,,,,,RB,Pierre Strong Jr. (43727523),Pierre Strong Jr.,43727523,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,RB,Damien Martinez (43727525),Damien Martinez,43727525,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,RB,Jaden Nixon (43727527),Jaden Nixon,43727527,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0
,,,,,,,,,,,,,,RB,Zavier Scott (43727553),Zavier Scott,43727553,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,2.51
,,,,,,,,,,,,,,RB,Kejon Owens (43727557),Kejon Owens,43727557,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,RB,Max Bredeson (43727559),Max Bredeson,43727559,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0
,,,,,,,,,,,,,,QB,Andy Dalton (43727305),Andy Dalton,43727305,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,3.13
,,,,,,,,,,,,,,QB,Tanner McKee (43727306),Tanner McKee,43727306,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,3.69
,,,,,,,,,,,,,,QB,Cole Payton (43727307),Cole Payton,43727307,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,QB,Sam Hartman (43727317),Sam Hartman,43727317,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,QB,Athan Kaliakmanis (43727318),Athan Kaliakmanis,43727318,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,RB,Dameon Pierce (43727577),Dameon Pierce,43727577,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0.72
,,,,,,,,,,,,,,RB,Elijah Mitchell (43727579),Elijah Mitchell,43727579,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,RB,Carson Steele (43727581),Carson Steele,43727581,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,RB,Robert Henry Jr. (43727609),Robert Henry Jr.,43727609,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,TE,Chig Okonkwo (43728235),Chig Okonkwo,43728235,TE/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,7.29
,,,,,,,,,,,,,,QB,Teddy Bridgewater (43727283),Teddy Bridgewater,43727283,QB,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.72
,,,,,,,,,,,,,,QB,Luke Altmyer (43727284),Luke Altmyer,43727284,QB,4000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,QB,Spencer Rattler (43727299),Spencer Rattler,43727299,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,11.79
,,,,,,,,,,,,,,QB,Zach Wilson (43727300),Zach Wilson,43727300,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,0.34
,,,,,,,,,,,,,,QB,Hunter Dekkers (43727301),Hunter Dekkers,43727301,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,RB,Sione Vaki (43727515),Sione Vaki,43727515,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.04
,,,,,,,,,,,,,,RB,Jacob Saylors (43727517),Jacob Saylors,43727517,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.07
,,,,,,,,,,,,,,RB,Jabari Small (43727519),Jabari Small,43727519,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,RB,Kye Robichaux (43727521),Kye Robichaux,43727521,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,RB,Kendre Miller (43727561),Kendre Miller,43727561,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,4.76
,,,,,,,,,,,,,,RB,Ty Chandler (43727563),Ty Chandler,43727563,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,2.93
,,,,,,,,,,,,,,RB,Audric Estime (43727565),Audric Estime,43727565,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,6.87
,,,,,,,,,,,,,,RB,CJ Donaldson (43727567),CJ Donaldson,43727567,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,QB,Dillon Gabriel (43727280),Dillon Gabriel,43727280,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.21
,,,,,,,,,,,,,,QB,Taylen Green (43727281),Taylen Green,43727281,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,QB,Nick Mullens (43727321),Nick Mullens,43727321,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,-0.01
,,,,,,,,,,,,,,QB,Joey Aguilar (43727322),Joey Aguilar,43727322,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,RB,Raheim Sanders (43727505),Raheim Sanders,43727505,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,4.06
,,,,,,,,,,,,,,RB,Ahmani Marshall (43727507),Ahmani Marshall,43727507,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,RB,Davon Booth (43727509),Davon Booth,43727509,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,RB,TJ Harden (43727511),TJ Harden,43727511,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,RB,Michael Burton (43727513),Michael Burton,43727513,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,RB,Ameer Abdullah (43727617),Ameer Abdullah,43727617,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,2.84
,,,,,,,,,,,,,,RB,DeeJay Dallas (43727619),DeeJay Dallas,43727619,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0.35
,,,,,,,,,,,,,,RB,J'Mari Taylor (43727621),J'Mari Taylor,43727621,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,QB,Kedon Slovis (43727308),Kedon Slovis,43727308,QB,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,-0.04
,,,,,,,,,,,,,,QB,Trey Lance (43727312),Trey Lance,43727312,QB,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,3.88
,,,,,,,,,,,,,,QB,DJ Uiagalelei (43727313),DJ Uiagalelei,43727313,QB,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,RB,Zonovan Knight (43727583),Zonovan Knight,43727583,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,7.82
,,,,,,,,,,,,,,RB,Corey Kiner (43727585),Corey Kiner,43727585,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,2.32
,,,,,,,,,,,,,,RB,Jaret Patterson (43727595),Jaret Patterson,43727595,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,3.67
,,,,,,,,,,,,,,RB,Amar Johnson (43727597),Amar Johnson,43727597,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.4
,,,,,,,,,,,,,,RB,Gregory Desrosiers (43727599),Gregory Desrosiers,43727599,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,RB,Alec Ingold (43727601),Alec Ingold,43727601,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.83
,,,,,,,,,,,,,,RB,Scott Matlock (43727603),Scott Matlock,43727603,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.66
,,,,,,,,,,,,,,QB,Aidan O'Connell (43727292),Aidan O'Connell,43727292,QB,4000,MIA@LV 09/13/2026 04:25PM ET,LV,4.78
,,,,,,,,,,,,,,QB,Jacob Clark (43727293),Jacob Clark,43727293,QB,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,QB,Quinn Ewers (43727294),Quinn Ewers,43727294,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,9.04
,,,,,,,,,,,,,,QB,Cam Miller (43727295),Cam Miller,43727295,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,QB,Mark Gronowski (43727296),Mark Gronowski,43727296,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,RB,Dylan Laube (43727539),Dylan Laube,43727539,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0.28
,,,,,,,,,,,,,,RB,Chris Collier (43727541),Chris Collier,43727541,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,RB,Connor Heyward (43727543),Connor Heyward,43727543,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,1.52
,,,,,,,,,,,,,,RB,Donovan Edwards (43727545),Donovan Edwards,43727545,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,RB,Carlos Washington Jr. (43727547),Carlos Washington Jr.,43727547,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,RB,Anthony Hankerson (43727549),Anthony Hankerson,43727549,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,RB,DJ Herman (43727551),DJ Herman,43727551,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,Tre Tucker (43727735),Tre Tucker,43727735,WR/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,9.69
,,,,,,,,,,,,,,QB,Mitchell Trubisky (43727288),Mitchell Trubisky,43727288,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.78
,,,,,,,,,,,,,,QB,Will Levis (43727289),Will Levis,43727289,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,QB,Hendon Hooker (43727290),Hendon Hooker,43727290,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,QB,Cade Klubnik (43727302),Cade Klubnik,43727302,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,QB,Brady Cook (43727303),Brady Cook,43727303,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,7.29
,,,,,,,,,,,,,,QB,Adrian Martinez (43727304),Adrian Martinez,43727304,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,-0.1
,,,,,,,,,,,,,,RB,Michael Carter (43727529),Michael Carter,43727529,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.62
,,,,,,,,,,,,,,RB,Kalel Mullings (43727531),Kalel Mullings,43727531,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.08
,,,,,,,,,,,,,,RB,Julius Chestnut (43727533),Julius Chestnut,43727533,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.24
,,,,,,,,,,,,,,RB,Kene Nwangwu (43727569),Kene Nwangwu,43727569,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.91
,,,,,,,,,,,,,,RB,Sam Scott (43727571),Sam Scott,43727571,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,RB,Chip Trayanum (43727573),Chip Trayanum,43727573,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,RB,Andrew Beck (43727575),Andrew Beck,43727575,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,1.35
,,,,,,,,,,,,,,WR,Adonai Mitchell (43727737),Adonai Mitchell,43727737,WR/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,5.74
,,,,,,,,,,,,,,QB,Jack Strand (43727270),Jack Strand,43727270,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,QB,Cooper Rush (43727271),Cooper Rush,43727271,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,1.68
,,,,,,,,,,,,,,QB,Mason Rudolph (43727309),Mason Rudolph,43727309,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,3.01
,,,,,,,,,,,,,,QB,Will Howard (43727310),Will Howard,43727310,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,QB,Drew Allar (43727311),Drew Allar,43727311,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,RB,Tyler Goodson (43727467),Tyler Goodson,43727467,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.47
,,,,,,,,,,,,,,RB,Nathan Carter (43727469),Nathan Carter,43727469,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.71
,,,,,,,,,,,,,,RB,Cash Jones (43727471),Cash Jones,43727471,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
